word,count,happs_score,stddev
came,1,5.42,1.4155
indian,1,6.26,1.7706
journalist,2,5.54,1.3584
case,8,5.02,1.3013
york,11,5.62,1.1761
company,1,5.44,1.58
protect,1,6.8,1.4142
parliament,1,4.98,1.2856
australian,3,6.26,1.2257
virus,8,2.08,1.3377
deaths,4,1.64,1.1386
proved,1,6.26,1.9358
infections,3,2.59,1.914
nursing,6,6.12,1.4658
maker,2,5.82,1.0437
unemployment,2,2.12,1.0029
jump,1,5.48,1.7407
showing,1,5.84,0.8418
continuing,1,5.76,1.2216
economic,1,5.36,1.6874
killings,1,1.8,1.5386
discuss,10,5.96,1.2282
future,1,6.76,1.4223
interview,1,5.06,1.2843
prison,1,2.06,1.4765
life,1,7.32,1.6956
chaos,1,3.46,1.7867
airport,2,5.88,1.8477
leaders,2,5.88,1.3192
meet,2,6.38,1.2599
virtually,1,5.6,1.0498
tuesday,1,4.98,1.0593
jane,1,5.5,0.9742
museum,1,6.68,1.463
wants,1,5.38,1.3231
fans,1,7.02,1.2534
expected,1,5.74,1.1214
today,1,6.22,1.4469
news,3,5.6,1.5518
harry,1,5.24,1.2545
financial,1,5.42,1.7853
strain,1,3.73,1.8071
pope,1,5.6,1.5649
lady,1,6.6,1.4569
second,1,5.38,1.1933
gentleman,1,6.96,1.7254
nurses,1,6.1,1.9175
group,1,5.92,1.2095
lawmakers,3,4.7,1.4604
met,1,5.82,0.919
administration,1,4.84,1.5696
officials,5,4.76,1.3637
stimulus,1,5.68,1.8232
french,4,5.96,1.5381
university,2,6.74,1.3822
students,3,6.28,1.8299
director,1,5.8,1.4846
time,1,5.74,1.209
reported,12,5.12,1.2558
india,4,6.42,1.9804
rebels,2,4.24,1.5059
executed,1,3.94,2.2023
dozens,4,5.7,1.2817
early,3,5.66,1.239
reports,42,5.0,1.5119
suggest,3,5.52,1.2329
fast,2,6.44,1.2316
moving,1,5.36,1.495
citizen,1,5.92,1.3827
visiting,1,6.6,1.2122
britain,3,5.78,1.8767
known,1,5.8,1.3851
military,1,4.78,1.753
truck,1,5.48,1.555
protesters,2,3.8,1.6903
spreading,1,5.96,1.3064
twice,1,5.6,1.1429
quickly,1,5.82,1.4525
delta,2,5.36,1.0451
south,6,6.16,1.6081
scientists,1,6.34,1.4654
security,1,6.1,1.632
forces,3,4.18,1.5868
dead,4,2.0,1.3248
missing,1,2.98,1.3775
times,5,5.58,1.1968
correspondent,1,5.3,1.165
plane,4,6.3,1.632
held,2,5.28,1.2784
violence,1,1.86,1.05
women,3,7.12,1.4658
largest,3,6.34,1.3793
state,79,5.28,0.9697
numbers,2,6.04,1.1421
kill,3,1.56,1.0529
recent,3,5.56,1.1095
army,1,4.48,2.0126
killed,2,1.56,1.2316
seek,1,5.72,1.1613
compensation,1,6.52,1.6932
despite,3,4.48,1.3438
low,1,3.66,1.1178
puts,1,5.1,0.6468
spotlight,2,6.35,1.3401
cases,12,4.82,0.919
house,1,6.34,1.6239
troops,3,5.16,2.0639
opened,1,6.0,1.2289
response,2,5.68,1.2688
thousands,4,6.14,1.0692
parliamentary,1,5.24,1.5851
saved,2,6.88,1.507
older,1,4.74,1.7821
disabled,1,2.82,1.1899
abused,2,1.83,1.3101
clergy,1,5.29,1.8819
france,7,6.32,1.3768
estimates,1,5.32,1.1147
nearly,2,5.26,1.2423
reach,1,5.74,1.3969
islands,1,6.58,1.9493
lowest,1,3.3,1.165
daily,5,5.4,1.0302
counts,1,5.3,1.1473
highest,2,6.8,1.7613
starts,2,5.96,1.1945
province,2,5.38,1.4831
north,3,5.52,1.2162
korea,2,5.34,1.3793
cruise,1,6.7,1.9614
missile,1,3.24,1.8905
test,2,4.06,1.4057
arms,2,5.38,0.9875
race,3,5.76,1.4365
likely,2,6.44,1.2149
die,1,1.74,1.192
week,1,5.08,1.4546
said,3,5.38,0.901
immediate,2,5.6,1.666
damage,1,2.58,1.4995
gains,1,6.82,1.4803
pushed,2,4.1,1.4743
gate,1,5.18,1.1008
stay,2,5.56,1.1634
roller,1,5.48,1.2656
japan,5,6.0,1.3093
riders,1,5.62,1.4236
bones,1,5.18,1.7343
rights,1,6.48,1.555
chief,1,6.18,1.1551
monitoring,1,5.06,1.2521
amid,3,5.08,1.14
crimes,1,2.14,1.3704
tokyo,2,5.76,1.5328
olympic,2,6.28,1.5654
searching,1,5.04,1.3395
people,4,6.16,1.5826
worked,1,5.44,1.58
british,3,5.66,1.6977
intelligence,1,7.3,1.1995
warned,1,3.52,1.313
collapse,1,2.9,1.4463
begins,1,5.94,1.1502
single,1,5.12,1.5205
war,10,1.8,1.4142
august,1,5.98,1.4356
singapore,1,5.98,1.7899
count,1,5.5,1.0546
wide,1,5.46,1.328
human,1,6.26,1.6389
bird,1,6.64,1.5487
flu,1,2.4,1.1249
egypt,1,6.26,1.1572
july,1,5.98,1.6962
afghanistan,1,3.56,1.7861
disease,1,2.0,1.3093
hunger,1,3.37,1.9968
strike,1,3.96,1.3547
points,1,6.04,1.4702
reporting,2,5.12,1.1718
calls,2,5.42,1.0319
action,1,5.98,1.4213
root,1,5.8,1.2617
months,1,5.16,0.8657
study,2,6.12,1.6243
cuba,1,4.98,1.4497
high,2,6.64,1.2081
success,1,7.86,1.6414
rate,1,5.34,1.2224
florida,2,6.7,1.6568
longer,2,5.18,1.1726
june,2,6.32,1.3915
mass,3,5.44,1.1095
grave,1,2.56,1.8534
children,4,7.12,1.3498
canada,1,5.98,1.5318
men,1,5.94,1.3911
plead,1,3.67,1.4052
guilty,1,2.64,1.5877
publishing,1,5.92,1.1753
banned,1,2.88,1.2879
past,2,4.62,1.6022
number,1,5.3,0.9313
entering,1,5.78,1.016
destined,1,5.96,1.4563
enabled,1,6.39,1.3817
panel,1,5.54,1.2811
criticism,1,3.1,1.1473
death,7,1.54,1.2811
nationwide,1,5.84,1.2513
restrictions,1,3.32,0.957
stretch,1,5.66,1.5066
remains,2,4.42,1.4441
percent,3,5.34,0.9172
effective,2,6.76,1.2867
trump,2,5.3,1.7053
advisers,1,5.48,1.3738
attempts,1,5.54,1.1988
alter,1,5.32,1.2526
scientific,1,6.44,1.5274
emails,1,6.54,1.1817
april,1,6.36,1.5221
secret,1,4.84,1.6081
dinner,1,7.4,1.1429
elite,1,5.64,2.1308
sets,1,5.08,1.3377
received,1,6.34,1.1537
draws,1,6.18,1.32
swift,1,5.94,1.2683
tries,1,5.58,1.2631
shift,1,5.26,1.0461
attention,1,5.8,1.4846
know,1,6.1,1.3887
conditions,1,4.78,1.4748
concerned,1,4.22,1.6573
influence,1,5.64,1.2415
canadian,2,5.84,1.8556
dominant,1,5.19,1.9963
critical,1,3.22,1.4748
illness,1,2.0,1.178
rates,1,4.84,1.1493
lower,1,4.24,1.0797
mental,1,4.8,1.8183
affecting,1,5.31,1.3261
young,1,6.82,1.2403
needs,1,4.98,1.5185
ireland,1,5.98,1.3626
use,2,5.64,1.1563
citing,1,4.72,1.4434
blood,1,3.82,1.7922
strong,1,7.06,1.5174
trial,1,3.96,1.6898
results,2,5.9,1.374
ones,1,5.16,0.8172
makers,1,5.76,1.0012
promising,1,6.64,1.1205
laws,1,5.08,1.4546
used,1,4.6,1.4846
worse,1,2.7,1.4178
effects,2,5.5,1.4743
cuomo,5,5.16,0.7918
aides,1,5.92,1.3827
home,4,7.14,1.8296
hide,1,4.36,1.4107
size,1,5.04,0.9681
experience,1,6.34,1.2056
doctors,1,5.54,1.6563
march,1,5.78,1.2824
leads,1,6.06,1.0956
ethnic,1,5.84,1.3303
minister,1,5.18,1.4097
forced,1,3.16,1.2675
allies,1,6.5,1.2495
access,1,5.88,1.2558
violated,3,2.62,1.3834
quite,1,5.32,1.7076
countries,1,5.68,0.9781
using,1,5.0,1.0498
according,1,5.1,0.9949
light,1,6.4,1.5119
hope,1,7.38,1.3076
relief,1,6.86,1.6037
february,1,5.08,2.1077
indicates,1,5.32,1.0774
large,1,6.06,1.2683
portion,1,5.48,1.5151
staff,1,5.36,0.8751
refuse,1,3.46,0.9304
emerged,1,5.68,0.9355
michigan,1,5.32,1.2848
advised,1,5.34,1.6977
vietnam,1,4.42,1.9804
local,1,5.46,1.3584
travel,1,7.18,1.4241
korean,1,5.48,1.4741
mayor,1,5.26,1.3063
israel,2,4.78,1.7296
teacher,1,6.36,1.5354
accused,1,2.92,1.5497
say,1,5.54,0.9941
rare,2,6.02,1.7201
reactions,1,5.44,0.9655
beijing,1,5.24,1.685
testing,1,4.9,1.4033
governor,7,5.14,1.1608
break,1,5.04,1.8178
aims,1,6.27,1.2209
colony,1,5.56,1.6099
issues,1,3.9,1.374
describing,1,5.62,1.3231
active,1,6.82,1.7692
strict,1,4.13,1.7646
measures,1,5.04,1.2447
faster,1,6.38,1.3536
gives,1,6.5,1.2817
glimpse,1,5.98,1.1701
mother,1,7.68,1.6714
baby,1,7.28,1.8521
homes,1,6.62,1.2436
deborah,1,5.18,1.4384
task,1,4.92,1.3377
january,1,5.7,1.9086
civilians,1,5.64,1.1386
attacks,1,2.46,1.4598
cincinnati,1,5.48,1.4741
emergency,13,3.06,1.7775
help,2,6.08,1.4686
department,4,5.26,1.1031
washington,3,6.04,1.2115
senator,2,4.58,1.4299
died,1,1.56,1.198
investigating,1,4.84,1.1669
opponents,2,3.48,1.0925
plot,2,5.26,1.3822
refused,1,3.38,1.4553
sick,1,2.02,1.0784
woman,1,6.84,1.6458
joined,1,6.3,1.0926
islamic,4,4.66,1.5201
secretary,2,5.42,1.3107
cuts,1,3.64,1.3962
asia,1,6.22,1.9513
trip,1,7.0,1.5518
short,1,4.46,1.1466
tests,1,4.28,1.6787
columbia,1,5.44,1.473
require,2,4.44,1.3118
spaces,1,5.62,1.0237
ask,1,5.2,1.8736
proof,1,5.96,1.0683
spy,1,4.24,1.7677
tool,1,5.26,1.5361
republican,1,4.42,1.9176
legislators,1,4.2,1.8844
protest,1,3.56,1.4591
rule,1,4.52,1.5285
cold,1,4.22,1.7761
desperation,1,2.7,1.9086
takes,2,5.04,1.1421
hold,1,5.7,1.2164
school,3,6.26,1.8824
mask,8,4.86,1.2456
place,1,5.56,1.198
petition,1,4.8,1.5778
declare,1,5.57,1.3472
sharing,1,7.06,1.2843
border,1,4.9,1.488
advance,1,6.58,1.3262
rush,2,4.12,1.3649
pass,1,5.9,1.4321
bills,1,2.82,1.6374
ends,2,3.78,1.4886
needed,1,5.46,1.4875
grow,1,6.68,1.2196
set,2,5.58,1.1968
head,1,5.96,1.0683
queen,1,6.24,1.7907
elizabeth,1,6.14,1.7263
fully,1,6.18,1.2237
visitors,1,6.32,1.6956
battle,2,2.98,1.7319
minnesota,1,5.24,1.5328
hospitals,3,3.54,1.5677
capacity,1,5.5,1.4178
iraq,1,3.9,1.6568
leading,2,6.64,1.5086
figure,1,5.5,1.1473
lift,1,5.78,1.0359
victoria,3,5.88,1.2395
australia,1,6.4,1.5908
allow,1,6.0,1.4708
stranded,1,3.73,1.8905
residents,1,5.66,1.2715
family,1,7.72,1.3099
teen,1,5.92,1.9361
reaches,1,5.96,1.3696
deal,1,6.32,1.0774
employee,1,5.74,1.192
car,1,6.72,2.1
accident,1,2.32,1.5178
plays,1,6.72,1.5784
taking,1,5.32,1.3005
patients,1,3.66,1.4086
grants,1,6.7,1.2495
end,1,4.36,1.7351
protests,1,4.24,1.6358
kentucky,2,5.8,1.2778
record,1,5.78,1.4039
texas,3,5.54,1.2324
ban,2,2.66,1.3188
supreme,1,6.64,1.3365
goes,2,5.26,1.1214
arkansas,1,5.4,1.2289
blocks,1,4.54,1.4172
democrats,1,5.5,1.9923
fled,1,3.98,1.1692
voting,1,6.02,1.3775
positive,1,7.8,1.2454
make,1,6.0,0.9897
plans,1,6.2,1.0102
unite,1,6.64,1.1911
blast,1,4.22,2.1217
near,1,5.72,1.6041
broadcasting,1,5.68,1.3161
headquarters,1,5.4,1.0102
iran,1,4.3,1.632
olympics,1,7.02,1.3476
college,1,6.94,1.4201
world,1,6.52,1.6567
series,1,5.46,0.9304
run,1,5.48,1.432
carolina,1,5.44,1.514
weeks,1,5.06,1.0768
vermont,1,5.58,1.295
partially,1,5.24,1.3024
eligible,1,6.66,1.2715
toll,1,4.06,1.0956
showed,1,5.74,1.0063
huge,1,6.14,1.7025
international,1,6.56,1.2643
win,2,8.12,1.0812
racial,1,4.0,1.7261
conservatives,1,4.08,1.9984
vote,1,5.8,1.5779
extends,1,5.56,1.0134
month,1,5.18,1.3354
follows,1,5.06,1.6088
europe,1,6.4,1.7613
sees,1,5.76,1.4078
course,1,5.42,1.3716
games,1,7.32,1.2196
committee,1,5.12,1.2395
rules,1,4.28,1.2296
mean,1,3.68,1.9213
criticized,1,3.02,1.5713
video,1,6.48,1.111
asked,1,5.36,1.2739
jews,1,5.62,1.5372
ron,1,5.0,0.7284
pardon,1,5.8,1.6288
city,1,5.76,1.546
universities,1,6.56,1.6801
spain,1,6.2,1.6903
ended,1,3.84,1.4479
streets,1,5.64,1.2415
voluntary,1,6.37,1.2365
departure,1,4.76,1.5194
personnel,1,5.38,1.1045
counties,1,5.22,1.016
oregon,2,6.0,1.178
severe,1,3.16,1.7186
level,1,5.6,0.9897
alaska,1,5.64,1.6258
airlines,1,5.6,1.5908
suspended,1,3.08,1.2591
flights,1,5.98,1.8897
continue,1,5.76,1.0214
threat,2,2.36,1.3056
faces,1,6.2,1.4569
inquiry,1,4.66,1.3793
resources,1,6.46,1.1466
investigation,1,4.02,1.4776
origins,1,5.4,1.5122
hawaii,1,7.02,1.6841
tiny,1,4.9,1.374
pilots,1,5.8,1.4286
aim,1,5.86,1.1068
powers,1,6.66,1.3188
governors,2,4.76,1.546
foes,1,3.43,1.3229
common,1,4.92,1.2591
return,1,5.2,1.4708
live,1,6.84,1.5167
work,1,5.24,2.105
tricky,1,4.46,1.5806
getting,1,5.68,1.1856
shop,1,6.76,1.0412
owner,1,6.1,1.5419
includes,1,5.88,1.5205
mexico,1,5.84,1.7186
sector,1,4.9,1.233
favor,1,6.0,2.0603
parents,1,7.36,1.5086
urged,1,4.54,1.2969
burn,1,2.92,1.3377
demonstration,1,5.88,1.2185
steps,1,5.38,1.1229
analysis,1,5.8,1.4286
shows,1,6.08,1.0467
revenue,1,6.72,1.5258
did,1,5.58,1.1265
hit,1,4.58,1.808
year,1,5.38,1.3536
economists,1,4.92,1.4824
memphis,1,5.42,1.5661
wasted,1,2.78,1.1657
california,2,6.08,1.5097
lost,1,2.76,1.3933
montana,1,5.44,1.2803
improving,1,6.96,0.8797
goal,1,7.02,1.2204
million,1,7.38,1.427
warn,1,4.27,1.7173
limited,2,4.22,1.1657
seeking,1,5.6,1.1429
cross,1,4.68,1.7076
federal,2,4.94,1.0768
orders,1,4.24,1.4786
quit,1,3.9,1.4604
looking,1,5.94,0.9775
bringing,1,6.04,1.1421
dining,1,6.48,1.7524
soon,1,6.34,0.8947
groups,1,5.66,1.3032
legal,1,5.18,1.746
notice,1,5.16,1.5032
warning,1,3.34,1.423
abroad,1,6.96,1.2282
driving,1,6.18,1.6499
demanding,1,3.7,1.6194
facing,1,5.26,1.1031
possible,1,6.24,1.598
declined,1,3.16,1.5434
