word,count,happs_score,stddev
chinese,2,5.64,1.4813
tennis,1,6.4,1.4142
player,1,5.94,1.6214
sexual,3,6.2,1.4569
abuse,5,1.88,1.2395
raising,1,6.26,1.2257
questions,1,5.0,1.0498
victory,2,7.98,1.0784
stuck,1,3.66,1.1178
old,1,3.98,1.7553
cycle,1,5.62,1.4412
mining,1,4.84,1.5434
leader,2,6.38,1.3384
cloud,1,5.62,1.8504
corruption,1,2.14,1.3095
claims,13,4.72,1.4434
parties,2,7.42,1.4441
claim,19,5.18,1.4941
awaits,1,5.49,1.4012
election,4,5.18,1.3506
debate,2,4.94,1.5174
policy,2,4.74,1.4401
new,32,6.82,1.1373
billion,2,7.56,1.6679
fund,1,6.04,1.1241
workers,5,5.78,1.183
running,2,5.7,1.5017
money,2,7.3,1.8434
industry,1,5.38,1.3076
climate,2,5.8,1.4286
social,1,6.22,1.0359
media,2,5.62,1.8058
false,3,3.18,1.3506
probably,1,5.64,1.2415
control,1,5.38,1.4831
resistance,1,4.38,1.6274
fight,2,2.7,1.7409
paid,1,7.14,1.7144
president,4,5.86,2.1094
public,2,5.18,1.3656
health,6,7.22,1.2501
experts,1,6.28,1.4434
dispute,1,3.54,1.7286
rise,5,6.36,1.5618
responsibility,3,5.72,1.6542
major,1,5.76,1.4223
attack,3,2.42,1.4299
capital,2,5.92,1.2428
lawsuit,1,2.96,1.6157
freeze,1,4.08,1.8609
cost,2,4.1,1.4033
critics,1,3.8,1.6782
diversity,1,5.82,1.7401
big,1,6.22,1.5022
dreams,1,7.44,1.4165
got,3,5.6,1.4569
haiti,6,4.06,2.2077
police,4,4.58,1.8526
doctor,1,5.34,1.6239
broken,2,3.02,1.4068
does,1,5.22,1.2501
fix,1,6.28,1.5258
arrested,2,1.64,1.0053
americans,4,6.5,1.6933
just,3,5.76,1.6233
judge,5,4.92,1.6015
agents,1,5.0,1.2936
drug,3,3.2,2.0702
enforcement,1,4.1,1.4178
political,1,4.12,1.5205
crisis,2,2.48,1.6689
rival,1,3.68,1.5043
power,2,6.68,1.4907
official,4,5.38,1.028
offers,1,6.48,1.555
support,1,6.44,1.4309
national,3,5.98,1.1516
claimed,2,5.4,1.178
lives,5,6.22,1.148
inmates,2,3.48,2.0227
fraud,1,2.3,1.1824
delay,1,3.38,1.3231
result,1,6.0,1.1606
right,1,6.54,1.2651
germany,4,5.94,1.5703
nato,1,4.92,1.7004
mission,1,5.68,1.3468
assault,1,2.56,1.6557
taiwan,1,5.36,1.2739
china,3,5.4,1.7023
kept,1,5.74,1.1031
buying,1,6.4,1.2936
german,3,5.34,1.394
called,2,5.6,1.1066
turkey,1,6.16,1.8111
relative,1,6.58,1.2631
organized,1,6.62,1.2436
crime,2,2.2,1.2617
boss,1,4.18,1.5868
rock,1,6.14,1.2938
government,5,4.64,1.6383
russian,2,5.52,1.7052
ordered,1,4.96,1.428
africa,2,5.26,2.0782
russia,1,5.5,1.374
country,1,6.28,1.7148
develop,1,6.26,1.0461
shots,3,3.32,2.0146
catholic,2,5.3,1.8323
church,2,5.48,1.8543
failed,3,1.84,0.9971
handling,3,5.28,1.0887
sex,2,7.44,1.6801
report,41,4.76,1.3334
finds,5,5.94,1.2521
latest,3,6.06,1.3614
effort,2,5.86,1.6289
san,1,5.02,0.5887
bag,1,5.64,1.0645
cash,1,7.42,1.6671
rape,5,1.44,0.7866
attorney,2,4.12,1.3037
general,3,5.32,1.1328
familiar,1,6.44,1.2643
israeli,2,4.82,1.746
court,2,3.78,1.799
says,15,5.28,1.1959
