word,count,happs_score,stddev
focus,1,6.12,1.0622
canadian,2,5.84,1.8556
conduct,1,5.14,1.325
abroad,1,6.96,1.2282
strikes,4,4.02,1.3626
shut,1,3.56,1.0333
shake,1,5.14,1.1954
european,2,5.94,1.1678
security,3,6.1,1.632
paris,1,6.86,1.6661
stadium,1,5.96,1.5774
prosecutor,1,4.06,1.6587
dispute,1,3.54,1.7286
preacher,1,5.28,2.1193
blast,1,4.22,2.1217
airport,1,5.88,1.8477
involving,1,5.6,1.3401
track,1,5.14,1.143
stars,1,7.1,1.5419
decades,1,4.84,1.3756
later,1,4.6,1.3553
public,1,5.18,1.3656
despite,4,4.48,1.3438
hand,1,5.9,1.0738
official,2,5.38,1.028
governing,1,5.0,1.5779
amid,2,5.08,1.14
corruption,2,2.14,1.3095
plane,1,6.3,1.632
presents,1,7.2,1.4569
revised,1,5.27,1.3961
territory,1,5.12,1.1891
united,3,7.32,1.2027
nations,4,6.0,1.5518
challenges,1,5.74,1.4957
islands,1,6.58,1.9493
operation,1,3.72,1.6041
german,3,5.34,1.394
teen,1,5.92,1.9361
restaurant,1,7.06,1.2521
assault,3,2.56,1.6557
american,2,6.74,1.5228
tells,1,5.32,1.2688
cnn,1,5.18,1.4525
hydrogen,1,5.63,1.3798
ties,5,5.24,1.4507
oppose,1,3.82,1.4384
committed,1,6.38,1.4126
bbc,3,5.98,1.2534
discuss,8,5.96,1.2282
deal,1,6.32,1.0774
rebels,3,4.24,1.5059
trump,2,5.3,1.7053
meet,1,6.38,1.2599
japan,1,6.0,1.3093
discussing,2,5.76,1.7209
prince,1,6.44,1.3426
harry,1,5.24,1.2545
regrets,1,3.08,1.5232
military,4,4.78,1.753
leaders,4,5.88,1.3192
plans,2,6.2,1.0102
counter,1,5.44,1.1808
john,1,5.08,1.1578
meets,1,5.98,1.0971
plan,1,6.14,1.2779
interior,1,5.8,0.8806
visits,1,6.4,1.2936
york,1,5.62,1.1761
terror,1,1.76,1.0012
threats,1,2.88,1.7687
visit,2,6.54,1.1988
britain,1,5.78,1.8767
maintain,1,5.76,1.0412
union,2,6.04,1.3991
pope,1,5.6,1.5649
francis,1,5.32,1.4348
mideast,1,4.82,1.5609
collapse,1,2.9,1.4463
safety,1,6.18,1.7343
fears,1,2.68,1.2688
discussed,1,5.56,1.4591
begins,1,5.94,1.1502
violations,1,2.86,1.4287
reported,23,5.12,1.2558
hours,1,5.22,1.0359
dead,4,2.0,1.3248
forces,2,4.18,1.5868
protesters,1,3.8,1.6903
fewer,2,3.72,1.1256
journalists,2,5.2,1.5119
job,1,5.96,1.7257
reports,25,5.0,1.5119
mexican,2,5.4,1.5253
report,63,4.76,1.3334
investigators,1,4.96,1.6157
search,2,5.44,1.1808
students,1,6.28,1.8299
christians,1,6.02,2.0151
educated,1,7.29,1.307
religious,1,5.46,2.0123
residents,1,5.66,1.2715
increasing,1,6.4,1.2936
desperation,1,2.7,1.9086
voices,1,5.56,1.5005
concern,1,4.04,1.6157
women,5,7.12,1.4658
widespread,1,4.8,1.1429
sexual,2,6.2,1.4569
used,3,4.6,1.4846
chemical,2,4.18,1.3952
arms,2,5.38,0.9875
times,1,5.58,1.1968
close,1,4.94,1.3911
hundreds,1,5.96,1.6655
refugees,2,3.06,1.6587
efforts,2,5.6,1.4569
children,6,7.12,1.3498
increase,1,6.56,1.1095
hate,1,2.34,1.8802
crimes,2,2.14,1.3704
tied,1,4.4,1.3553
changes,1,5.06,1.3157
airlines,2,5.6,1.5908
flight,3,6.06,1.834
mystery,1,5.64,1.849
million,2,7.38,1.427
breathe,1,6.28,1.5258
highly,1,6.6,1.178
perfect,1,7.42,1.7154
hot,1,5.02,1.9218
days,1,5.76,1.2382
seasons,1,6.76,1.2216
sentences,3,5.59,1.632
businessman,1,5.42,1.3864
media,6,5.62,1.8058
output,1,5.86,1.3844
drops,1,4.96,1.5513
pressure,1,3.66,1.5467
officials,3,4.76,1.3637
deaths,3,1.64,1.1386
questions,2,5.0,1.0498
tactics,1,5.3,1.5811
nearly,1,5.26,1.2423
finds,6,5.94,1.2521
wider,1,5.34,1.0422
african,1,5.66,1.7567
wealth,2,7.38,1.2271
great,1,7.88,1.2061
nation,1,6.06,1.5039
prison,1,2.06,1.4765
term,1,4.94,1.5039
reuters,1,5.18,1.3656
charity,1,6.4,1.906
ban,1,2.66,1.3188
use,2,5.64,1.1563
bombs,3,2.86,2.2679
executed,1,3.94,2.2023
deputy,1,4.68,1.3468
spokesman,1,5.06,1.1678
president,2,5.86,2.1094
law,1,4.9,1.5551
school,1,6.26,1.8824
thesis,1,5.35,1.8507
girl,1,7.0,1.1606
joined,1,6.3,1.0926
online,1,6.72,1.2784
news,3,5.6,1.5518
reporting,5,5.12,1.1718
dozens,2,5.7,1.2817
civilians,2,5.64,1.1386
held,1,5.28,1.2784
day,2,6.24,1.3637
nice,1,7.38,1.5104
russian,1,5.52,1.7052
images,1,6.34,1.2224
rights,3,6.48,1.555
panel,1,5.54,1.2811
human,1,6.26,1.6389
coal,2,4.96,1.7138
projects,1,5.46,1.5935
capital,1,5.92,1.2428
battle,1,2.98,1.7319
iraq,4,3.9,1.6568
regret,1,3.12,1.507
tony,2,5.52,1.1822
blair,2,5.04,1.2115
family,1,7.72,1.3099
wounds,1,2.8,2.0203
relatives,1,6.6,1.8626
fallen,1,3.52,1.4177
soldiers,2,5.38,1.6399
offers,1,6.48,1.555
investigate,1,5.1,1.2976
music,2,8.02,1.1156
cracks,1,4.0,1.3553
spread,1,5.48,1.1292
social,1,6.22,1.0359
expect,1,5.9,0.9742
aims,2,6.27,1.2209
peace,1,7.86,1.3403
mining,1,4.84,1.5434
companies,3,5.26,1.0264
buy,1,6.28,1.3559
political,1,4.12,1.5205
influence,1,5.64,1.2415
conditions,1,4.78,1.4748
camp,1,6.26,1.5361
people,1,6.16,1.5826
turkish,1,5.56,1.2149
guards,1,4.3,1.7173
tell,1,5.42,1.0319
trail,1,6.14,1.143
seas,1,6.86,1.6289
dutch,1,5.62,1.1761
woman,1,6.84,1.6458
let,2,5.38,1.0079
return,1,5.2,1.4708
home,4,7.14,1.8296
mexico,2,5.84,1.7186
humanity,1,7.02,1.6265
drug,1,3.2,2.0702
sides,1,5.04,1.1773
muslim,1,4.64,1.6995
mob,1,3.56,1.8644
beef,1,5.28,2.1763
festival,2,7.7,1.0738
chapter,2,5.6,1.2122
taken,1,4.28,1.4714
face,1,6.12,1.1718
tobacco,1,3.48,2.1782
alive,1,7.18,1.2887
taiwan,3,5.36,1.2739
contrary,1,4.24,1.5211
turkey,3,6.16,1.8111
distance,1,4.5,1.3132
years,1,5.28,1.4714
say,2,5.54,0.9941
press,1,5.36,1.2249
freedom,1,7.9,1.4178
classified,1,5.34,1.4514
pages,1,5.62,0.9875
released,1,6.34,1.5201
summer,1,6.4,2.3905
easter,1,6.88,1.698
rising,1,6.54,1.1104
foreign,1,5.68,1.6956
fraud,2,2.3,1.1824
suspects,2,3.6,1.1952
cases,1,4.82,0.919
linked,2,5.46,1.4028
virus,2,2.08,1.3377
obama,1,5.94,2.161
growing,1,6.52,0.9947
rich,2,7.98,1.3169
strike,1,3.96,1.3547
crisis,1,2.48,1.6689
brazil,2,6.1,1.359
payments,1,5.76,2.1434
politicians,1,3.34,1.1359
plants,1,7.1,1.2976
northern,1,5.22,1.3293
work,2,5.24,2.105
born,1,6.82,1.6499
countries,1,5.68,0.9781
need,1,4.84,1.4337
food,1,7.44,1.2149
palace,1,6.68,1.6468
complaint,1,2.86,1.0104
queen,2,6.24,1.7907
elizabeth,2,6.14,1.7263
exit,1,4.78,1.5687
describes,1,5.76,1.0797
sex,2,7.44,1.6801
allegations,1,3.84,1.4479
big,1,6.22,1.5022
earthquake,1,1.9,1.1995
little,1,4.6,1.3401
damage,1,2.58,1.4995
subjected,1,3.86,1.3999
strife,1,4.02,1.8349
turning,2,5.32,1.019
jimmy,2,5.36,1.1205
inquiry,3,4.66,1.3793
failing,1,2.52,1.2656
progress,1,7.26,1.1572
southeast,1,5.68,1.2196
asia,1,6.22,1.9513
treaty,1,6.22,1.3293
lung,1,5.4,1.3093
cancer,1,1.54,1.073
steel,1,5.08,1.1578
send,1,5.38,1.3536
art,1,6.6,1.4983
sale,1,6.58,1.6424
training,1,5.74,1.3969
pregnant,1,6.22,2.0829
birth,1,7.12,1.6117
defect,1,3.21,1.7005
rise,3,6.36,1.5618
leading,1,6.64,1.5086
key,1,5.82,1.0631
findings,1,5.52,1.4741
draft,2,5.02,1.4068
culture,1,6.72,1.8075
active,2,6.82,1.7692
program,1,5.68,1.2196
internet,1,7.48,1.313
yields,1,6.2,1.4286
dividends,1,6.14,1.552
international,1,6.56,1.2643
core,1,5.38,1.0859
conflicts,1,2.96,1.4563
accused,1,2.92,1.5497
look,1,5.54,1.1287
station,1,5.16,0.7384
attacks,3,2.46,1.4598
tension,1,2.94,1.5832
plot,2,5.26,1.3822
happened,1,5.02,1.1865
wonders,1,6.78,1.8876
long,1,4.74,1.6637
solution,2,6.84,1.3756
david,1,5.5,1.1473
choice,1,6.24,1.318
hostile,1,3.02,1.9737
cure,2,7.14,1.512
billion,1,7.56,1.6679
dam,1,4.84,1.2349
tests,2,4.28,1.6787
apparently,1,5.54,1.1104
expert,1,6.64,1.3211
aid,2,6.24,1.3637
flow,1,5.44,1.5928
donald,1,5.48,1.2493
calls,1,5.42,1.0319
trained,1,5.86,1.4984
appears,1,5.68,1.0774
ranks,1,5.42,1.6793
reminds,1,5.4,1.1952
boss,1,4.18,1.5868
leaving,1,3.58,1.2792
dozen,1,5.46,1.1104
emergency,5,3.06,1.7775
violent,1,2.06,1.3463
protests,3,4.24,1.6358
study,1,6.12,1.6243
party,2,7.58,1.4581
policies,1,5.12,1.6368
license,1,5.56,1.3426
cow,1,5.82,1.4665
protection,1,6.56,1.3273
groups,1,5.66,1.3032
helped,1,7.28,1.2943
make,1,6.0,0.9897
extends,1,5.56,1.0134
cell,1,5.12,1.409
links,1,5.6,1.1606
conservative,1,4.54,1.9505
government,1,4.64,1.6383
puts,1,5.1,0.6468
grants,1,6.7,1.2495
jews,1,5.62,1.5372
minority,1,4.24,1.546
status,2,5.62,1.1761
memo,2,4.88,1.1542
explanation,1,5.56,0.993
department,1,5.26,1.1031
fish,1,6.58,1.7507
vietnam,1,4.42,1.9804
local,1,5.46,1.3584
industry,1,5.38,1.3076
challenge,2,5.78,1.7177
life,1,7.32,1.6956
taxes,1,2.7,1.5286
rebounds,1,5.32,1.3161
elections,2,4.48,1.5285
parliament,1,4.98,1.2856
votes,1,6.08,1.5758
extend,2,6.0,0.9035
major,1,5.76,1.4223
baghdad,1,3.62,1.9048
bars,1,5.68,1.5836
lifted,2,6.2,1.2289
islam,1,4.68,2.325
religion,1,6.0,1.8295
goes,1,5.26,1.1214
rocket,2,6.38,1.7366
muslims,1,4.3,1.3887
does,1,5.22,1.2501
marine,1,5.72,1.6542
point,1,5.42,0.9055
bid,1,5.26,1.192
natural,1,6.56,1.4868
disaster,1,1.96,1.428
men,1,5.94,1.3911
convicted,1,3.2,1.7728
win,1,8.12,1.0812
sanctions,1,3.86,1.7844
raise,1,6.74,1.209
campaign,1,5.34,1.5467
seeks,1,5.68,0.9988
seek,1,5.72,1.1613
remedy,1,6.45,1.5419
targets,1,4.76,1.4786
uncertain,1,3.88,1.1481
controls,1,5.02,1.3323
oil,1,4.88,1.6368
port,1,5.36,1.4394
