word,count,happs_score,stddev
draft,2,5.02,1.4068
politicians,1,3.34,1.1359
situation,1,5.0,1.3093
bank,1,5.92,1.6268
reported,16,5.12,1.2558
storm,1,4.26,2.0082
moves,2,5.68,0.957
britain,1,5.78,1.8767
workers,1,5.78,1.183
recently,1,5.44,1.1095
border,2,4.9,1.488
crossing,1,5.34,1.3342
railway,1,6.16,1.3439
earned,1,7.08,1.1753
millions,1,7.26,1.5361
finds,4,5.94,1.2521
largest,1,6.34,1.3793
cardinal,1,5.54,1.6062
home,3,7.14,1.8296
faces,1,6.2,1.4569
questions,2,5.0,1.0498
plot,1,5.26,1.3822
palestinians,1,4.5,1.1995
intense,1,5.66,1.5066
hospital,3,3.5,1.6194
increase,1,6.56,1.1095
drug,4,3.2,2.0702
center,2,5.3,0.9949
kills,3,1.78,1.2337
state,68,5.28,0.9697
media,20,5.62,1.8058
iranian,3,4.22,1.148
brain,2,6.52,1.5285
dead,4,2.0,1.3248
hundreds,3,5.96,1.6655
blast,2,4.22,2.1217
missing,2,2.98,1.3775
appear,2,5.84,0.8172
reporting,4,5.12,1.1718
works,1,5.5,1.4463
encourage,1,6.9,1.6812
physical,2,5.88,1.2229
united,1,7.32,1.2027
nations,1,6.0,1.5518
details,1,5.74,1.2257
cracked,2,3.98,1.9295
journalist,3,5.54,1.3584
sets,1,5.08,1.3377
concern,1,4.04,1.6157
severe,1,3.16,1.7186
use,1,5.64,1.1563
drove,1,5.26,1.1214
global,2,6.0,1.4846
leave,1,4.52,1.3285
countries,1,5.68,0.9781
struggling,1,2.72,1.2129
food,1,7.44,1.2149
figures,1,5.86,1.1782
western,1,6.1,1.359
citizen,2,5.92,1.3827
origin,1,5.63,1.1672
reveals,1,5.96,1.4702
arrests,1,2.72,1.5913
bbc,2,5.98,1.2534
link,1,5.78,1.1119
dozens,4,5.7,1.2817
station,1,5.16,0.7384
southern,2,5.64,1.6258
economy,1,4.38,1.6646
returned,1,5.18,1.4384
finding,1,5.8,1.2122
sign,1,5.66,1.2875
play,1,7.26,1.2257
injured,1,2.22,1.1119
local,1,5.46,1.3584
base,1,5.08,1.0467
closed,1,3.66,1.5986
major,1,5.76,1.4223
high,1,6.64,1.2081
rates,1,4.84,1.1493
male,1,6.02,1.3626
staff,1,5.36,0.8751
member,1,5.94,1.1141
payments,1,5.76,2.1434
sexual,1,6.2,1.4569
images,1,6.34,1.2224
document,2,5.4,1.2289
civilians,1,5.64,1.1386
blow,1,4.48,1.7407
johnson,2,5.4,1.3702
parliament,2,4.98,1.2856
dam,1,4.84,1.2349
collapse,1,2.9,1.4463
buildings,1,5.62,1.3981
just,1,5.76,1.6233
talks,2,5.82,1.207
join,1,6.22,1.5556
end,1,4.36,1.7351
progress,1,7.26,1.1572
cuban,1,5.54,1.5147
government,1,4.64,1.6383
responsible,1,5.8,1.6537
death,2,1.54,1.2811
erected,1,6.2,1.4846
offered,1,6.14,1.3999
betray,1,2.5,1.632
car,2,6.72,2.1
bombing,2,2.24,1.4786
prominent,2,6.26,1.1031
netherlands,1,5.98,1.3323
address,1,5.6,1.0498
dutch,1,5.62,1.1761
news,5,5.6,1.5518
second,2,5.38,1.1933
train,1,5.98,1.4913
days,1,5.76,1.2382
sides,1,5.04,1.1773
expected,1,5.74,1.1214
criticism,2,3.1,1.1473
team,2,6.26,1.4259
italian,1,6.48,1.6318
newspaper,1,6.32,1.3468
american,3,6.74,1.5228
offers,1,6.48,1.555
insight,1,6.24,1.5749
approach,1,5.94,1.1678
father,2,7.06,1.7427
convicted,2,3.2,1.7728
daughter,2,7.04,1.8066
drew,2,5.66,1.2224
egypt,2,6.26,1.1572
pentagon,2,5.02,1.6098
plan,1,6.14,1.2779
ship,1,5.96,1.2282
stories,1,6.62,1.5894
hopes,1,7.0,1.5518
health,1,7.22,1.2501
care,1,6.64,1.6507
services,1,5.86,1.578
doctors,1,5.54,1.6563
borders,1,4.96,1.5248
straight,1,6.06,1.0577
london,1,6.46,1.6315
police,1,4.58,1.8526
force,1,4.0,1.6903
racist,1,2.08,1.3529
careful,1,5.1,1.4033
line,1,4.98,1.2036
stream,1,6.42,1.4995
residents,1,5.66,1.2715
series,1,5.46,0.9304
elections,2,4.48,1.5285
south,1,6.16,1.6081
lost,1,2.76,1.3933
half,1,4.6,1.0102
camps,1,5.56,1.6801
soccer,2,6.44,1.5407
player,1,5.94,1.6214
christian,1,6.3,1.6444
points,1,6.04,1.4702
nearly,1,5.26,1.2423
deaths,1,1.64,1.1386
restrictions,1,3.32,0.957
issues,2,3.9,1.374
prisoners,2,2.44,1.4591
fought,2,3.1,1.3887
writes,1,6.02,1.3775
according,3,5.1,0.9949
secretary,1,5.42,1.3107
national,1,5.98,1.1516
accept,1,6.42,1.0708
loss,1,2.56,1.5005
polish,1,6.16,1.3903
right,1,6.54,1.2651
department,8,5.26,1.1031
congress,1,4.34,1.7567
approve,1,6.66,1.5986
order,1,5.22,1.2337
tank,1,4.44,1.6056
monday,1,4.3,1.8871
victories,1,7.58,1.7623
palestinian,3,4.62,1.6022
come,1,5.82,1.0039
authority,1,4.74,1.5884
open,1,6.1,1.359
role,1,5.68,0.8908
backs,2,5.34,1.4373
solution,1,6.84,1.3756
bloody,1,2.94,1.6953
create,1,6.82,1.1008
million,1,7.38,1.427
sale,1,6.58,1.6424
bomb,2,1.96,1.2771
equipment,1,5.86,0.9691
wants,1,5.38,1.3231
arab,1,4.5,1.594
does,1,5.22,1.2501
long,2,4.74,1.6637
thousands,1,6.14,1.0692
issued,1,4.88,1.1364
rare,1,6.02,1.7201
travel,2,7.18,1.4241
warning,1,3.34,1.423
television,1,6.66,1.5858
segment,1,5.46,1.4875
islamic,1,4.66,1.5201
northern,1,5.22,1.3293
regions,1,5.54,1.1104
said,1,5.38,0.901
visits,2,6.4,1.2936
trade,1,6.18,1.0039
help,1,6.08,1.4686
canada,2,5.98,1.5318
citizens,1,6.1,1.5152
visiting,1,6.6,1.2122
laws,1,5.08,1.4546
british,1,5.66,1.6977
columbia,1,5.44,1.473
emergency,5,3.06,1.7775
rage,1,2.56,1.514
challenges,1,5.74,1.4957
experts,1,6.28,1.4434
hard,1,4.1,1.3887
ward,1,4.84,1.1132
university,1,6.74,1.3822
graduated,1,7.22,1.2664
newest,1,6.5,1.5551
class,1,5.52,1.7756
australian,2,6.26,1.2257
hosting,1,5.9,1.3887
commonwealth,1,6.3,1.3132
games,1,7.32,1.2196
peaceful,1,7.5,1.0926
gold,1,7.56,1.1095
rush,1,4.12,1.3649
calls,1,5.42,1.0319
investigation,1,4.02,1.4776
visit,5,6.54,1.1988
rebellion,1,4.29,1.6833
ended,1,3.84,1.4479
raised,1,6.56,1.2316
fast,1,6.44,1.2316
protests,1,4.24,1.6358
arrested,1,1.64,1.0053
app,1,5.2,1.4286
declare,1,5.57,1.3472
affected,3,4.3,1.3887
desperate,1,3.12,1.6243
denied,1,2.54,1.1988
embassy,1,5.4,1.3401
employee,1,5.74,1.192
held,1,5.28,1.2784
release,1,6.1,1.233
photo,1,6.88,1.3944
speculation,1,5.06,1.4765
charles,3,5.22,1.3293
island,1,6.78,1.5425
nation,1,6.06,1.5039
break,1,5.04,1.8178
ethnic,1,5.84,1.3303
australia,1,6.4,1.5908
feels,1,5.5,1.7409
way,1,5.24,1.4223
watch,1,5.7,1.2495
suicide,1,1.3,0.8391
tactics,1,5.3,1.5811
charges,1,3.94,1.5308
reporter,1,5.16,1.3456
trapped,1,3.08,1.5232
announces,1,5.56,0.9723
king,2,6.18,1.5609
worked,1,5.44,1.58
invasion,1,3.42,2.0212
ban,1,2.66,1.3188
internet,1,7.48,1.313
blocked,1,3.64,1.4535
pursue,1,5.68,1.4769
vote,1,5.8,1.5779
controversy,1,3.68,1.7431
boeing,1,5.24,1.3637
jet,1,5.94,1.634
linked,1,5.46,1.4028
armed,1,3.84,1.8556
brings,1,5.8,1.1066
fears,1,2.68,1.2688
france,1,6.32,1.3768
cast,1,5.4,1.3702
political,1,4.12,1.5205
goes,1,5.26,1.1214
effect,1,5.16,1.0947
turkish,1,5.56,1.2149
provinces,2,5.8,1.3382
incident,1,4.02,1.3923
fragile,1,3.83,1.3262
relationship,1,7.04,1.293
corruption,1,2.14,1.3095
cases,1,4.82,0.919
involve,1,5.8,1.3382
atomic,1,4.61,1.789
impose,1,3.9,1.1294
sanctions,1,3.86,1.7844
