word,count,happs_score,stddev
town,2,5.88,1.5338
cheer,1,7.46,1.6807
inspired,1,7.36,1.1021
orleans,1,5.34,1.2554
push,3,4.44,1.473
visits,1,6.4,1.2936
pole,1,5.5,1.1995
meet,2,6.38,1.2599
sunday,1,7.28,1.9171
discuss,9,5.96,1.2282
peace,2,7.86,1.3403
plan,2,6.14,1.2779
british,3,5.66,1.6977
discussed,2,5.56,1.4591
world,3,6.52,1.6567
leaders,4,5.88,1.3192
worried,1,2.42,1.1796
gather,1,5.94,1.0768
ways,2,5.3,1.165
fight,2,2.7,1.7409
despite,1,4.48,1.3438
security,4,6.1,1.632
cabinet,1,5.68,1.1328
rare,1,6.02,1.7201
survivors,1,6.66,1.3342
urge,1,5.18,1.3045
sex,1,7.44,1.6801
abuse,1,1.88,1.2395
crisis,1,2.48,1.6689
pilots,1,5.8,1.4286
land,2,6.18,1.3354
deadly,5,2.9,1.8171
air,4,6.8,1.6537
crash,4,2.6,1.3702
power,3,6.68,1.4907
plants,1,7.1,1.2976
questions,1,5.0,1.0498
france,2,6.32,1.3768
open,1,6.1,1.359
discussing,1,5.76,1.7209
extension,1,5.52,1.1822
reports,4,5.0,1.5119
progress,1,7.26,1.1572
talks,1,5.82,1.207
reporting,7,5.12,1.1718
sovereignty,1,5.88,1.7516
bear,1,5.86,1.8518
capital,3,5.92,1.2428
report,26,4.76,1.3334
raises,1,6.66,1.6239
concerns,1,4.06,1.5572
fresh,1,7.26,1.3219
border,1,4.9,1.488
driving,1,6.18,1.6499
hunger,1,3.37,1.9968
races,1,5.72,1.3099
supplies,1,6.04,1.3991
reported,5,5.12,1.2558
ruined,1,2.54,1.6189
mercedes,1,6.51,1.9485
drop,1,4.3,1.1995
profit,1,7.66,1.239
forecast,1,5.92,1.122
abandoned,1,2.54,1.3734
facebook,1,6.08,1.9361
officials,3,4.76,1.3637
fled,1,3.98,1.1692
data,2,5.7,1.0738
photos,1,6.94,1.1678
stolen,1,2.5,1.3887
chain,1,5.16,1.5301
israeli,2,4.82,1.746
kills,2,1.78,1.2337
local,1,5.46,1.3584
major,1,5.76,1.4223
europe,1,6.4,1.7613
delays,1,3.44,1.1457
group,2,5.92,1.2095
read,1,6.52,1.581
action,1,5.98,1.4213
authorities,1,4.38,1.1586
point,1,5.42,0.9055
cable,1,5.64,1.5221
risks,1,3.78,1.7646
silent,1,5.12,1.5471
faced,1,5.24,1.2382
english,1,6.58,1.4859
class,1,5.52,1.7756
spent,1,4.76,1.546
million,1,7.38,1.427
journalists,1,5.2,1.5119
powerful,1,7.08,1.5365
aide,1,5.56,1.4165
trip,1,7.0,1.5518
helped,1,7.28,1.2943
cover,1,5.32,1.2688
lead,1,6.28,1.4574
korea,1,5.34,1.3793
pulls,1,5.46,1.1466
plane,2,6.3,1.632
families,2,7.54,1.2811
brings,1,5.8,1.1066
fuel,1,5.4,1.178
cut,1,3.42,1.295
people,2,6.16,1.5826
died,1,1.56,1.198
suicide,1,1.3,0.8391
amid,2,5.08,1.14
post,1,5.48,1.0925
office,1,5.12,1.6243
attack,3,2.42,1.4299
prison,2,2.06,1.4765
iranian,2,4.22,1.148
state,53,5.28,0.9697
media,5,5.62,1.8058
nearly,1,5.26,1.2423
needles,1,4.04,1.9891
french,1,5.96,1.5381
music,1,8.02,1.1156
festival,1,7.7,1.0738
north,1,5.52,1.2162
lawyers,1,4.26,1.8715
release,1,6.1,1.233
real,1,6.78,1.2002
financial,1,5.42,1.7853
wind,1,5.8,1.6036
rape,1,1.44,0.7866
increased,1,6.38,1.4693
tourists,1,6.08,1.5097
laws,2,5.08,1.4546
fit,1,6.22,1.5158
social,1,6.22,1.0359
fast,1,6.44,1.2316
flipped,1,4.82,1.3354
finds,2,5.94,1.2521
remove,1,3.7,1.1995
team,1,6.26,1.4259
assault,1,2.56,1.6557
civilians,1,5.64,1.1386
forces,2,4.18,1.5868
agency,1,5.26,0.9216
puts,2,5.1,0.6468
blame,1,2.82,1.5345
dead,2,2.0,1.3248
rail,1,5.3,1.1112
station,1,5.16,0.7384
closed,1,3.66,1.5986
case,1,5.02,1.3013
teen,1,5.92,1.9361
left,1,4.64,1.4394
canada,4,5.98,1.5318
vulnerable,1,3.34,1.5066
foreign,1,5.68,1.6956
cast,1,5.4,1.3702
shadow,1,4.92,1.4405
elections,1,4.48,1.5285
country,2,6.28,1.7148
australian,1,6.26,1.2257
passes,1,5.44,1.4868
gun,1,2.82,1.4097
reminder,1,5.54,1.3433
islamic,9,4.66,1.5201
inspire,1,7.12,1.4797
attacks,2,2.46,1.4598
sydney,1,5.68,1.463
camps,1,5.56,1.6801
pose,1,5.72,1.1924
dangerous,1,2.44,1.4591
problem,1,2.98,1.4068
poor,1,2.32,1.2848
leo,1,5.86,1.4848
calls,1,5.42,1.0319
solution,1,6.84,1.3756
mideast,1,4.82,1.5609
conflict,2,3.1,1.5286
coalition,1,5.46,1.4172
criticized,1,3.02,1.5713
rolls,1,5.56,1.3118
join,1,6.22,1.5556
explosion,1,2.94,1.596
sells,1,5.62,1.3231
dream,1,7.1,1.9614
county,1,5.3,1.0546
emergency,1,3.06,1.7775
immigration,1,5.2,1.3553
starting,1,6.5,1.0546
cracks,1,4.0,1.3553
days,1,5.76,1.2382
visit,7,6.54,1.1988
palestinian,14,4.62,1.6022
recognition,3,6.54,1.1817
recognize,6,6.08,1.4119
challenge,1,5.78,1.7177
palestinians,1,4.5,1.1995
hope,1,7.38,1.3076
remain,1,5.52,1.1471
just,1,5.76,1.6233
remote,1,5.48,1.729
saying,1,5.6,0.8571
time,1,5.74,1.209
mean,1,3.68,1.9213
attended,1,5.54,1.1104
dinner,3,7.4,1.1429
castle,1,6.34,1.7096
features,1,5.96,1.2115
menu,2,6.2,1.2936
ghost,1,3.64,2.0777
jeffrey,1,5.46,1.0539
hangs,1,3.76,1.6774
little,1,4.6,1.3401
political,1,4.12,1.5205
royal,4,5.82,1.6374
family,1,7.72,1.3099
staff,1,5.36,0.8751
prepare,1,5.66,1.4792
ready,1,6.58,1.1622
try,1,6.02,0.9366
quiz,1,5.3,1.488
2nd,1,4.88,1.5471
agenda,1,4.94,1.0184
zero,1,3.44,1.6433
scenes,1,5.9,1.2164
ashes,1,4.47,1.959
leaves,1,5.62,1.7944
america,1,6.76,1.5194
brief,1,5.5,1.2817
retreat,1,5.18,1.9659
second,1,5.38,1.1933
held,1,5.28,1.2784
baby,1,7.28,1.8521
took,1,4.76,1.0214
plans,1,6.2,1.0102
biggest,1,6.0,1.3248
operation,1,3.72,1.6041
joining,1,6.2,1.1066
pressure,1,3.66,1.5467
blow,1,4.48,1.7407
faded,1,4.34,1.3188
hopes,1,7.0,1.5518
european,1,5.94,1.1678
moves,1,5.68,0.957
arab,1,4.5,1.594
states,1,5.64,1.2578
way,1,5.24,1.4223
general,1,5.32,1.1328
assembly,1,5.6,1.088
vietnam,1,4.42,1.9804
tourist,1,6.18,1.4241
boat,1,6.08,1.4824
king,1,6.18,1.5609
charles,1,5.22,1.3293
iii,1,4.96,1.0683
host,1,6.06,1.3614
september,1,6.34,1.4086
kiss,1,7.64,1.7585
carriage,1,6.02,1.2289
lunch,1,7.42,1.0897
sweep,1,5.16,1.4194
coast,1,6.44,1.3874
fragile,1,3.83,1.3262
holds,1,5.4,1.069
funeral,1,2.1,1.5551
scientists,1,6.34,1.4654
working,1,5.56,1.7631
americans,1,6.5,1.6933
live,1,6.84,1.5167
muslim,1,4.64,1.6995
nations,1,6.0,1.5518
ending,1,4.02,1.4213
turkish,1,5.56,1.2149
offers,1,6.48,1.555
chance,1,6.44,1.4165
stick,1,5.08,0.9864
china,1,5.4,1.7023
strength,1,7.4,1.1606
order,1,5.22,1.2337
freedom,1,7.9,1.4178
senior,1,5.64,1.2081
joint,1,5.18,1.6374
iraq,1,3.9,1.6568
talk,1,6.06,1.0577
came,1,5.42,1.4155
seen,1,5.4,1.1952
public,1,5.18,1.3656
serbian,1,4.7,1.3286
shift,1,5.26,1.0461
tune,1,6.18,1.4241
coverage,1,5.66,1.3188
huge,1,6.14,1.7025
testing,1,4.9,1.4033
failed,1,1.84,0.9971
today,1,6.22,1.4469
