word,count,happs_score,stddev
claims,64,4.72,1.4434
major,1,5.76,1.4223
iraqi,7,3.96,1.3991
forces,3,4.18,1.5868
lay,1,5.58,1.2792
extreme,1,5.12,1.686
cold,2,4.22,1.7761
weather,2,5.88,1.5205
hundreds,4,5.96,1.6655
lives,2,6.22,1.148
navy,2,5.58,1.5131
beating,1,2.56,1.8969
death,4,1.54,1.2811
talks,4,5.82,1.207
seized,1,3.44,1.4591
claim,21,5.18,1.4941
deadly,10,2.9,1.8171
attack,18,2.42,1.4299
market,1,6.28,1.6041
pakistan,2,3.94,1.1502
kim,1,5.22,1.5817
north,6,5.52,1.2162
korea,8,5.34,1.3793
hydrogen,1,5.63,1.3798
bomb,3,1.96,1.2771
draws,2,6.18,1.32
responsibility,17,5.72,1.6542
baghdad,3,3.62,1.9048
iran,8,4.3,1.632
missile,1,3.24,1.8905
test,2,4.06,1.4057
opposition,1,3.48,1.2329
rare,2,6.02,1.7201
legislative,1,4.7,1.5419
majority,1,5.9,1.1112
cuba,7,4.98,1.4497
discuss,17,5.96,1.2282
property,3,5.86,1.5651
authorities,1,4.38,1.1586
groups,1,5.66,1.3032
history,3,5.84,1.5032
calling,1,5.74,1.2586
paris,3,6.86,1.6661
attacks,6,2.46,1.4598
corruption,3,2.14,1.3095
chip,2,5.42,1.0515
away,1,4.22,1.2664
trust,1,7.22,1.2337
sports,1,6.06,2.2352
killed,9,1.56,1.2316
dozens,3,5.7,1.2817
independence,1,7.28,1.5913
south,11,6.16,1.6081
china,19,5.4,1.7023
sea,3,6.94,1.2843
islands,1,6.58,1.9493
struck,1,3.5,1.4033
police,13,4.58,1.8526
publishers,2,5.68,1.2196
camp,4,6.26,1.5361
challenging,2,6.1,1.5419
chinese,17,5.64,1.4813
sends,2,5.92,0.9223
near,1,5.72,1.6041
artificial,1,3.9,1.5682
island,1,6.78,1.5425
chain,1,5.16,1.5301
fraud,1,2.3,1.1824
delay,1,3.38,1.3231
elections,1,4.48,1.5285
cities,2,5.58,1.4995
saudi,4,4.58,1.4299
prayer,1,6.48,2.2061
new,14,6.82,1.1373
branch,2,5.52,1.1471
canada,2,5.98,1.5318
stephen,1,5.54,1.1817
office,2,5.12,1.6243
russia,4,5.5,1.374
missiles,1,2.82,1.5868
aimed,1,5.52,1.581
hit,2,4.58,1.808
bbc,1,5.98,1.2534
doubt,2,3.16,1.2675
british,6,5.66,1.6977
ring,1,6.32,1.6835
car,3,6.72,2.1
bombing,4,2.24,1.4786
presidential,1,5.94,1.5174
palace,1,6.68,1.6468
claimed,2,5.4,1.178
holding,1,5.64,1.1205
details,5,5.74,1.2257
sexual,4,6.2,1.4569
abuse,11,1.88,1.2395
troops,3,5.16,2.0639
kills,3,1.78,1.2337
edward,2,5.26,1.2423
case,4,5.02,1.3013
debate,2,4.94,1.5174
validity,1,6.08,1.1578
sex,5,7.44,1.6801
stakes,1,4.78,0.9538
review,1,5.32,1.019
relations,1,6.3,1.6067
issue,4,4.48,1.4032
egyptian,6,5.78,1.5556
affiliate,3,5.68,1.2526
islamic,44,4.66,1.5201
state,96,5.28,0.9697
egypt,3,6.26,1.1572
destruction,2,2.26,1.5093
naval,1,5.48,1.2493
vessel,1,5.78,1.2461
blast,3,4.22,2.1217
italian,1,6.48,1.6318
worried,1,2.42,1.1796
greek,2,6.08,1.2591
line,1,4.98,1.2036
just,1,5.76,1.6233
canadian,3,5.84,1.8556
senator,1,4.58,1.4299
affair,2,4.02,1.8349
bombs,3,2.86,2.2679
counter,1,5.44,1.1808
news,5,5.6,1.5518
progress,4,7.26,1.1572
chemical,3,4.18,1.3952
arms,1,5.38,0.9875
germany,2,5.94,1.5703
drops,2,4.96,1.5513
inquiry,6,4.66,1.3793
phone,2,6.44,1.4309
hotels,1,6.26,1.482
sides,1,5.04,1.1773
victory,1,7.98,1.0784
flee,1,3.54,1.0907
hospital,1,3.5,1.6194
built,1,6.24,1.1877
small,1,4.52,1.3589
nuclear,2,3.28,1.7847
torture,1,1.58,1.0515
truth,1,7.42,1.401
commission,1,5.76,1.6483
stands,1,5.28,0.8816
kerry,3,5.06,1.1851
expected,2,5.74,1.1214
bring,1,5.3,0.9949
visit,5,6.54,1.1988
blogger,1,5.46,1.1287
sweden,1,6.28,1.5124
blocked,1,3.64,1.4535
saved,1,6.88,1.507
life,2,7.32,1.6956
general,2,5.32,1.1328
president,5,5.86,2.1094
official,5,5.38,1.028
republican,1,4.42,1.9176
great,1,7.88,1.2061
war,9,1.8,1.4142
killing,3,1.7,1.359
premier,1,6.2,1.0498
took,1,4.76,1.0214
illegal,1,2.86,1.3704
cash,1,7.42,1.6671
gift,1,7.72,1.3407
witnesses,1,4.78,1.4609
indian,4,6.26,1.7706
dispute,1,3.54,1.7286
florida,1,6.7,1.6568
ties,6,5.24,1.4507
findings,2,5.52,1.4741
bones,1,5.18,1.7343
group,11,5.92,1.2095
linked,5,5.46,1.4028
arrested,4,1.64,1.0053
museum,1,6.68,1.463
reports,47,5.0,1.5119
act,2,6.0,1.2936
iraq,6,3.9,1.6568
gains,3,6.82,1.4803
capital,1,5.92,1.2428
maker,1,5.82,1.0437
investigate,4,5.1,1.2976
spy,1,4.24,1.7677
agencies,1,4.92,1.3377
terrorist,1,1.3,0.9091
return,1,5.2,1.4708
suit,1,5.3,1.5811
spotlight,1,6.35,1.3401
israeli,4,4.82,1.746
embassy,1,5.4,1.3401
fox,3,5.46,1.7168
false,3,3.18,1.3506
areas,1,5.34,1.0224
england,1,6.28,1.5258
france,1,6.32,1.3768
rebels,1,4.24,1.5059
control,1,5.38,1.4831
airport,1,5.88,1.8477
role,4,5.68,0.8908
christians,5,6.02,2.0151
twitter,1,5.46,1.9082
muslims,1,4.3,1.3887
bitter,1,3.0,1.2454
gaza,5,4.44,1.3874
suicide,3,1.3,0.8391
station,1,5.16,0.7384
rape,1,1.44,0.7866
echoes,1,5.94,1.3135
tourists,1,6.08,1.5097
prey,1,4.18,1.9968
obama,5,5.94,2.161
difficulty,1,3.38,1.2271
terrorism,3,1.48,0.9089
conference,1,5.26,1.1572
informal,2,5.98,1.4497
conversation,1,6.24,1.4507
makes,1,5.56,1.248
trip,1,7.0,1.5518
moscow,4,5.06,1.4201
pope,2,5.6,1.5649
johnson,1,5.4,1.3702
threats,1,2.88,1.7687
peace,1,7.86,1.3403
set,2,5.58,1.1968
rights,5,6.48,1.555
issues,3,3.9,1.374
minister,3,5.18,1.4097
greece,1,5.76,1.6107
security,2,6.1,1.632
meeting,2,5.46,1.3433
threat,3,2.36,1.3056
afghanistan,3,3.56,1.7861
legacy,1,5.9,1.6067
meet,4,6.38,1.2599
prime,1,6.46,1.2811
advance,1,6.58,1.3262
americans,2,6.5,1.6933
leader,5,6.38,1.3384
head,1,5.96,1.0683
economy,1,4.38,1.6646
disaster,1,1.96,1.428
response,1,5.68,1.2688
scientists,1,6.34,1.4654
religious,1,5.46,2.0123
leaders,4,5.88,1.3192
climate,4,5.8,1.4286
change,3,5.56,1.3426
missing,3,2.98,1.3775
journalist,5,5.54,1.3584
nations,3,6.0,1.5518
flies,1,3.6,1.6782
arabia,1,5.4,1.6413
diplomatic,1,5.82,1.6374
members,1,5.66,1.2224
trade,2,6.18,1.0039
amid,2,5.08,1.14
terror,2,1.76,1.0012
alert,1,5.28,1.8075
murder,1,1.48,1.015
rate,1,5.34,1.2224
year,1,5.38,1.3536
report,78,4.76,1.3334
says,29,5.28,1.1959
powerful,1,7.08,1.5365
rebel,1,4.38,1.6022
reported,29,5.12,1.2558
wants,1,5.38,1.3231
immediately,1,5.66,1.1359
hits,2,4.98,2.1899
southern,3,5.64,1.6258
sending,1,5.8,0.9258
handling,1,5.28,1.0887
child,3,7.24,1.5592
allegations,1,3.84,1.4479
guide,1,6.1,1.165
soldiers,3,5.38,1.6399
suspect,2,3.14,1.3095
spoke,1,5.8,0.9035
say,9,5.54,0.9941
battle,4,2.98,1.7319
indians,1,6.3,1.6933
spread,1,5.48,1.1292
businessman,1,5.42,1.3864
dies,2,2.08,1.5628
health,6,7.22,1.2501
media,3,5.62,1.8058
abroad,1,6.96,1.2282
reporting,5,5.12,1.1718
california,1,6.08,1.5097
shooting,1,2.52,1.7407
status,1,5.62,1.1761
unity,1,6.92,1.7478
economic,1,5.36,1.6874
adds,2,5.5,0.953
commander,1,5.26,1.5093
strike,3,3.96,1.3547
kill,2,1.56,1.0529
prominent,1,6.26,1.1031
iranian,4,4.22,1.148
mass,1,5.44,1.1095
grave,1,2.56,1.8534
army,3,4.48,2.0126
lawyers,1,4.26,1.8715
face,1,6.12,1.1718
burns,1,2.78,1.4469
coal,1,4.96,1.7138
delayed,1,3.24,1.1877
summer,1,6.4,2.3905
turkish,3,5.56,1.2149
journalists,2,5.2,1.5119
offices,1,5.0,1.4428
aim,1,5.86,1.1068
meat,1,6.2,2.1381
industry,1,5.38,1.3076
cancer,1,1.54,1.073
risks,1,3.78,1.7646
billion,1,7.56,1.6679
protests,2,4.24,1.6358
violence,1,1.86,1.05
jason,2,5.12,1.3192
prisoner,2,2.86,1.8518
exchange,2,5.68,1.1683
cases,7,4.82,0.919
past,2,4.62,1.6022
agency,4,5.26,0.9216
press,3,5.36,1.2249
far,1,4.38,1.817
homes,1,6.62,1.2436
plan,1,6.14,1.2779
called,3,5.6,1.1066
donations,1,6.56,1.3118
refugees,1,3.06,1.6587
american,1,6.74,1.5228
finds,8,5.94,1.2521
women,2,7.12,1.4658
hope,1,7.38,1.3076
students,1,6.28,1.8299
mexico,1,5.84,1.7186
force,1,4.0,1.6903
toll,2,4.06,1.0956
banned,1,2.88,1.2879
used,2,4.6,1.4846
dead,1,2.0,1.3248
strikes,2,4.02,1.3626
flow,1,5.44,1.5928
foreign,3,5.68,1.6956
weapons,1,2.4,1.6903
using,1,5.0,1.0498
poison,1,1.94,1.1502
gas,1,4.76,1.6483
wall,1,4.98,0.9581
street,2,5.44,0.8369
journal,1,5.7,1.3132
reporter,1,5.16,1.3456
political,1,4.12,1.5205
connections,1,6.31,1.2111
jewish,1,5.72,1.0506
paper,2,5.8,1.1952
sees,1,5.76,1.4078
plot,1,5.26,1.3822
destroy,1,2.52,1.8097
israel,3,4.78,1.7296
fall,1,4.04,1.9687
voice,2,5.76,1.0606
experimental,1,5.84,1.4479
tested,1,5.16,1.1132
shows,3,6.08,1.0467
led,2,5.48,1.1292
charges,3,3.94,1.5308
human,2,6.26,1.6389
crimes,4,2.14,1.3704
ahead,2,6.08,1.3679
rome,1,6.98,1.4213
factory,1,5.08,1.4961
global,1,6.0,1.4846
poverty,1,1.98,1.1156
making,1,6.24,1.1877
big,1,6.22,1.5022
pilot,2,6.0,1.069
acknowledged,1,6.1,1.4321
cutting,1,4.08,1.3974
wrong,1,3.14,0.9691
crash,3,2.6,1.3702
hong,2,4.86,0.9691
kong,2,5.44,1.1808
democracy,1,6.36,1.7233
rough,1,3.54,1.4458
bad,1,2.64,1.4675
annual,1,5.28,1.0506
ethnic,1,5.84,1.3303
region,2,5.14,1.143
describes,2,5.76,1.0797
trends,1,5.94,1.2843
children,3,7.12,1.3498
evidence,1,5.64,1.2578
palestinian,5,4.62,1.6022
lets,2,5.58,1.012
fingers,1,5.58,1.1445
talking,1,6.46,1.2324
houses,1,6.16,1.6333
parliament,1,4.98,1.2856
quick,1,6.02,1.6349
fix,1,6.28,1.5258
ministry,1,5.58,1.8526
defending,1,5.22,1.5022
conduct,1,5.14,1.325
million,2,7.38,1.427
lack,1,3.16,1.2835
