pub_date,headline,happs_score
2022-12-20,A $40 million Ukrainian claim against FIFA shows how even soccer is feeling the strain of war.,5.2700000000000005
2022-12-09,The Kremlin plays down Putin’s claim of territorial gains in Ukraine.,5.3999999999999995
2022-11-18,Residue of explosives at the Nord Stream site backs European claims of sabotage.,5.277777777777778
2022-11-10,Brazil Counted All Its Votes in Hours. It Still Faces Fraud Claims.,5.279999999999999
2022-11-03,The U.N.’s nuclear watchdog finds no evidence for Russia’s claim that Ukraine is readying a ‘dirty bomb.’,4.9079999999999995
2022-11-01,The U.N.’s nuclear agency is investigating ‘dirty bomb’ claims at Ukraine’s request.,4.737142857142857
2022-10-31,Right-wing voices in the United States claim Lula’s victory in Brazil was fraudulent.,5.836
2022-10-26,"A Chinese cybergroup helped spread false claims about the Nord Stream blasts, a cybersecurity firm says.",5.332727272727274
2022-10-24,The State Dept. warns that ‘dirty bomb’ claims could be a pretext for Russian escalation.,5.2333333333333325
2022-10-20,"Ukraine claims Russians are withdrawing from Enerhodar, but the status of the southern city remains unclear.",5.069999999999999
2022-10-18,German Cyber Chief Removed Over Claims of Ties to Russia,5.132
2022-10-15,Doubts Over Indigenous Identity in Academia Spark ‘Pretendian’ Claims,5.096666666666667
2022-10-06,U.N.’s nuclear agency does not recognize Russia’s claim to the Zaporizhzhia nuclear plant.,4.680000000000001
2022-10-04,North Korea supports Russia’s illegal claim to Ukrainian land.,5.016666666666667
2022-10-02,Putin’s claims to Donetsk are news to the residents of newly liberated Lyman.,5.279999999999999
2022-09-29,Vatican Disciplined Nobel Laureate Bishop Over Child Abuse Claims,4.792
2022-09-25,"At a Meloni vigil, red peppers and silence precede a claim of victory.",5.177499999999999
2022-09-22,North Korea Denies U.S. Claims of Arms Sales to Russia,5.2725
2022-09-19,Ukraine’s military claims it has crossed a river that Russia marked as a defensive line.,5.087692307692308
2022-09-12,Ukraine also claims progress in the south and redoubles calls for Russians to surrender.,5.461818181818182
2022-09-06,"Israel Recalls Morocco Envoy After Misconduct Claims, Unsettling New Ties",5.48
2022-09-04,Russia has called a forum to air unsupported claims of U.S. bioweapons labs.,5.433333333333334
2022-08-30,Ukraine claims to have broken through Russian defenses at multiple points in the Kherson region.,5.163636363636363
2022-08-18,Estonia says it repelled a major cyberattack claimed by Russian hackers.,5.314285714285715
2022-08-04,A ship that Ukraine claims is carrying stolen grain has been allowed to depart Lebanon.,5.066666666666666
2022-07-29,Lebanon says it is investigating Ukraine’s claim that a docked ship contains plundered grain.,5.197000000000001
2022-07-20,Russia orders search engines to put a disclaimer on Wikipedia results it claims are ‘fakes.’,5.163636363636363
2022-07-08,High Court Sides With Prince Harry in Libel Claim,5.4425
2022-07-02,How the Russian Media Spread False Claims About Ukrainian Nazis,4.9175
2022-06-14,"Ukrainian forces claim gains in the south, bringing them to within 12 miles of occupied Kherson.",5.2683333333333335
2022-06-11,Biden’s claim that Zelensky ‘didn’t want to hear’ warnings about an invasion hits a nerve in Ukraine.,4.9781818181818185
2022-05-30,North Korea reports an increase in cases despite its claim to have the virus under control.,4.977333333333333
2022-05-23,North Korea claims a ‘positive trend’ in battling the virus.,5.216666666666667
2022-05-20,Pro-Russia hackers claim responsibility for an attack on Italian websites.,5.06
2022-05-11,"Ukraine claims gains against Moscow’s forces in Kharkiv, near the Russian border.",5.104999999999999
2022-05-10,"Russia claims advances in the east, amid clashes over a highway described as the ‘road of life.’",5.252307692307692
2022-05-08,Germany’s chancellor denounces Putin’s claims that he is fighting ‘Nazis.’,4.699999999999999
