word,count,happs_score,stddev
iran,2,4.3,1.632
claims,24,4.72,1.4434
arrests,1,2.72,1.5913
killing,1,1.7,1.359
nuclear,2,3.28,1.7847
scientist,4,6.18,1.2887
rights,1,6.48,1.555
best,1,7.18,1.6866
regulators,1,4.88,1.5205
officials,10,4.76,1.3637
beg,1,3.08,1.336
china,12,5.4,1.7023
laying,1,5.14,1.0104
claim,7,5.18,1.4941
south,6,6.16,1.6081
think,1,6.2,1.2936
victory,3,7.98,1.0784
conflict,1,3.1,1.5286
capital,1,5.92,1.2428
role,2,5.68,0.8908
strictly,2,4.35,1.7625
despite,3,4.48,1.3438
unemployment,8,2.12,1.0029
jumped,1,5.56,1.3426
week,1,5.08,1.4546
virus,18,2.08,1.3377
cases,19,4.82,0.919
new,37,6.82,1.1373
state,65,5.28,0.9697
insurance,2,5.24,1.9646
filed,4,4.84,1.1314
bbc,1,5.98,1.2534
orders,2,4.24,1.4786
inquiry,1,4.66,1.3793
diana,1,5.76,1.3933
interview,1,5.06,1.2843
princess,1,7.08,1.5758
capture,1,4.18,1.6986
key,1,5.82,1.0631
town,1,5.88,1.5338
fell,2,3.22,1.4748
prisoners,2,2.44,1.4591
escape,1,5.64,2.0777
jail,1,1.76,1.0214
attack,1,2.42,1.4299
claimed,2,5.4,1.178
nearly,4,5.26,1.2423
people,2,6.16,1.5826
takes,1,5.04,1.1421
issue,1,4.48,1.4032
trump,14,5.3,1.7053
unable,1,3.1,0.8391
spread,2,5.48,1.1292
twitter,1,5.46,1.9082
post,1,5.48,1.0925
remain,1,5.52,1.1471
little,1,4.6,1.3401
relief,2,6.86,1.6037
far,1,4.38,1.817
experts,1,6.28,1.4434
leader,3,6.38,1.3384
crush,1,5.12,1.7454
protests,3,4.24,1.6358
election,2,5.18,1.3506
win,1,8.12,1.0812
says,16,5.28,1.1959
sea,1,6.94,1.2843
illegal,1,2.86,1.3704
tells,2,5.32,1.2688
governors,1,4.76,1.546
repeat,1,5.14,1.2456
world,2,6.52,1.6567
war,4,1.8,1.4142
witnesses,1,4.78,1.4609
americans,2,6.5,1.6933
captured,1,3.22,1.6073
failed,1,1.84,0.9971
invasion,1,3.42,2.0212
stopped,1,3.86,1.2291
armed,1,3.84,1.8556
afghanistan,1,3.56,1.7861
investigating,1,4.84,1.1669
killed,7,1.56,1.2316
iranian,1,4.22,1.148
guards,1,4.3,1.7173
north,1,5.52,1.2162
korea,4,5.34,1.3793
fishing,1,6.18,1.826
riches,1,7.39,1.6685
named,1,5.58,0.8593
opponent,1,3.9,1.5419
deal,1,6.32,1.0774
security,4,6.1,1.632
forces,2,4.18,1.5868
directed,1,5.46,1.073
florida,2,6.7,1.6568
naval,1,5.48,1.2493
base,1,5.08,1.0467
shooting,1,2.52,1.7407
protesters,2,3.8,1.6903
israel,2,4.78,1.7296
sovereignty,1,5.88,1.7516
west,1,5.68,1.3468
bank,1,5.92,1.6268
bomb,1,1.96,1.2771
blast,1,4.22,2.1217
kills,2,1.78,1.2337
pakistan,2,3.94,1.1502
used,1,4.6,1.4846
control,2,5.38,1.4831
national,2,5.98,1.1516
grip,2,5.47,1.7091
power,3,6.68,1.4907
long,1,4.74,1.6637
avoided,1,3.98,1.5185
discussing,2,5.76,1.7209
mental,1,4.8,1.8183
changed,1,5.06,1.0956
advisory,1,4.8,1.1952
group,1,5.92,1.2095
discussed,2,5.56,1.4591
leaders,2,5.88,1.3192
meet,1,6.38,1.2599
discuss,4,5.96,1.2282
rescue,1,6.62,1.6646
ahead,1,6.08,1.3679
pilots,1,5.8,1.4286
say,4,5.54,0.9941
race,1,5.76,1.4365
abroad,1,6.96,1.2282
economic,1,5.36,1.6874
italy,3,6.18,1.4665
stocks,1,5.36,1.2898
oil,2,4.88,1.6368
prices,1,4.38,1.6022
white,2,6.28,1.5391
house,2,6.34,1.6239
middle,1,5.34,0.7174
east,1,5.82,1.2887
peace,1,7.86,1.3403
plan,1,6.14,1.2779
troops,2,5.16,2.0639
request,1,5.34,1.2224
chinese,6,5.64,1.4813
citizen,1,5.92,1.3827
journalist,2,5.54,1.3584
sentenced,2,3.7,1.6568
years,2,5.28,1.4714
reporting,8,5.12,1.1718
france,5,6.32,1.3768
japan,2,6.0,1.3093
