word,count,happs_score,stddev
report,43,4.76,1.3334
prompted,1,5.54,1.0343
doctor,1,5.34,1.6239
boston,1,5.76,1.4923
reported,15,5.12,1.2558
suffering,1,2.22,1.7058
severe,1,3.16,1.7186
police,4,4.58,1.8526
officers,2,4.98,1.672
domestic,1,5.46,1.6563
abuse,2,1.88,1.2395
number,2,5.3,0.9313
journalists,2,5.2,1.5119
single,1,5.12,1.5205
enters,1,6.1,1.2817
russian,3,5.52,1.7052
near,1,5.72,1.6041
surrounds,1,5.72,1.3856
college,2,6.94,1.4201
australia,3,6.4,1.5908
december,1,6.34,1.8473
official,6,5.38,1.028
ordered,1,4.96,1.428
destroy,1,2.52,1.8097
email,1,6.88,1.3192
showing,1,5.84,0.8418
global,1,6.0,1.4846
economy,1,4.38,1.6646
suffer,1,2.08,1.3827
access,2,5.88,1.2558
nato,1,4.92,1.7004
needs,1,4.98,1.5185
quickly,2,5.82,1.4525
stay,1,5.56,1.1634
relevant,1,6.49,1.0433
infections,5,2.59,1.914
shoot,2,3.46,1.6686
past,3,4.62,1.6022
thanksgiving,2,7.4,1.4142
holiday,2,7.68,1.3005
reports,24,5.0,1.5119
biggest,1,6.0,1.3248
jump,1,5.48,1.7407
maker,1,5.82,1.0437
positive,2,7.8,1.2454
results,3,5.9,1.374
based,1,5.26,0.7508
israeli,1,4.82,1.746
met,2,5.82,0.919
saudi,1,4.58,1.4299
crown,1,6.62,1.4693
deny,2,3.44,1.3874
progress,2,7.26,1.1572
children,2,7.12,1.3498
miss,1,3.64,1.6258
million,4,7.38,1.427
cast,1,5.4,1.3702
john,2,5.08,1.1578
paul,2,5.44,1.2149
light,1,6.4,1.5119
fear,1,2.32,1.3005
montreal,1,5.82,1.2567
threat,1,2.36,1.3056
powerful,1,7.08,1.5365
aide,2,5.56,1.4165
places,1,6.14,1.1608
blame,1,2.82,1.5345
record,6,5.78,1.4039
areas,1,5.34,1.0224
staten,1,5.16,1.2513
island,1,6.78,1.5425
concerning,1,4.24,1.6898
rise,1,6.36,1.5618
mayor,1,5.26,1.3063
british,2,5.66,1.6977
media,5,5.62,1.8058
prince,1,6.44,1.3426
william,1,5.46,1.0539
time,3,5.74,1.209
shows,1,6.08,1.0467
case,2,5.02,1.3013
saddam,1,2.48,1.568
hussein,1,3.62,1.8724
dead,3,2.0,1.3248
school,2,6.26,1.8824
retreat,1,5.18,1.9659
wisconsin,3,5.56,1.4165
summer,1,6.4,2.3905
tested,2,5.16,1.1132
service,1,6.0,1.1606
cuts,1,3.64,1.3962
cost,1,4.1,1.4033
york,7,5.62,1.1761
metropolitan,1,6.3,1.6812
area,1,5.44,0.8843
jobs,1,6.32,1.7431
administration,1,4.84,1.5696
ending,1,4.02,1.4213
numbers,1,6.04,1.1421
daily,2,5.4,1.0302
including,1,5.96,0.9026
ohio,3,5.22,1.4184
percent,2,5.34,0.9172
total,1,5.78,0.9538
start,1,6.1,1.5419
dozen,1,5.46,1.1104
stimulus,2,5.68,1.8232
early,2,5.66,1.239
success,1,7.86,1.6414
controlling,1,4.42,2.0513
convicted,2,3.2,1.7728
poison,1,1.94,1.1502
reach,1,5.74,1.3969
violations,1,2.86,1.4287
file,1,5.22,1.2664
paso,1,4.98,1.1865
timeline,1,5.54,1.1287
statements,1,5.46,0.9733
reveals,1,5.96,1.4702
infection,1,2.84,1.6458
doctors,1,5.54,1.6563
health,3,7.22,1.2501
government,1,4.64,1.6383
tried,1,5.48,1.6443
influence,1,5.64,1.2415
protest,1,3.56,1.4591
amid,7,5.08,1.14
cut,1,3.42,1.295
california,4,6.08,1.5097
museum,1,6.68,1.463
human,1,6.26,1.6389
lawmakers,1,4.7,1.4604
told,1,5.08,1.3827
brazil,1,6.1,1.359
help,1,6.08,1.4686
interference,1,4.71,1.7321
britain,1,5.78,1.8767
protected,1,6.6,1.178
democracy,1,6.36,1.7233
developers,1,5.46,1.7168
promising,1,6.64,1.1205
initial,1,5.42,1.0515
second,4,5.38,1.1933
program,1,5.68,1.2196
bishops,1,4.92,1.9466
sex,2,7.44,1.6801
require,1,4.44,1.3118
bodies,1,4.68,1.6218
horses,1,6.84,1.4758
field,1,5.88,1.1891
refugees,1,3.06,1.6587
worldwide,2,6.56,1.2643
common,1,4.92,1.2591
drug,2,3.2,2.0702
scientists,1,6.34,1.4654
beijing,2,5.24,1.685
shot,1,2.5,1.6568
aid,1,6.24,1.3637
plane,1,6.3,1.632
cardinal,1,5.54,1.6062
george,1,5.26,1.0654
knew,1,5.94,1.3001
clergy,1,5.29,1.8819
australian,3,6.26,1.2257
finds,1,5.94,1.2521
appearance,1,5.8,1.4846
diplomat,1,5.28,1.4852
waters,1,6.32,1.1507
press,1,5.36,1.2249
freedom,1,7.9,1.4178
kim,2,5.22,1.5817
saying,1,5.6,0.8571
happiness,1,8.44,0.9723
signs,1,5.54,0.8621
zero,1,3.44,1.6433
local,4,5.46,1.3584
action,1,5.98,1.4213
max,1,5.7,1.233
crash,1,2.6,1.3702
boeing,1,5.24,1.3637
death,5,1.54,1.2811
confusion,1,3.32,1.3619
reign,1,5.06,1.5308
oregon,2,6.0,1.178
announce,1,5.68,0.8676
unity,1,6.92,1.7478
crimes,1,2.14,1.3704
deaths,3,1.64,1.1386
cruise,1,6.7,1.9614
ship,1,5.96,1.2282
passengers,1,5.72,1.0506
return,3,5.2,1.4708
scene,1,5.94,1.3311
sets,1,5.08,1.3377
rules,1,4.28,1.2296
indonesia,1,5.08,1.7478
teen,1,5.92,1.9361
hundreds,1,5.96,1.6655
times,1,5.58,1.1968
hong,3,4.86,0.9691
kong,3,5.44,1.1808
outside,1,5.8,1.6782
deadly,1,2.9,1.8171
mystery,1,5.64,1.849
cities,1,5.58,1.4995
allies,1,6.5,1.2495
marie,1,5.58,1.0319
indian,1,6.26,1.7706
ruled,1,4.92,1.4961
party,1,7.58,1.4581
islamic,3,4.66,1.5201
schools,1,5.98,1.4356
drive,1,6.08,1.5232
reaches,2,5.96,1.3696
sue,1,4.3,2.1595
federal,2,4.94,1.0768
court,2,3.78,1.799
handling,1,5.28,1.0887
test,3,4.06,1.4057
rate,3,5.34,1.2224
highest,1,6.8,1.7613
point,1,5.42,0.9055
central,1,5.6,0.8806
southern,1,5.64,1.6258
low,1,3.66,1.1178
hospital,1,3.5,1.6194
evidence,1,5.64,1.2578
russians,1,5.2,1.3851
just,2,5.76,1.6233
sigh,1,4.16,1.8223
law,1,4.9,1.5551
enforcement,1,4.1,1.4178
battle,1,2.98,1.7319
minnesota,1,5.24,1.5328
republican,1,4.42,1.9176
penn,1,5.42,1.295
delay,1,3.38,1.3231
spring,1,7.16,1.4337
classes,1,5.84,1.3303
urge,1,5.18,1.3045
keeping,1,6.1,1.1112
students,1,6.28,1.8299
understand,1,6.56,1.7043
look,1,5.54,1.1287
cuomo,2,5.16,0.7918
worry,1,2.82,1.7106
reached,1,6.08,1.2591
monday,1,4.3,1.8871
moment,1,5.68,1.1147
questioned,1,4.24,1.2707
football,2,6.34,2.0062
game,3,6.92,1.6015
gets,1,5.84,1.2993
canceled,1,3.24,1.5722
nursing,1,6.12,1.4658
homes,1,6.62,1.2436
appear,1,5.84,0.8172
linked,1,5.46,1.4028
washington,2,6.04,1.2115
seven,1,5.66,1.2554
restaurants,2,6.62,1.783
governor,3,5.14,1.1608
invite,1,6.64,1.4251
guests,1,6.14,1.3852
revenue,1,6.72,1.5258
losses,1,2.46,1.4458
governments,2,4.62,1.701
fight,1,2.7,1.7409
potentially,1,5.96,1.5113
big,1,6.22,1.5022
days,1,5.76,1.2382
gathering,1,6.48,1.2329
missing,1,2.98,1.3775
plans,2,6.2,1.0102
money,1,7.3,1.8434
village,1,6.28,1.1256
attacks,1,2.46,1.4598
maryland,1,5.84,1.6704
activities,1,6.46,1.2157
players,1,5.96,1.6157
crucial,1,4.52,1.5418
restrictions,2,3.32,0.957
department,4,5.26,1.1031
european,1,5.94,1.1678
arkansas,1,5.4,1.2289
legislature,1,4.7,1.5286
surgeon,1,5.34,1.6239
wave,1,6.34,1.1537
remove,1,3.7,1.1995
list,1,5.46,0.8621
terrorist,1,1.3,0.9091
states,1,5.64,1.2578
charges,1,3.94,1.5308
rally,1,5.7,1.2495
supporters,1,6.2,1.5779
worst,1,2.1,1.3439
funds,1,6.12,1.8254
alaska,1,5.64,1.6258
hit,1,4.58,1.808
emergency,2,3.06,1.7775
dies,1,2.08,1.5628
urged,1,4.54,1.2969
jews,1,5.62,1.5372
palestinians,1,4.5,1.1995
calls,1,5.42,1.0319
lift,1,5.78,1.0359
bars,2,5.68,1.5836
rises,2,6.24,1.2545
warn,2,4.27,1.7173
queen,1,6.24,1.7907
head,1,5.96,1.0683
follow,1,5.66,1.1713
child,1,7.24,1.5592
gulf,1,5.4,1.7143
turkey,1,6.16,1.8111
announces,1,5.56,0.9723
arrest,1,2.42,1.4859
major,1,5.76,1.4223
host,1,6.06,1.3614
parliament,1,4.98,1.2856
extending,1,6.1,1.2588
army,1,4.48,2.0126
center,1,5.3,0.9949
violent,1,2.06,1.3463
opens,1,5.92,1.2752
door,1,5.38,1.2103
explosion,1,2.94,1.596
sweden,1,6.28,1.5124
tries,1,5.58,1.2631
supreme,1,6.64,1.3365
suspended,1,3.08,1.2591
ties,1,5.24,1.4507
russia,1,5.5,1.374
weeks,1,5.06,1.0768
rumors,1,4.08,1.9455
having,1,5.78,1.016
drinks,1,6.74,1.4259
bar,1,5.82,1.8035
secret,1,4.84,1.6081
company,1,5.44,1.58
sudden,1,4.3,1.3132
sells,1,5.62,1.3231
assets,1,6.66,1.6239
senate,1,4.7,1.4178
democrats,1,5.5,1.9923
block,1,4.02,1.4213
package,1,6.22,1.4748
germany,1,5.94,1.5703
clubs,1,6.34,1.4654
modern,1,6.48,1.1822
johnson,1,5.4,1.3702
launches,1,6.14,1.125
crisis,1,2.48,1.6689
tiny,1,4.9,1.374
newest,1,6.5,1.5551
inside,1,5.4,0.7284
communist,1,4.32,1.7431
fires,1,4.26,1.7357
traveling,1,6.78,1.6695
travel,1,7.18,1.4241
harry,1,5.24,1.2545
royal,1,5.82,1.6374
titles,1,5.56,1.2643
