word,count,happs_score,stddev
world,1,6.52,1.6567
cost,2,4.1,1.4033
discussing,2,5.76,1.7209
ahead,1,6.08,1.3679
representatives,1,5.28,1.6665
sweden,1,6.28,1.5124
meet,2,6.38,1.2599
turkish,1,5.56,1.2149
nato,3,4.92,1.7004
foreign,2,5.68,1.6956
visit,3,6.54,1.1988
turkey,1,6.16,1.8111
letting,1,5.18,1.3656
leave,3,4.52,1.3285
scholar,1,6.48,1.1292
council,1,4.94,1.3157
efforts,2,5.6,1.4569
examine,1,5.16,1.3896
crimes,1,2.14,1.3704
killings,2,1.8,1.5386
civilians,3,5.64,1.1386
radio,1,6.58,1.6047
traffic,1,3.34,1.6489
ministers,1,5.4,1.7728
sending,1,5.8,0.9258
moscow,3,5.06,1.4201
willing,1,6.4,1.0302
talk,1,6.06,1.0577
leader,4,6.38,1.3384
president,2,5.86,2.1094
listen,1,5.94,1.4344
stage,1,5.72,1.4434
diplomats,2,5.24,1.8578
lawyers,1,4.26,1.8715
plea,1,4.08,1.2262
end,2,4.36,1.7351
trial,1,3.96,1.6898
road,1,5.86,1.0882
report,53,4.76,1.3334
documents,1,5.02,1.3169
fight,2,2.7,1.7409
seek,1,5.72,1.1613
re-election,1,4.76,1.6971
future,1,6.76,1.4223
architect,2,6.36,1.1386
dies,2,2.08,1.5628
continues,1,5.66,1.2554
slow,1,3.78,1.1119
global,2,6.0,1.4846
damage,2,2.58,1.4995
rights,3,6.48,1.555
accounts,2,4.96,1.4978
torture,1,1.58,1.0515
prisoners,2,2.44,1.4591
follow,1,5.66,1.1713
similar,1,5.96,1.0872
accusations,1,3.16,1.5301
areas,1,5.34,1.0224
key,1,5.82,1.0631
missing,5,2.98,1.3775
mexican,1,5.4,1.5253
students,3,6.28,1.8299
probably,1,5.64,1.2415
transition,1,5.3,1.359
clean,1,6.9,1.8979
dutch,1,5.62,1.1761
reported,9,5.12,1.2558
police,6,4.58,1.8526
stations,1,5.44,0.9071
adds,1,5.5,0.953
shooting,2,2.52,1.7407
training,2,5.74,1.3969
camp,2,6.26,1.5361
border,2,4.9,1.488
area,2,5.44,0.8843
kills,3,1.78,1.2337
forced,1,3.16,1.2675
gun,1,2.82,1.4097
battles,1,3.78,2.003
break,1,5.04,1.8178
reduced,1,4.32,1.5836
storage,1,5.44,1.0721
nearly,2,5.26,1.2423
sign,4,5.66,1.2875
turn,1,5.2,1.2454
focus,1,6.12,1.0622
turned,1,5.24,0.8466
target,2,5.36,1.5221
main,1,5.4,1.2122
africa,2,5.26,2.0782
killed,4,1.56,1.2316
study,2,6.12,1.6243
delayed,1,3.24,1.1877
reporting,4,5.12,1.1718
mexico,2,5.84,1.7186
declared,1,5.28,1.3407
kept,1,5.74,1.1031
intelligence,3,7.3,1.1995
abyss,1,4.1,1.7108
bbc,1,5.98,1.2534
royal,1,5.82,1.6374
swept,1,5.06,1.4902
diana,1,5.76,1.3933
assessment,1,5.28,1.3708
environment,1,6.22,1.7177
so-called,1,4.3,1.2657
camps,1,5.56,1.6801
add,1,5.9,0.9742
international,1,6.56,1.2643
bad,2,2.64,1.4675
planning,2,6.16,1.4619
led,1,5.48,1.1292
league,1,5.8,1.1606
impose,1,3.9,1.1294
partial,1,4.84,1.3593
final,1,5.02,1.7319
brings,2,5.8,1.1066
victims,1,2.32,1.5043
hope,1,7.38,1.3076
children,1,7.12,1.3498
latin,1,5.38,1.3834
america,1,6.76,1.5194
experienced,1,6.82,1.1726
greatest,1,7.26,1.5228
loss,1,2.56,1.5005
learning,1,6.92,1.3529
increases,1,6.44,1.6056
power,2,6.68,1.4907
support,2,6.44,1.4309
johnson,8,5.4,1.3702
reveals,2,5.96,1.4702
parties,10,7.42,1.4441
time,3,5.74,1.209
activities,1,6.46,1.2157
just,1,5.76,1.6233
behavior,1,5.5,1.2657
halls,1,5.47,1.0821
read,4,6.52,1.581
street,5,5.44,0.8369
french,1,5.96,1.5381
bank,1,5.92,1.6268
role,2,5.68,0.8908
haiti,1,4.06,2.2077
times,3,5.58,1.1968
duties,1,4.82,1.6866
tried,1,5.48,1.6443
steal,1,2.46,1.6807
lost,1,2.76,1.3933
sent,1,5.46,0.9082
violence,3,1.86,1.05
voting,1,6.02,1.3775
machines,1,5.68,1.3005
voters,1,5.58,1.3107
michael,1,5.7,1.2164
talks,1,5.82,1.207
life,1,7.32,1.6956
received,2,6.34,1.1537
persons,1,6.14,1.2748
start,1,6.1,1.5419
using,1,5.0,1.0498
regions,1,5.54,1.1104
central,1,5.6,0.8806
radiation,1,3.45,2.2827
teens,1,5.86,1.552
emotional,1,4.42,1.7623
physical,1,5.88,1.2229
parents,1,7.36,1.5086
energy,2,7.22,1.2982
company,1,5.44,1.58
steps,1,5.38,1.1229
attacks,1,2.46,1.4598
sexual,1,6.2,1.4569
involving,1,5.6,1.3401
soldiers,1,5.38,1.6399
internet,1,7.48,1.313
decline,1,3.08,1.2262
average,1,5.1,0.9091
worst,1,2.1,1.3439
mask,4,4.86,1.2456
restrictions,1,3.32,0.957
bars,1,5.68,1.5836
york,3,5.62,1.1761
huge,1,6.14,1.7025
crowds,1,4.46,1.8975
deaths,2,1.64,1.1386
pregnant,1,6.22,2.0829
woman,1,6.84,1.6458
hospital,1,3.5,1.6194
severe,1,3.16,1.7186
apartment,1,5.6,1.3248
building,1,5.94,1.1141
signs,1,5.54,0.8621
early,1,5.66,1.239
patients,1,3.66,1.4086
lack,1,3.16,1.2835
asked,1,5.36,1.2739
delay,1,3.38,1.3231
according,1,5.1,0.9949
civilian,1,5.64,1.5354
rise,1,6.36,1.5618
exact,1,6.04,1.2282
counts,1,5.3,1.1473
count,1,5.5,1.0546
likely,2,6.44,1.2149
captured,1,3.22,1.6073
inquiry,1,4.66,1.3793
priests,1,5.51,2.0117
medical,1,4.72,1.6041
waste,1,2.7,1.0546
london,1,6.46,1.6315
culture,2,6.72,1.8075
release,3,6.1,1.233
crisis,1,2.48,1.6689
describes,1,5.76,1.0797
drinking,2,6.14,1.7144
threw,1,4.68,1.0583
sue,1,4.3,2.1595
ask,1,5.2,1.8736
details,1,5.74,1.2257
omitted,1,3.92,1.2095
headache,1,1.98,1.1156
health,1,7.22,1.2501
app,1,5.2,1.4286
required,1,4.46,1.3734
olympic,1,6.28,1.5654
athletes,1,6.24,1.3786
grave,1,2.56,1.8534
death,1,1.54,1.2811
force,1,4.0,1.6903
people,1,6.16,1.5826
need,1,4.84,1.4337
talking,1,6.46,1.2324
congress,1,4.34,1.7567
left,1,4.64,1.4394
prime,2,6.46,1.2811
national,2,5.98,1.1516
releases,1,5.96,1.4702
video,1,6.48,1.111
footage,1,5.68,1.0583
prisoner,2,2.86,1.8518
arm,1,5.5,1.0152
finish,1,6.72,1.4148
islamic,4,4.66,1.5201
dead,1,2.0,1.3248
pays,1,6.54,1.7404
tests,1,4.28,1.6787
old,1,3.98,1.7553
alliance,1,6.0,1.6537
parliament,1,4.98,1.2856
sponsor,2,6.0,1.4142
testing,1,4.9,1.4033
ground,1,5.26,1.2906
weapons,1,2.4,1.6903
information,1,6.48,1.0544
offers,1,6.48,1.555
coverage,2,5.66,1.3188
retreat,1,5.18,1.9659
critic,1,3.36,1.3211
returned,1,5.18,1.4384
general,1,5.32,1.1328
longer,1,5.18,1.1726
3rd,1,4.96,1.1945
continue,1,5.76,1.0214
build,1,6.22,1.0746
focused,1,6.74,1.1395
japan,2,6.0,1.3093
angry,1,2.32,1.2362
funeral,3,2.1,1.5551
comes,1,5.58,0.7584
family,1,7.72,1.3099
service,2,6.0,1.1606
queen,1,6.24,1.7907
elizabeth,1,6.14,1.7263
department,8,5.26,1.1031
warned,1,3.52,1.313
private,1,5.92,1.3529
citizens,1,6.1,1.5152
negotiate,1,6.08,1.2752
nation,1,6.06,1.5039
community,1,6.28,1.3856
yale,1,5.54,1.7168
identify,1,5.58,1.3566
places,2,6.14,1.1608
television,2,6.66,1.5858
journalist,2,5.54,1.3584
house,1,6.34,1.6239
arrest,1,2.42,1.4859
india,1,6.42,1.9804
takes,1,5.04,1.1421
americans,1,6.5,1.6933
died,1,1.56,1.198
recently,1,5.44,1.1095
office,1,5.12,1.6243
iran,1,4.3,1.632
earthquake,1,1.9,1.1995
label,1,5.32,1.019
terrorist,1,1.3,0.9091
missile,1,3.24,1.8905
shopping,1,7.1,1.5419
investigation,1,4.02,1.4776
expanding,1,5.72,1.3254
seen,1,5.4,1.1952
appear,1,5.84,0.8172
american,2,6.74,1.5228
fighter,1,4.58,1.6548
threatened,1,2.62,1.4693
reporters,2,5.18,1.3506
cathedral,1,6.14,1.552
church,1,5.48,1.8543
citing,1,4.72,1.4434
expand,1,6.04,1.1421
indian,2,6.26,1.7706
banned,1,2.88,1.2879
moved,1,5.06,1.2357
nearby,1,5.68,1.1856
fall,1,4.04,1.9687
conservatives,1,4.08,1.9984
germany,2,5.94,1.5703
dog,1,6.7,1.8434
named,1,5.58,0.8593
john,1,5.08,1.1578
lee,1,5.3,0.9091
gets,1,5.84,1.2993
cold,1,4.22,1.7761
protests,4,4.24,1.6358
carolina,1,5.44,1.514
employees,1,5.64,1.1205
receive,1,6.5,1.1112
paid,1,7.14,1.7144
governor,3,5.14,1.1608
tells,1,5.32,1.2688
workers,1,5.78,1.183
families,1,7.54,1.2811
hawaii,1,7.02,1.6841
travel,1,7.18,1.4241
arguments,1,3.04,1.5248
purpose,2,6.04,1.1599
jewish,2,5.72,1.0506
israeli,1,4.82,1.746
debate,1,4.94,1.5174
tone,1,5.44,0.8609
economic,1,5.36,1.6874
sanctions,1,3.86,1.7844
oregon,1,6.0,1.178
washington,1,6.04,1.2115
known,1,5.8,1.3851
lift,1,5.78,1.0359
hard,1,4.1,1.3887
recording,1,5.9,1.1473
sharply,1,4.36,1.6383
lower,1,4.24,1.0797
party,1,7.58,1.4581
wins,1,7.44,1.2643
biggest,1,6.0,1.3248
elections,1,4.48,1.5285
secretary,2,5.42,1.3107
needs,1,4.98,1.5185
hong,1,4.86,0.9691
kong,1,5.44,1.1808
week,1,5.08,1.4546
promises,1,6.26,1.5493
unity,1,6.92,1.7478
nursing,1,6.12,1.4658
home,1,7.14,1.8296
union,1,6.04,1.3991
capitol,1,5.36,1.2898
lifted,1,6.2,1.2289
executive,1,5.58,1.6671
youtube,1,6.92,1.5097
blocks,1,4.54,1.4172
advertising,1,5.04,1.5774
diplomacy,1,5.74,1.7001
warning,1,3.34,1.423
italy,1,6.18,1.4665
march,1,5.78,1.2824
army,2,4.48,2.0126
banks,1,5.92,1.2428
largest,2,6.34,1.3793
kind,1,7.24,1.3933
readers,1,6.16,1.2349
reflect,1,6.28,1.0887
australian,1,6.26,1.2257
politics,1,4.46,1.7637
bellwether,1,5.1,1.1112
goes,1,5.26,1.1214
polls,1,5.42,1.2792
mayor,1,5.26,1.3063
measures,1,5.04,1.2447
offered,1,6.14,1.3999
shut,1,3.56,1.0333
shown,1,5.92,1.066
pull,1,4.74,1.1747
drawn,1,5.66,1.239
tokyo,1,5.76,1.5328
landmark,1,6.06,1.0184
conviction,1,4.1,1.9404
number,1,5.3,0.9313
hospitals,1,3.54,1.5677
grows,1,6.49,1.3559
lawsuit,1,2.96,1.6157
filed,1,4.84,1.1314
texas,1,5.54,1.2324
guard,1,4.88,1.6243
refused,1,3.38,1.4553
fuel,1,5.4,1.178
prices,1,4.38,1.6022
