pub_date,headline,happs_score
2021-12-19,"Chinese Tennis Player Denies Sexual Abuse Claim, Raising More Questions",5.445
2021-12-19,"Hamas, Claiming Victory Over Israel, Is Stuck in Same Old Cycle",5.262499999999999
2021-12-04,Congo Ousts Mining Leader in a Cloud of Corruption Claims,4.9225
2021-11-29,Both parties claim victory as Honduras awaits election results.,6.0528571428571425
2021-11-24,A claim of herd immunity reignites debate over U.K. Covid policy.,5.024
2021-11-24,A Claim of Herd Immunity Reignites Debate Over U.K. Covid Policy,4.976666666666667
2021-10-20,New York’s $2.1 billion fund for undocumented workers is running out of money after a blitz of claims.,5.724615384615384
2021-09-27,"Vowing to modernize industry and ‘halt man-made climate change,’ Olaf Scholz claims a mandate.",5.223333333333333
2021-09-09,"Brazil’s new social media policy protects false election claims, and probably Covid misinformation, too.",5.3275
2021-09-06,"Taliban Claim Control Over Panjshir Valley, but Resistance Vows to Fight On",4.654999999999999
2021-09-03,Guatemala Investigates Claim of Bribe Paid to Its President,5.510000000000001
2021-08-07,Public health experts dispute some Republicans’ claim that migrants are spurring a rise in Covid cases.,5.42
2021-08-04,Taliban Claim Responsibility for Major Attack in Afghan Capital,5.102857142857142
2021-07-27,U.S. landlords claim in a lawsuit that an eviction freeze unfairly cost them billions.,4.640000000000001
2021-07-27,"Critics Pounce on Naomi Osaka After Loss, Denting Japan’s Claim to Diversity",5.069999999999999
2021-07-14,Big Dreams and False Claims: How Colombians Got Embroiled in Haiti Assassination,5.2375
2021-07-11,Haiti’s police claim a Florida-based doctor recruited mercenaries.,5.085
2021-07-11,Dueling Claims to Power. Broken Institutions. How Does Haiti Fix This?,4.708571428571427
2021-07-09,"Two arrested Americans claim they were just ‘translators’ in the assassination plot, a Haitian judge says.",5.054545454545455
2021-07-09,"In a video, assassins in Haiti claim to be agents from the U.S. Drug Enforcement Administration.",4.883333333333334
2021-07-08,Political Crisis in Haiti Deepens Over Rival Claims to Power,4.56
2021-07-08,A top U.N. official in Haiti offers support for Claude Joseph’s claim of national authority.,5.5618181818181816
2021-07-07,Covid may have claimed the lives of even more U.S. inmates than reported.,5.288
2021-07-04,"Fraud Claims, Unproved, Delay Peru’s Election Result and Energize the Right",4.8
2021-06-17,Germany Recalls Platoon on NATO Mission Over Sexual Assault and Racism Claims,5.068888888888889
2021-06-17,"Taiwan claims that China has kept it from buying German vaccines, an accusation China called ‘fabricated.’",5.316923076923077
2021-05-31,Turkey Claims to Have ‘Captured’ Cleric’s Relative in Kenya,5.626666666666666
2021-05-18,Claims From an Organized Crime Boss Rock Turkey’s Government,4.8149999999999995
2021-04-08,Slovakia Claims a Bait-and-Switch With the Russian Vaccines it Ordered,5.1657142857142855
2021-04-02,"After Claims of Sexual Abuse, Oxfam Suspends 2 Workers in Africa",5.354285714285714
2021-03-31,Russia claims to be the first country to develop coronavirus shots for animals.,5.34
2021-03-30,ISIS Claims Responsibility for Mozambique Attack,4.52
2021-03-18,"Cologne Catholic Church Failed in Handling Sex Abuse Claims, Report Finds",4.8244444444444445
2021-03-18,Latest Claim in the Effort Against Aung San Suu Kyi: A Bag of Cash,5.385454545454546
2021-03-12,Why the Rape Claim Against Australia’s Attorney General Seems Familiar,4.564444444444444
2021-03-03,It ‘Just Didn’t Happen’: Australia’s Attorney General Denies Rape Claim,4.215999999999999
2021-03-01,Israeli Court Says Converts to Non-Orthodox Judaism Can Claim Citizenship,4.943333333333333
2021-02-24,She Made a ‘Soul-Destroying’ Rape Claim. Then 3 Others Came Forward.,4.971428571428572
2021-02-17,Indian Court Clears Journalist of Defamation Claim in #MeToo Case,5.174285714285714
2021-02-17,"New York sues Amazon, claiming the company failed to adequately protect workers from Covid-19.",5.271111111111112
2021-02-15,Parliament Rape Claim Roils Australian Government,4.5
2021-01-23,How many lives will Covid claim? Projecting virus deaths in the U.S. has proved to be difficult.,4.92
2021-01-22,"Drug prevents virus infections in nursing homes, maker claims.",4.218333333333334
