headline,happs_score
South Korean Lawmakers Visit Disputed Islets Claimed by Japan,5.608571428571429
South Korea Launches Military Exercise for Islets Also Claimed by Japan,5.574
Pakistan Leader Vents Frustration at India: ‘No Point in Talking to Them’,4.99
"As Taliban Talk Peace, ISIS Is Ready to Play the Spoiler in Afghanistan",5.48
Al-Bashir Trial in Sudan Opens with Claim of $90 Million Payment From Saudis,5.386666666666667
‘Greenland Is Not for Sale’: Trump’s Talk of a Purchase Draws Derision,5.3774999999999995
Pakistan’s Envoy Suggests Kashmir Crisis Could Affect Afghan Peace Talks,5.38
"Kazakhstan Welcomes Women Back From the Islamic State, Warily",5.424
China Said It Closed Muslim Detention Camps. There’s Reason to Doubt That.,4.7225
Radiation Is Said to Be Released in Russian Military Accident,4.913
White Terrorism Shows ‘Stunning’ Parallels to Islamic State’s Rise,4.973333333333334
"In Hammarskjold’s Native Sweden, Hint of State Secrets Linked to His 1961 Death",5.0600000000000005
"After Claiming Men Are ‘Seduced’ Into Rape, Malaysian Senator Apologizes",5.16
Doubt Greets China’s Claim That Muslims Have Been Released From Camps,5.057777777777777
Justice Dept. Moves to Block Asylum Claims Based on Family Ties,5.546666666666667
U.S. Student Said to Confess to Killing Italian Policeman,4.982857142857143
U.K. Man Who Made Up Child Abuse Claims Is Sentenced to 18 Years,5.094545454545455
"Suggesting a Tanker Swap, Iran Hints at a Compromise",5.1066666666666665
"As Conflict With U.S. Grows, Some Iran Hard-liners Suggest Talking to Trump",5.068888888888889
"Italy’s Government Parties Are Feuding, but Leaders Agree to Talk",5.635
Canada Earmarks $690 Million to Settle Claims of Sexual Misconduct in Military,5.506666666666667
At Least 26 Dead in Somalia Hotel Attack Claimed by Shabab,4.42
"Somalia Attack Claimed by Shabab Kills 10, Including Canadian Journalist",4.5600000000000005
Audio Suggests Secret Plan for Russians to Fund Party of Italy’s Salvini,5.65
"It’s War on Afghan Civilians, Even as Both Sides Talk Peace",5.3775
How a Rugby Star’s Homophobic Posts Got Australians Arguing About Religion,5.008571428571429
French Court Clears Way to End Life Support for Man in Vegetative State,5.452727272727273
Indonesia Court Rejects Presidential Candidate’s Voting Fraud Claims,4.64
"In Vietnam, U.S. Citizen Gets 12-Year Sentence for Trying to Overthrow State",5.4675
"In Pictures: For Kim Jong-un and Xi Jinping, Small Talk and Mass Games",5.465999999999999
Case Against Boris Johnson Over Brexit Claims Dismissed in U.K. Court,4.4725
"On Trump’s Ireland Visit, Talk of Brexit and Border Walls",5.417142857142857
Royal Family Hosts Trump in U.K. State Visit,6.026666666666666
"In China, Public Talk of Sex Is Rare. Could a ‘Pleasure Community’ Change That?",5.624444444444444
Trump State Visit to U.K. Faces Turbulence Amid Brexit Chaos,5.262857142857143
John Cleese Suggests London Isn’t ‘Really an English City’,5.728
Anchors From Fox and Chinese State TV Hold Live Debate on Trade,5.7
Boris Johnson Is Summoned to Court Over Brexit Claims,4.8133333333333335
"The Election Is Over. So Let’s Talk About What Really Matters, Like ‘Shoeys’",5.5
‘Vladimir Putin’ Talk Show in U.K. Prompts Sharp Intake of Breath in Russia,5.62
Skeptical U.S. Allies Resist Trump’s New Claims of Threats From Iran,5.01
Claim of Attacks on 4 Oil Vessels Raises Tensions in Middle East,4.930909090909091
Trump Said He Would Tame Rogue Nations. Now They Are Challenging Him.,5.5344444444444445
Taliban Open New Front Against Aid Workers While Talking Peace,5.928888888888888
"Chloroform in Childbirth? Yes, Please, the Queen Said",5.525
How Do You Save a Million People From a Cyclone? Ask a Poor State in India,5.492
U.K. Police Investigate Photo Said to Be of Soccer Striker Emiliano Sala’s Body,5.5488888888888885
"At a Bombed Sri Lankan Shrine, Talk of Miracles Past and Present",5.6725
"Olympic Athletes’ Feud Goes Public, With Claims of Hotel Theft and Gym Attack",4.898
Iran’s Foreign Minister Proposes Prisoner Exchange With U.S.,5.023999999999999
1969: Lebanon Declares State of Emergency After Riots,4.596
"ISIS Claims Sri Lanka Attacks, and President Vows Shakeup",5.266666666666667
"Trump’s State Visit to Britain, Long Delayed, Now Has a Date",5.5225
"Grief, Anger and Recriminations in Sri Lanka as ISIS Claims It Staged Bomb Attacks",4.05
ISIS Claims First Attack in the Democratic Republic of Congo,5.1825
"North Korea’s State-Run Economy Falters Under Sanctions, Testing Elite Loyalty",5.346666666666667
"Justin Trudeau Isn’t on the Ballot in Alberta, but He’s the Talk of the Province’s Vote",5.223636363636364
"German State Drops Investigation Into Political Artist, but Outcry Keeps Growing",5.044444444444444
"Israel Voting Cameras Lowered Arab Turnout, Netanyahu Backers Claim",5.42
"In Netanyahu’s Win, Arabs See Another Nail in the Coffin of a Palestinian State",4.998181818181819
"Netanyahu’s Talk of West Bank Annexations Is a Blow to Peace but No Surprise, Palestinians Say",5.238461538461538
An Arabic-Speaking Talk-Show Host Wades Into Germany’s Culture Wars,4.912
The Great Barrier Reef Was Seen as ‘Too Big to Fail.’ A Study Suggests It Isn’t.,5.576363636363637
"In Israel Campaign, All Sides Claim Fabled Voice From the Grave: Menachem Begin",5.435555555555556
Russia Ordered a Killing That Made No Sense. Then the Assassin Started Talking.,4.8100000000000005
Quebec Proposes Bill Barring Public Employees From Wearing Head Scarves at Work,5.155
Saudi Airstrike Said to Hit Yemeni Hospital as War Enters Year 5,4.613333333333333
Pentagon Claims Success in Test of New Tactic to Down Incoming Missiles,5.038
This Chinese Christian Was Charged With Trying to Subvert the State,5.338
"A Brief History of the Golan Heights, Claimed by Israel and Syria",5.20888888888889
"Rejecting Asylum Claim, U.K. Quotes Bible to Say Christianity Is Not ‘Peaceful’",5.365714285714286
The Evolution of ISIS: From Rogue State to Stateless Ideology,5.3428571428571425
"100 Afghan Soldiers Said to Flee Across Border, Chased by Taliban",4.784285714285715
"Japan’s Enchanting Ice Monsters, Claimed by Climate Change",5.508
"Explosive Packages in U.K. Are Claimed as I.R.A. Attack, Police Say",5.233333333333333
Taliban Wipe Out an Afghan Army Company While Talking Peace With the U.S.,5.456
"Japanese Ferry Is Said to Collide With Whale, Injuring 80",5.328571428571428
Footage Contradicts U.S. Claim That Nicolás Maduro Burned Aid Convoy,4.988
Meghan Markle ‘Moved the Dial’ for British Royal Family in Women’s Day Talk,5.9
Insult the Government? Russians Could Go to Jail Under Proposed Law,4.857777777777778
Saudi Arabia Is Said to Have Tortured an American Citizen,5.066000000000001
Netanyahu Responds to Effort to Indict Him: What He Said and What He Meant,5.2299999999999995
"Jorge Ramos, Univision Anchor, Said He Was Detained by Venezuelan Government",5.004
"Ireland Diagnosed Record Number of H.I.V. Infections in 2018, Health Data Suggests",5.41
The Most Talked About Non-Topic at the Vatican? Homosexuality,5.3566666666666665
"Facing Protests, Sudan’s Leader Declares Yearlong State of Emergency",4.984
"The Vatican Is Talking About Clerical Abuse, but Italy Isn’t. Here’s Why.",5.366666666666667
South Korea Proposes Joint Economic Projects to Prod North to Denuclearize,5.3725000000000005
Australia’s Prime Minister Blames ‘Sophisticated State Actor’ for Parliament Hack,5.424
"In Eastern Europe, U.S. Officials Talk Deals, Not Erosion of Democracy",5.32
Afghan Government Fires Election Officials After Votes Tainted by Fraud Claims,4.666666666666667
U.S. Airstrikes Said to Kill at Least 10 Civilians in Afghanistan,4.44
Fact Checking Trump’s Claim That Mexico Sent Migrants to the Border,5.264444444444445
U.S. Military Commander Warns That Islamic State May Quickly Regroup,5.174285714285714
"Nayib Bukele, an Outsider Candidate, Claims Victory in El Salvador Election",5.503333333333333
29 Syrian Children Die During Freezing Escape From the Islamic State,4.78
"Germany Proposes to Ease, Not End, Nazi-Era Abortion Law",4.456
Can Macron Talk the Yellow Vests Into Submission? He Will Try,5.62
Airstrike Said to Kill Taliban Mastermind Prompts Dispute in Afghanistan,4.086666666666667
Escort Who Claimed to Have Proof of Russian Meddling Is Released From Detention,5.438000000000001
"Described as Defeated, Islamic State Punches Back With Guerrilla Tactics",5.277142857142857
Al Qaeda Claims U.N. Peacekeeper Attack That Killed 10 in Mali,4.006666666666667
Belarusian Escort Who Claimed Evidence of Russian Meddling Is Detained in Moscow,5.2875
Iran State Television Says U.S. Is Holding One of Its Journalists,5.284000000000001
Escort Who Said She Had Tapes of Russian Meddling to Be Deported From Thailand,5.295555555555556
"Macron Hopes Talk Will Calm France, but an Air of Menace Prevails",5.7825
Shabab Claim Responsibility for Deadly Assault on Nairobi Hotel-Office Complex,4.597142857142857
Deadly Bombing in Afghan Capital Is Claimed by Taliban,4.588571428571428
Venezuela Opposition Leader Is Arrested After Proposing to Take Power,4.825
"In a Divided Poland, Pope John Paul II Is Claimed by All Sides",5.255
$40 Million Claim Against Bollywood-Loving Sheikh Dismissed by British Court,4.788571428571429
"Guatemala Expels U.N.-Backed Anti-Corruption Panel, Claiming Overreach",
"Bolton Puts Conditions on Syria Withdrawal, Suggesting a Delay of Months or Years",4.996
Afghan Leaders Dispute Trump’s Claim That Soviets Invaded to Fight Terrorists,4.536666666666666
Video on Turkish TV Is Said to Show Khashoggi’s Remains Being Moved,5.581818181818182
Chinese Scientist Who Claimed to Make Genetically Edited Babies Is Kept Under Guard,5.53
Human Rights Advocate Under Fire in Case of Arab Princess Who Claimed Abduction,5.318333333333333
Finnish Lawmaker Accused of Claiming Sauna as His 2nd Home,5.11
U.S. Will Send Migrants Back to Mexico as They Wait on Asylum Claims,5.226
Outside Hungary’s State Television: A Protest. On Air: Pigeon Talk.,5.47
German Reporter Is Said to Face Espionage Charges in Venezuela,5.2
"A Talking, Dancing Robot? No, It Was Just a Man in a Suit",5.488
Pompeo Calls Iran ‘Reckless’ and Argues for Tougher U.N. Stance,4.632
Hong Kong Won’t Prosecute Ex-Leader Over Claims of Conflict of Interest,4.8975
"Australia’s Migrant Camps Are ‘Crime Against Humanity,’ Lawsuit Claims",4.36
"Woman Said to Be Putin’s Daughter Appears on TV, and a Taboo Is Cracked",5.525454545454545
"U.N. AIDS Agency Is in ‘State of Crisis’ and Needs New Leader, Report Says",5.2219999999999995
"Macron Returns to Turmoil, as France Weighs State of Emergency",5.005714285714285
Egypt Said to Arrest British Teenager for Military Helicopter Video,5.1475
Macron Inspects Damage After ‘Yellow Vest’ Protests as France Weighs State of Emergency,4.59
"Macedonian Ex-Leader, Facing Prison, Claims to Receive Asylum in Hungary",5.392
Pakistan Angered by Trump’s Claim That It Does ‘Nothing’ for U.S.,4.928571428571429
Greek Leader’s Efforts to Loosen Church-State Ties Are Met With Skepticism,5.514285714285714
Australia’s Prime Minister ‘Surprised’ by State’s Secret Deal With China,5.557142857142857
Singapore’s Claim as a Street-Food Hub Riles Malaysians,5.213333333333334
"State Dept. Improperly Seized Passports of Americans in Yemen, Inquiry Finds",5.18
Dozens Dead in Eastern Syria After Clashes with Islamic State,4.9625
Italians Protest in Rome About Dismal State of the City,5.2700000000000005
"Saudi Arabia, in Reversal, Suggests Khashoggi’s Killing Was Premeditated",4.412
"Jamal Khashoggi Body Double Created False Trail in Turkey, Surveillance Images Suggest",5.5625
"In Poland Elections, Populists Fail to Sway Moderates, Exit Polls Suggest",4.93625
"Did Democrats, or George Soros, Fund Migrant Caravan? Despite Republican Claims, No",4.8914285714285715
"Theresa May Plays for Time on Brexit, Amid Talk of an Extension",5.516
Queensland Becomes Latest Australian State to Decriminalize Abortion,5.163333333333333
"Mother Mushroom, Vietnamese Activist, Is Said to Be Released",5.873333333333334
Jim Mattis Says He and Trump ‘Never Talked About Me Leaving’,5.515
"With Arrest in Journalist’s Killing, Bulgaria Rebuts Talk of Political Motive",4.872857142857143
Serb Nationalist Claims Victory in Bosnia in Early Vote Count,5.6825
Andy Warhol Said He Came From ‘Nowhere.’ This Is It.,5.22
"Con Man Claimed to ‘Cure’ Childless Women. Blackmail Followed, Then Bodies.",5.064
Ukrainian Film Director Jailed in Russia Is Said to End Hunger Strike,5.059
"Spy Poisoned in Britain Fed MI6 Agents Secrets on a Putin Ally, New Book Claims",5.5600000000000005
A Protest Singer Finds Her Voice in Vietnam’s Police State,5.391111111111112
Both Sides Claim Victory in Macedonia’s Vote on Changing Its Name,5.746
Doubts Mount in Botswana Over Charity’s Claim of Elephant ‘Poaching Frenzy’,4.88
Journalist Who Spread Conspiracy Theories Will Oversee Italy’s State TV,5.4275
Israeli Leader Claims Iran Has ‘Secret Atomic Warehouse’,5.001666666666666
"North Korea Nuclear Deal Could Take ‘Years,’ Trump Suggests",5.2675
"Iran’s President Condemns Gulf State, and U.S., After Deadly Attack",4.4799999999999995
Talk of Ethnic Partition of Kosovo Revives Old Balkan Ghosts,4.933333333333334
"Kofi Annan, Former U.N. Chief, Is Honored in State Funeral",4.953333333333333
Talking U.S. Politics and Mythical Beasts: The Canada Letter,5.506666666666667
Poisoned Russian Ex-Spy Is Said to Have Worked With Spanish Intelligence,5.684444444444444
She Gambled on Her Claim to Link Russians and Trump. She Is Losing.,5.529999999999999
China’s State Media: Trump Tweets Come From an ‘Alternative Universe’,5.306666666666667
England Proposes Ban on Selling Energy Drinks to Children,5.79
Posters Suggesting That Women Can Drink While Pregnant Stir Backlash,5.74
"Pollution May Dim Thinking Skills, Study in China Suggests",5.065
North Korean State Media Denounce U.S. as Diplomacy Stalls,5.476666666666667
Aide’s Diary Suggests Hirohito Agonized Over His War Responsibility,4.92
Trump Cites False Claims of Widespread Attacks on White Farmers in South Africa,5.041666666666667
Chinese State TV Mocks Trump in Sarcastic Video,5.816666666666666
"Facebook Fueled Anti-Refugee Attacks in Germany, New Research Suggests",5.5
Police Are Attacked in Chechnya; ISIS Claims Responsibility,4.7
Kerala Flooding: Hundreds Killed in Indian State’s Worst Rains Since 1920s,4.661428571428572
North Korea Presses Demand for End of War Amid Talk of Pompeo Visit,4.903636363636363
South Korea’s Leader Proposes Broad Economic Cooperation With the North,5.835
"Talk on Hong Kong Independence Goes Ahead, Despite Criticism",5.255
Renewed Clashes Between Israel and Gaza Interrupt Talk of Cease-Fire,5.09
"Talk of Independence? Not in a Public Building, Ex-Hong Kong Leader Says",5.32
Funeral Ads Tried to Get U.K. Talking. They May Have Worked Too Well.,5.062
Israeli Law Declares the Country the ‘Nation-State of the Jewish People’,5.2
"After 20-Year ‘State of War,’ a Flight With Champagne and Roses",5.825
American-Russian Relations in Syria? Less Rosy Than Trump and Putin Claim,5.191428571428571
What a Soccer Ball Said About Putin’s Meeting With Trump in Helsinki,5.508
Britain Suggests Russia Is Behind Latest Nerve Agent Case,5.282222222222222
Islamic State Says Its Leader’s Son Was Killed in Syria,4.87
Iraq Says It Bombed a Meeting of Islamic State Leaders in Syria,5.1160000000000005
Fact Check: Is There Truth to Trump’s Bold Claims About North Korean Denuclearization?,5.512
"Talk Is Good, Action Is Better",5.88
"Amid Border Controversy, State Department Draws Fire for Facebook Travel Tips",5.526
U.S. Protester Held in Vietnam Confesses on State Television,5.45
Fact Check: Trump’s False and Misleading Claims About Germany’s Crime and Immigration,4.6
"Claiming ‘Parallel State’ Cabal, Romania’s Leaders Target Anti-Corruption Prosecutor",5.1000000000000005
Iranians Wonder: Why Won’t Trump Talk to Us?,5.33
"Trump Attends G-7 with Defiance, Proposing to Readmit Russia",5.375
These Women Survived Ireland’s Magdalene Laundries. They’re Ready to Talk.,6.132
Head of Brazil’s State Oil Company Resigns Amid Period of Unrest,5.155
E.U. Proposes Ban on Some Plastic Items to Reduce Marine Pollution,4.457777777777777
North Korea Willing to Talk About ‘Complete Denuclearization’,5.576666666666667
Keeping Summit Hopes Alive Suggests Kim Jong-un May Need a Deal,5.858
Cables Contain Claims Former Colombian Leader Is Tied to Drug Traffickers,4.885
Can Trump Still Claim Victory if Kim Jong-un Keeps His Nuclear Arms?,5.382
Italy’s Populists Offer Giuseppe Conte for Prime Minister; N.Y.U. Claim in Question,5.66
"If War Comes? Stock Up on Tortillas and Wet Wipes, Sweden Suggests",5.142222222222222
"‘God Made You This Way,’ Pope Is Said to Have Told Gay Man",5.421818181818182
Island or Rock? Taiwan Defends Its Claim in South China Sea,5.695555555555556
A Child of Gaza Dies. A Symbol Is Born. The Arguing Begins.,5.1066666666666665
"Taliban Claim They’ve Taken Control of Western Afghan City, Farah",5.176
"Robert Jeffress, Pastor Who Said Jews Are Going to Hell, Led Prayer at Jerusalem Embassy",5.369230769230769
Australia’s Dual-Citizenship Contagion Claims 5 More Politicians,4.766666666666667
"Afghan Airstrike Said to Target Taliban Mostly Killed Children, U.N. Finds",4.836666666666667
Italy’s President Proposes Caretaker Government Amid Stalemate,5.193333333333333
Trump’s Talk of U.S. Troop Cuts Unnerves South Korea and Japan,5.337142857142857
These Iraqi Farmers Said No to ISIS. When Night Came They Paid the Price.,5.298333333333333
Pompeo Promises to Return ‘Swagger’ to the State Department,5.277142857142857
Japan Worries It’ll Be Forgotten as Its Allies Talk to North Korea,5.094545454545455
"When Toronto Suspect Said ‘Kill Me,’ an Officer Put Away His Gun",4.7
President Trump Talked Tough. But His Strike on Syria Was Restrained.,5.1225
Australia Shudders Amid Talk of a Chinese Military Base in Its Backyard,5.468181818181818
Sexual Misconduct Claim Spurs Nobel Members to Step Aside in Protest,5.1450000000000005
Escort Who Claims to Have Russian Secrets Faces New Charges in Thailand,5.384
South Africa Says Australia Retracted Claim of ‘Persecuted’ White Farmers,5.73
Saudi Bombing Is Said to Kill Yemeni Civilians Seeking Relief From the Heat,4.695
Clearing Land Mines From the Spot Where Jesus Is Said to Have Been Baptized,5.3566666666666665
Britons Accused of Being Islamic State ‘Beatles’ Call Beheadings ‘Regrettable’,4.896666666666667
Trump Orders State Dept. to Suspend Funds for Syria Recovery,5.397142857142858
"Trapped in Russian Mall Fire, Children Said Farewell by Phone",5.308888888888889
Saudis Claim to Intercept 7 Missiles Fired at Cities From Yemen,4.42
Polish Women Protest Proposed Abortion Ban (Again),4.723333333333334
Journalist Killed in Mexican State of Veracruz,4.703333333333334
Romanian Court Rejects Man’s Claim That He’s Alive,5.27
"Trump Says He Made Up Deficit Claim in Talk with Trudeau, Baffling Canadians",5.364
New Zealand to Investigate Decade-Old Poisoning Claim,5.52
New Zealand Party Is Faulted After Sex-Assault Claims at Youth Camp,5.895
Saudis Said to Use Coercion and Abuse to Seize Billions,4.68
Tillerson’s Nairobi Visit Highlights Proposed Spending Cuts,5.415
Marine Le Pen Proposes New Name for National Front,5.705
‘Let Them Call You Racists’: Bannon’s Pep Talk to National Front,5.642857142857143
Plumes Seen at Plutonium Plant May Belie Kim’s Disarmament Talk,5.716
"Turkey Sentences 24 Journalists to Prison, Claiming Terrorism Ties",4.775
"Raising Hopes, North Korea Offers to Talk About Its Nuclear Arsenal",5.2219999999999995
Sri Lanka Declares State of Emergency After Mob Attacks on Muslims,4.28
North Korea Hails ‘Openhearted Talk’ With South Korean Envoys,5.644
State Dept. Was Granted $120 Million to Fight Russian Meddling. It Has Spent $0.,5.156000000000001
"Once-Feared Afghan Warlord Is Still Causing Trouble, but Talking Peace",5.616666666666667
Turkish Warplanes Said to Kill 40 Pro-Government Fighters in Syria,4.596
"Trump Opens Door, Just Slightly, to Talking With North Korea",5.625
"North Korea Is Willing to Talk With U.S., South’s Leader Says",5.651111111111111
Ireland Tells State-Run Schools: Stop Steering Pupils to Religion Class,5.351428571428571
Top Aide to Netanyahu Turns State Witness as Graft Cases Multiply,5.33
ISIS Claims Deadly Attack on Church in Russian Region of Dagestan,4.6866666666666665
"Earthquake Strikes in Oaxaca State, Mexico, Stirring Fear",3.4349999999999996
Corruption Charges Suggested for Netanyahu,4.225
South China Sea Photos Suggest a Military Building Spree by Beijing,5.714
"Letter Suggests Pope Knew About Abuse Complaints, Despite Denials",4.954285714285715
Do You Live in Ireland? Talk to Us About the Abortion Referendum,5.438000000000001
Boris Johnson Suggests Building a Bridge From U.K. to France,5.575
Building a Mini-State With Avocados and Guns,5.0200000000000005
ISIS Claims Responsibility for Baghdad Bombings,4.82
Boko Haram Video Is Said to Show Captured Girls From Chibok,5.45
ISIS Affiliate Claims October Attack on U.S. Troops in Niger,4.988571428571428
"Pressed on False Claims About Muslims, U.S. Ambassador Goes Silent",4.925
"In Rural Nepal, Menstruation Taboo Claims Another Victim",4.715999999999999
Reuters Reporters Are Charged in Myanmar With Obtaining State Secrets,5.35
Mexican Governor Says His State Is Being Punished for Corruption Inquiry,4.970000000000001
"Losing Faith in the State, Some Mexican Towns Quietly Break Away",5.164
Rohingya Militants in Myanmar Claim Responsibility for Attack,4.808
"Stolen Vodka Bottle, Said to Be Worth $1.3 Million, Is Found Drained and Dented",5.3133333333333335
"As a 2-State Solution Loses Steam, a 1-State Plan Gains Traction",5.4628571428571435
South Korea Proposes Border Talks With North Korea After Kim’s Overture,5.485
Emboldened Israeli Right Presses Moves to Doom 2-State Solution,5.33
Islamic State Claims Deadly Blast at Afghan Shiite Center,4.5685714285714285
Proposed U.N. Resolution Would Toughen Sanctions on North Korea,5.4399999999999995
"In India, Modi’s Party Shows Its Might in State Elections",5.5575
Toronto Buzzes With Talk of Billionaire Couple’s Suspicious Death,4.56
White House Corrects Tillerson on Whether U.S. Will Talk to North Korea,5.668888888888889
Talk of Trump Visit Tests U.K.’s ‘Special Relationship’,5.424
"Officer Said He Fled Turkey, Carrying Evidence of Corruption",4.7475
"Hunting Taliban and Islamic State Fighters, From 20,000 Feet",5.003333333333333
Australia Diary: Claim Your Onions,5.726666666666667
Son of Slain Yemen Leader Is Said to Vow Revenge,5.42
"Reza Zarrab, Taped in Jail, Said Lying Was Ticket to Freedom",5.18
Gay Australian Politician Proposes During Same-Sex Marriage Debate,5.508
Talk of a Peace Plan That Snubs Palestinians Roils Middle East,5.648888888888889
"Venezuela Arrests 2 Former Oil Officials, Claiming Corruption",3.565
"In China, Aung San Suu Kyi Finds a Warm Welcome (and No Talk of Rohingya)",5.562222222222222
"North Korea’s New Missile Is Bigger and More Powerful, Photos Suggest",5.673333333333334
North Korea Says It’s Now a Nuclear State. Could That Mean It’s Ready to Talk?,5.114545454545454
The Talk of Turkey? A Politically Charged Trial in New York,5.236
A Defiant Map-Hunter Stakes Vietnam’s Claims in the South China Sea,5.465
"Russia, Turkey and Iran Propose Conference on Postwar Syria’s Future",5.543333333333333
"Lebanon’s Leader, Still in Saudi Arabia, Claims He’s Free to Go",5.488571428571428
Vast Indigenous Land Claims in Canada Encompass Parliament Hill,5.568571428571429
U.S. and Somali Strikes on Shabab Said to Kill Nearly 100 Militants,4.5685714285714285
"In Saudi Arabia, Where Family and State Are One, Arrests May Be Selective",5.236
Trump Opens Asia Trip Talking Tough in Campaign-Style Rally,5.7575
"Afghanistan Acts to Ban WhatsApp, but Claims Move Is Temporary",4.56
U.N. Says Islamic State Executed Hundreds During Siege of Mosul,5.0371428571428565
Sexual Harassment Claims Surface in U.K. Parliament,5.343999999999999
"Islamic State Is ‘On the Run,’ U.S. Commander Says",5.1066666666666665
"China Is Said to Free Hong Kong Bookseller, but Family Says He’s Missing",5.401818181818182
D.E.A. Says Hondurans Opened Fire During a Drug Raid. A Video Suggests Otherwise.,5.124444444444445
The Islamic State: From Insurgency to Rogue State and Back,5.068571428571429
Palestinian Rivals Talk Unity but Show Divisions,5.489999999999999
Vatican Shines Light on Child Abuse as Claims Against Priests Persist,5.2811111111111115
Iraq Claims Victory in ISIS’ Last Urban Stronghold,5.28
ISIS Releases Recording Said to Be of Its Leader,5.5225
Tony Abbott Claims Head-Butt by Australian Gay-Marriage Supporter,5.648
British Columbia Proposes Ban on Corporate and Union Donations in Elections,5.182
E.U. Leader Suggests Simplifying How the Bloc Is Run,5.396666666666667
Merkel Suggests Germany Should Join North Korea Talks,5.68
"Indonesia, Long on Sidelines, Starts to Confront China’s Territorial Claims",5.192
No Relief for Islamic State Convoy Blocked in Syria,4.948571428571428
North Korea Claims to Have Developed a Missile-Ready Hydrogen Bomb,5.0633333333333335
Give Up Prosecco to Save Your Teeth? British Claim Riles Italy,5.8525
Islamic State Convoy Remains Stuck in Syria,4.704
"Roma Culture 101: Opening Minds With Song, Talk and Laughter",6.368571428571428
Australian State Removes Racially Offensive Place Names,5.088
ISIS Claims Deadly Attack on Shiite Mosque in Afghanistan,4.11
Former Thai Leader Yingluck Said to Have Fled Country After Failing to Appear for Verdict,5.1000000000000005
Tillerson Suggests North Korea May Soon Be Ready for Talks,5.739999999999999
Talk of ‘Preventive War’ Rises in White House Over North Korea,5.671111111111111
Quiet Epidemic of Suicide Claims France’s Farmers,4.5600000000000005
Zimbabwe’s First Lady Said to Seek Diplomatic Immunity Over Assault Claim,5.32
"Barnaby Joyce, Australia’s No. 2, Can Claim New Zealand Citizenship. Too Bad for Him.",5.116666666666666
ISIS Claims Suicide Bombing That Killed at Least 15 in Pakistan,3.677777777777778
Trump’s Talk of ‘Military Option’ in Venezuela May Bolster Maduro’s Hand,5.5760000000000005
Trump Alarms Venezuela With Talk of a ‘Military Option’,5.452
U.S. Airstrikes in Afghanistan Are Said to Kill 16 Civilians,4.54
Trump’s Tough Talk on North Korea Puts Japan’s Leader in Delicate Spot,5.462
Saudis Propose That U.N. Run Airport in Yemen’s Capital,5.544
Kenyan Election Tensions Rise as Opposition Claims Fraud,4.274285714285714
Pentagon and State Department Said to Propose Arming Ukraine,5.19
China’s State Media Slams Trump’s ‘Emotional Venting’ on Twitter,5.48
2 Die in Attack on Iraqi Embassy in Kabul by Islamic State,4.5
China and India File Rival Claims Over Tibetan Medicine,5.07
Poland’s President Vetoes 2 Proposed Laws Limiting Courts’ Independence,6.115
U.S. Army Sergeant Is Charged With Trying to Aid Islamic State,5.2620000000000005
War Crimes Office May Be Closed in State Dept. Reorganization,4.4511111111111115
Tillerson’s Grand Renovation Plan in State Department Gets Assistance,5.862857142857143
South Korea Proposes Military Talks With North at Their Border,5.366666666666666
"State Party Takes Aim at Hijabs for Children. Also: Australian Is Shot in U.S., and Julie Bishop on Trump.",5.344285714285713
Before and After Satellite Images of Mosul Reveal the Devastation After the Islamic State Was Forced Out,5.048
"Liu Xiaobo, Nobel Laureate, Is Said to Be Suffering Organ Failure",4.422857142857143
Trump Says He Talked Trade With Theresa May and Still Plans to Visit London,5.678461538461538
Decriminalization of the Sex Trade Edges Ahead in One State. Also: Australia’s Digital Slump,5.748888888888889
White House Rejects Talk of Quick Trump Visit to U.K.,5.8075
Deposed Saudi Prince Is Said to Be Confined to Palace,5.260000000000001
"China Is Among Worst Human Trafficking Offenders, State Dept. Says",5.022857142857143
Tycoon’s Claims Reverberate in China Despite Censorship and Thin Evidence,5.242857142857143
State Dept. Moves to Shut Office Planning Afghanistan Strategy,5.0725
‘A Dumb Decision’: U.S. Said to Waste $28 Million on Afghan Army Camouflage,4.791428571428571
State Dept. Lashes Out at Gulf Countries Over Qatar Embargo,5.116666666666667
U.K. Officials Said Material on Tower Was Banned. It Wasn’t.,5.228571428571429
Emmanuel Macron’s Party on Track to Claim Majority in France’s Parliament,5.6025
U.S.-Led Forces Said to Have Used White Phosphorus in Syria,5.248571428571429
State Dept. Voices Concern for American Held in Republic of Congo,5.368888888888889
P.R.I. Closes In on Narrow Victory in State of Mexico Governor’s Race,5.655555555555555
George Soros Accuses Viktor Orban of Turning Hungary Into ‘Mafia State’,5.140000000000001
China Charges Activist From Taiwan With ‘Subverting State Power’,5.1466666666666665
U.S. Warship Sails Near Island Claimed by Beijing in South China Sea,5.85
"Duterte Suggests Martial Law Across Philippines, Citing Islamist Threat",4.5200000000000005
Terror Alert in Britain Is Raised to Maximum as ISIS Claims Manchester Attack,4.944999999999999
Brazil’s President Rejects Calls to Quit Amid New Corruption Claims,4.865
1892: Venezuelan Insurgents Occupy Bolívar State,5.470000000000001
Israel Said to Be Source of Secret Intelligence Trump Gave to Russians,5.446666666666666
"Dutch Fertility Doctor Swapped Donors’ Sperm With His, Lawsuit Claims",4.872
Angela Merkel’s Party Scores Big Win in Key German State Election,6.104444444444444
South Korea’s New Leader Abolishes State-Issued History Textbooks,6.3
