word,count,happs_score,stddev,2015,2016,2017,2018,2019
aids,3,4.28,2.3477,1,,,2,
doctors,4,5.54,1.6563,1,,,,
shame,1,2.68,1.3005,1,,,,
facebook,5,6.08,1.9361,1,1,1,1,
images,5,6.34,1.2224,1,1,1,,
filthy,1,2.82,1.826,1,,,,
hospitals,5,3.54,1.5677,1,,,,
joined,4,6.3,1.0926,1,1,,,
secretary,9,5.42,1.3107,1,,,,
taken,9,4.28,1.4714,1,1,1,1,
ownership,1,6.38,1.4126,1,,,,
nicholas,1,5.54,0.9082,1,,,,
markets,1,6.1,1.165,1,,,,
recognize,14,6.08,1.4119,1,,,,
marie,2,5.58,1.0319,1,,,,
silence,2,5.14,1.738,1,,,,
baltimore,1,5.38,1.1933,1,,,,
internet,4,7.48,1.313,1,1,,,
lines,2,5.26,1.0063,1,,,,
cut,3,3.42,1.295,1,,,,
rio,1,5.74,1.3372,1,,,,
secrets,8,5.28,1.8187,3,,,3,1
receive,3,6.5,1.1112,1,,,1,
verdict,1,4.2,1.6537,1,,,,
friday,1,6.88,1.686,1,,,,
reality,1,5.94,1.6464,1,,,,
grip,3,5.47,1.7091,1,,,,
city,13,5.76,1.546,1,,1,1,
appears,3,5.68,1.0774,1,1,1,,
acknowledge,1,6.24,1.318,1,,,,
blocks,5,4.54,1.4172,1,,1,,1
website,2,6.28,1.1613,1,,1,,
veil,1,5.02,1.4356,1,,,,
door,3,5.38,1.2103,1,,,,1
white,11,6.28,1.5391,1,,,2,2
house,8,6.34,1.6239,1,,,,1
custody,3,4.36,1.6995,1,,,,
moves,8,5.68,0.957,1,,1,1,2
hold,4,5.7,1.2164,1,1,,,1
message,2,6.08,1.122,1,,1,,
large,2,6.06,1.2683,1,,,,
parts,2,5.24,1.1168,1,,1,,
uncertainty,1,3.64,1.0451,1,,,,
poor,3,2.32,1.2848,1,,,,1
subsidies,1,5.14,1.4984,1,,,,
possession,1,5.36,1.9873,1,,,,
sale,3,6.58,1.6424,1,1,,,
beef,2,5.28,2.1763,1,1,,,
released,4,6.34,1.5201,1,1,,,2
local,9,5.46,1.3584,1,1,,,
longer,4,5.18,1.1726,1,,,,
scores,2,5.9,1.1294,1,,1,,
concern,4,4.04,1.6157,1,1,1,,
seek,5,5.72,1.1613,1,1,1,,
join,3,6.22,1.5556,1,,,,
newly,3,6.5,1.2495,1,,,,
sophisticated,2,6.02,1.7553,1,,,,
cited,1,4.88,1.409,1,,,,
assault,9,2.56,1.6557,1,3,1,,1
planned,2,5.98,1.2696,1,,,,
spring,2,7.16,1.4337,1,,,,
son,2,7.12,1.8142,1,,,1,
crude,1,3.6,1.4428,1,,,,
comment,1,5.58,1.2792,1,,,,
base,5,5.08,1.0467,1,,,,
make,5,6.0,0.9897,1,1,,1,
drives,1,5.78,1.4039,1,,,,
inside,5,5.4,0.7284,1,,,,
abandoned,2,2.54,1.3734,1,,,,
holds,3,5.4,1.069,1,,,1,
stole,1,2.6,1.4142,1,,,,
australian,19,6.26,1.2257,1,,5,1,2
course,2,5.42,1.3716,1,,,,
losing,2,2.62,1.1761,1,,,1,
vote,11,5.8,1.5779,1,,,2,1
jordan,3,5.44,1.7515,1,1,,,
deadline,1,3.66,1.1537,1,,,,
pass,3,5.9,1.4321,1,,,1,
newspaper,3,6.32,1.3468,1,,,1,
mother,2,7.68,1.6714,1,,,,
spare,2,5.74,1.5093,1,,,,
releases,7,5.96,1.4702,,1,,,2
berlin,1,5.26,1.5884,,1,,,
involvement,1,5.64,1.3667,,1,,,
church,8,5.48,1.8543,,2,1,1,1
power,17,6.68,1.4907,,3,1,,1
schools,3,5.98,1.4356,,1,,,1
cradle,1,6.38,1.6091,,1,,,
conservatives,3,4.08,1.9984,,1,,,
center,6,5.3,0.9949,,1,2,,
india,23,6.42,1.9804,,4,3,,2
shot,5,2.5,1.6568,,1,1,1,
successful,2,8.16,1.0759,,1,1,,
credit,3,5.86,1.6661,,1,,,1
senior,3,5.64,1.2081,,2,,,
truck,4,5.48,1.555,,3,,,
angry,2,2.32,1.2362,,1,,,
organ,2,5.46,1.6563,,2,,,
world,16,6.52,1.6567,,3,2,,
questioned,2,4.24,1.2707,,1,,,
right,6,6.54,1.2651,,1,1,1,
road,2,5.86,1.0882,,1,,,
israelis,2,5.14,1.3554,,2,,,
hotel,6,6.16,1.5954,,3,1,,2
polish,2,6.16,1.3903,,1,,,
limits,4,4.0,1.1952,,2,1,,
demonstration,2,5.88,1.2185,,1,,,
liberal,1,5.8,2.1665,,1,,,
interference,4,4.71,1.7321,,1,,,
files,3,5.38,1.427,,3,,,
malcolm,1,5.4,1.0102,,1,,,
australia,13,6.4,1.5908,,3,1,1,
contest,1,5.78,1.4039,,1,,,
identity,2,5.98,1.1156,,1,,,
investigating,7,4.84,1.1669,,1,,,
climbing,1,6.04,1.3838,,1,,,
christian,4,6.3,1.6444,,1,,,1
sinai,1,4.76,1.1528,,1,,,
water,3,6.7,1.2164,,3,,,
app,3,5.2,1.4286,,1,,,
palestinians,8,4.5,1.1995,,1,1,1,
enter,2,5.84,1.2835,,1,,,
stake,2,5.02,1.1865,,2,,,
french,13,5.96,1.5381,,3,1,,3
officer,1,5.22,1.6449,,1,,,
including,3,5.96,0.9026,,1,,,1
attorney,3,4.12,1.3037,,1,,,
worker,1,5.56,1.6308,,1,,,
wins,5,7.44,1.2643,,1,2,,
treatment,2,4.42,1.5398,,1,,,1
sara,1,5.52,1.764,,1,,,
shop,2,6.76,1.0412,,1,,,
lesson,1,5.3,1.488,,1,,,
senate,2,4.7,1.4178,,1,,,
passes,2,5.44,1.4868,,1,,,
legal,3,5.18,1.746,,1,1,,
beijing,6,5.24,1.685,,1,1,,
tries,6,5.58,1.2631,,1,,,
whip,1,3.3,1.7409,,1,,,
support,10,6.44,1.4309,,1,,,1
investment,1,5.82,1.8148,,1,,,
sails,2,6.38,1.3834,,1,1,,
arsenal,1,4.18,1.8371,,1,,,
colonel,1,4.96,1.6031,,1,,,
focus,3,6.12,1.0622,,1,,,
shut,4,3.56,1.0333,,1,2,,
shake,1,5.14,1.1954,,1,,,
european,11,5.94,1.1678,,2,,,
stadium,1,5.96,1.5774,,1,,,
prosecutor,4,4.06,1.6587,,1,,2,
preacher,1,5.28,2.1193,,1,,,
involving,2,5.6,1.3401,,1,,,
track,3,5.14,1.143,,1,1,,1
stars,1,7.1,1.5419,,1,,,
decades,1,4.84,1.3756,,1,,,
later,1,4.6,1.3553,,1,,,
public,4,5.18,1.3656,,1,,,
hand,1,5.9,1.0738,,1,,,
governing,1,5.0,1.5779,,1,,,
plane,11,6.3,1.632,,1,1,,2
presents,2,7.2,1.4569,,1,,,
revised,1,5.27,1.3961,,1,,,
territory,2,5.12,1.1891,,1,,,
challenges,2,5.74,1.4957,,1,,,
operation,3,3.72,1.6041,,1,,,
teen,4,5.92,1.9361,,1,,,
restaurant,2,7.06,1.2521,,1,,,
tells,6,5.32,1.2688,,1,1,1,
cnn,2,5.18,1.4525,,1,1,,
oppose,1,3.82,1.4384,,1,,,
committed,2,6.38,1.4126,,1,,,
trump,63,5.3,1.7053,,2,12,9,4
japan,14,6.0,1.3093,,1,1,,2
discussing,15,5.76,1.7209,,2,2,,
prince,10,6.44,1.3426,,1,,1,2
harry,7,5.24,1.2545,,1,,,
regrets,1,3.08,1.5232,,1,,,
interior,1,5.8,0.8806,,1,,,
visits,7,6.4,1.2936,,1,1,,1
york,23,5.62,1.1761,,1,,1,
maintain,1,5.76,1.0412,,1,,,
union,5,6.04,1.3991,,2,,,
francis,3,5.32,1.4348,,1,,,
mideast,4,4.82,1.5609,,1,,,
collapse,3,2.9,1.4463,,1,,,
safety,3,6.18,1.7343,,1,,,1
fears,4,2.68,1.2688,,1,1,,
discussed,16,5.56,1.4591,,1,,2,
violations,3,2.86,1.4287,,1,,,
hours,2,5.22,1.0359,,1,,,
protesters,7,3.8,1.6903,,1,,,
job,1,5.96,1.7257,,1,,,
investigators,1,4.96,1.6157,,1,,,
search,4,5.44,1.1808,,2,,1,
educated,1,7.29,1.307,,1,,,
residents,4,5.66,1.2715,,1,,,
increasing,1,6.4,1.2936,,1,,,
desperation,2,2.7,1.9086,,1,,,
voices,3,5.56,1.5005,,1,1,,
widespread,5,4.8,1.1429,,1,,1,
times,15,5.58,1.1968,,1,,2,2
close,2,4.94,1.3911,,1,,1,
efforts,9,5.6,1.4569,,2,1,1,
increase,6,6.56,1.1095,,1,,1,
hate,2,2.34,1.8802,,1,1,,
tied,2,4.4,1.3553,,1,,1,
airlines,4,5.6,1.5908,,2,,,1
mystery,3,5.64,1.849,,1,,1,
breathe,1,6.28,1.5258,,1,,,
highly,1,6.6,1.178,,1,,,
perfect,1,7.42,1.7154,,1,,,
hot,1,5.02,1.9218,,1,,,
seasons,1,6.76,1.2216,,1,,,
output,1,5.86,1.3844,,1,,,
pressure,3,3.66,1.5467,,1,,,
questions,9,5.0,1.0498,,2,,,
nearly,11,5.26,1.2423,,1,,,
wider,1,5.34,1.0422,,1,,,
wealth,2,7.38,1.2271,,2,,,
nation,3,6.06,1.5039,,1,,,
prison,7,2.06,1.4765,,1,1,,
term,1,4.94,1.5039,,1,,,
reuters,3,5.18,1.3656,,1,,1,1
charity,3,6.4,1.906,,1,1,,1
ban,7,2.66,1.3188,,1,2,,1
use,10,5.64,1.1563,,2,,1,
executed,4,3.94,2.2023,,1,1,,1
deputy,1,4.68,1.3468,,1,,,
spokesman,1,5.06,1.1678,,1,,,
school,9,6.26,1.8824,,1,,1,
thesis,1,5.35,1.8507,,1,,,
girl,2,7.0,1.1606,,1,1,,
held,9,5.28,1.2784,,1,1,1,
day,5,6.24,1.3637,,2,,,
nice,1,7.38,1.5104,,1,,,
panel,3,5.54,1.2811,,1,,1,
projects,1,5.46,1.5935,,1,,,
regret,1,3.12,1.507,,1,,,
tony,3,5.52,1.1822,,2,1,,
blair,2,5.04,1.2115,,2,,,
family,7,7.72,1.3099,,1,1,,2
wounds,1,2.8,2.0203,,1,,,
relatives,2,6.6,1.8626,,1,,,
fallen,1,3.52,1.4177,,1,,,
offers,7,6.48,1.555,,1,1,,
music,3,8.02,1.1156,,2,,,
cracks,2,4.0,1.3553,,1,,,
expect,1,5.9,0.9742,,1,,,
aims,4,6.27,1.2209,,2,,,
mining,2,4.84,1.5434,,1,,,
companies,3,5.26,1.0264,,3,,,
buy,1,6.28,1.3559,,1,,,
influence,4,5.64,1.2415,,1,,,1
conditions,5,4.78,1.4748,,1,,,
guards,2,4.3,1.7173,,1,,,
tell,2,5.42,1.0319,,1,1,,
trail,1,6.14,1.143,,1,,,
seas,1,6.86,1.6289,,1,,,
woman,5,6.84,1.6458,,1,,1,
let,3,5.38,1.0079,,2,,,
home,13,7.14,1.8296,,4,,1,
humanity,1,7.02,1.6265,,1,,,
drug,11,3.2,2.0702,,1,,1,
mob,2,3.56,1.8644,,1,,1,
festival,4,7.7,1.0738,,2,,,
chapter,2,5.6,1.2122,,2,,,
tobacco,1,3.48,2.1782,,1,,,
alive,2,7.18,1.2887,,1,,1,
contrary,1,4.24,1.5211,,1,,,
turkey,14,6.16,1.8111,,3,2,1,1
distance,1,4.5,1.3132,,1,,,
classified,1,5.34,1.4514,,1,,,
pages,1,5.62,0.9875,,1,,,
easter,1,6.88,1.698,,1,,,
rising,3,6.54,1.1104,,1,1,,
suspects,3,3.6,1.1952,,2,,1,
growing,2,6.52,0.9947,,1,,,1
rich,2,7.98,1.3169,,2,,,
crisis,8,2.48,1.6689,,1,1,1,
payments,2,5.76,2.1434,,1,,,
politicians,4,3.34,1.1359,,1,,1,
plants,2,7.1,1.2976,,1,,,
work,4,5.24,2.105,,2,,,
born,1,6.82,1.6499,,1,,,
need,4,4.84,1.4337,,1,,,1
complaint,1,2.86,1.0104,,1,,,
queen,5,6.24,1.7907,,2,,,
elizabeth,4,6.14,1.7263,,2,,,
exit,1,4.78,1.5687,,1,,,
earthquake,4,1.9,1.1995,,1,,1,
little,3,4.6,1.3401,,1,,,
subjected,1,3.86,1.3999,,1,,,
strife,1,4.02,1.8349,,1,,,
turning,3,5.32,1.019,,2,1,,
failing,1,2.52,1.2656,,1,,,
southeast,2,5.68,1.2196,,1,,,
lung,1,5.4,1.3093,,1,,,
steel,4,5.08,1.1578,,1,,,
send,4,5.38,1.3536,,1,,1,
art,2,6.6,1.4983,,1,,,
training,3,5.74,1.3969,,1,,,
pregnant,2,6.22,2.0829,,1,,,
birth,1,7.12,1.6117,,1,,,
defect,1,3.21,1.7005,,1,,,
rise,16,6.36,1.5618,,3,2,,1
leading,3,6.64,1.5086,,1,,,
key,12,5.82,1.0631,,1,1,1,
draft,5,5.02,1.4068,,2,,,
culture,3,6.72,1.8075,,1,,,
active,3,6.82,1.7692,,2,,,
program,4,5.68,1.2196,,1,,,
yields,1,6.2,1.4286,,1,,,
dividends,1,6.14,1.552,,1,,,
core,2,5.38,1.0859,,1,1,,
conflicts,3,2.96,1.4563,,1,,1,
accused,7,2.92,1.5497,,1,,2,2
look,4,5.54,1.1287,,1,,,
tension,2,2.94,1.5832,,1,,,
happened,3,5.02,1.1865,,1,1,1,
wonders,1,6.78,1.8876,,1,,,
long,8,4.74,1.6637,,1,1,,1
solution,8,6.84,1.3756,,2,2,2,
david,1,5.5,1.1473,,1,,,
choice,1,6.24,1.318,,1,,,
hostile,2,3.02,1.9737,,1,1,,
cure,2,7.14,1.512,,2,,,
dam,2,4.84,1.2349,,1,,,
tests,5,4.28,1.6787,,2,,,
apparently,1,5.54,1.1104,,1,,,
expert,2,6.64,1.3211,,1,,,
donald,1,5.48,1.2493,,1,,,
trained,1,5.86,1.4984,,1,,,
ranks,1,5.42,1.6793,,1,,,
reminds,1,5.4,1.1952,,1,,,
boss,2,4.18,1.5868,,1,,,
leaving,1,3.58,1.2792,,1,,,
dozen,2,5.46,1.1104,,1,,,
violent,3,2.06,1.3463,,1,,,
study,7,6.12,1.6243,,1,1,,
policies,1,5.12,1.6368,,1,,,
license,1,5.56,1.3426,,1,,,
cow,2,5.82,1.4665,,1,1,,
protection,1,6.56,1.3273,,1,,,
helped,6,7.28,1.2943,,1,1,,
extends,2,5.56,1.0134,,1,,,
cell,1,5.12,1.409,,1,,,
conservative,1,4.54,1.9505,,1,,,
puts,5,5.1,0.6468,,1,,,
grants,2,6.7,1.2495,,1,,,
jews,3,5.62,1.5372,,1,,,
minority,1,4.24,1.546,,1,,,
explanation,1,5.56,0.993,,1,,,
fish,1,6.58,1.7507,,1,,,
vietnam,4,4.42,1.9804,,1,,1,
taxes,2,2.7,1.5286,,1,,1,
rebounds,1,5.32,1.3161,,1,,,
votes,4,6.08,1.5758,,1,,,2
extend,2,6.0,0.9035,,2,,,
bars,6,5.68,1.5836,,1,,,1
lifted,3,6.2,1.2289,,2,,,
islam,1,4.68,2.325,,1,,,
religion,2,6.0,1.8295,,1,,1,
goes,9,5.26,1.1214,,1,,1,1
rocket,3,6.38,1.7366,,2,,,
does,10,5.22,1.2501,,1,,1,
marine,1,5.72,1.6542,,1,,,
point,4,5.42,0.9055,,1,1,,
bid,6,5.26,1.192,,1,1,,
natural,1,6.56,1.4868,,1,,,
men,4,5.94,1.3911,,1,,1,1
convicted,5,3.2,1.7728,,1,,,
win,6,8.12,1.0812,,1,1,,
sanctions,6,3.86,1.7844,,1,1,,
raise,1,6.74,1.209,,1,,,
campaign,2,5.34,1.5467,,1,1,,
remedy,1,6.45,1.5419,,1,,,
targets,1,4.76,1.4786,,1,,,
uncertain,1,3.88,1.1481,,1,,,
controls,2,5.02,1.3323,,1,,,
port,1,5.36,1.4394,,1,,,
arrests,4,2.72,1.5913,,,2,,
land,6,6.18,1.3354,,,1,,
hill,1,5.98,1.3923,,,1,,
acts,1,5.48,1.1471,,,1,,
temporary,1,4.5,1.3439,,,1,,
surface,1,5.32,1.0774,,,1,,
shines,1,7.6,1.5944,,,1,,
priests,2,5.51,2.0117,,,1,,
urban,1,5.84,1.5566,,,1,,
developed,2,6.36,1.4813,,,1,1,
save,5,6.54,1.1643,,,1,,1
italy,7,6.18,1.4665,,,1,,
quiet,1,5.5,1.8098,,,1,,
farmers,3,6.34,1.1886,,,1,2,
tensions,7,2.66,1.2554,,,2,,1
file,2,5.22,1.2664,,,1,,
medicine,1,5.08,1.6884,,,1,,
raised,2,6.56,1.2316,,,1,,
maximum,1,6.38,1.5238,,,1,,
manchester,1,5.56,1.3273,,,1,,
quit,2,3.9,1.4604,,,1,,
doctor,3,5.34,1.6239,,,1,,
holocaust,3,2.22,1.7876,,,1,,
survivors,2,6.66,1.3342,,,1,,
poland,4,5.88,1.3346,,,1,,
powers,3,6.66,1.3188,,,1,,
narrow,2,4.54,0.9941,,,2,,
hindu,1,5.69,1.8583,,,1,,
tried,3,5.48,1.6443,,,1,,
orders,11,4.24,1.4786,,,2,1,
goal,2,7.02,1.2204,,,1,,
checking,2,5.2,1.3702,,,1,,1
slow,3,3.78,1.1119,,,1,,
migration,1,5.7,1.374,,,1,,
route,1,5.48,1.2162,,,1,,
thousands,9,6.14,1.0692,,,2,,
film,1,6.56,1.58,,,1,,
chance,2,6.44,1.4165,,,1,,
democrats,3,5.5,1.9923,,,1,,
grand,2,7.06,1.3614,,,2,,
coalition,3,5.46,1.4172,,,2,,
ireland,5,5.98,1.3626,,,1,1,
socks,1,5.06,1.4201,,,1,,
steal,2,2.46,1.6807,,,1,,
holiday,3,7.68,1.3005,,,1,,
broke,2,2.54,1.2811,,,1,,
ethics,1,6.52,1.3589,,,1,,
gets,7,5.84,1.2993,,,2,,1
jail,2,1.76,1.0214,,,1,,
spill,1,4.47,1.6845,,,1,,
chief,10,6.18,1.1551,,,1,1,1
slave,1,2.06,1.4626,,,1,,
auction,1,5.78,1.5425,,,1,,
raped,2,1.64,1.4251,,,2,,
read,7,6.52,1.581,,,2,,
latest,10,6.06,1.3614,,,1,1,
reconstruction,1,5.8,1.6036,,,1,,
theory,2,5.42,1.4859,,,1,,1
citing,3,4.72,1.4434,,,1,,
amazon,1,6.8,1.5386,,,1,,
tribe,1,5.92,1.3679,,,1,,
heed,1,5.31,1.2111,,,1,,
russians,11,5.2,1.3851,,,1,1,1
catch,1,5.74,1.3822,,,1,,
voting,5,6.02,1.3775,,,1,,2
levels,1,5.3,0.953,,,1,,
charged,5,5.04,1.5903,,,2,1,1
twice,2,5.6,1.1429,,,1,,
night,1,6.22,1.2982,,,1,,
launch,1,6.4,1.2936,,,1,,
boat,2,6.08,1.4824,,,1,,
worst,5,2.1,1.3439,,,2,1,
helps,1,6.6,1.5649,,,1,,
slaughter,1,2.41,1.8362,,,1,,
bishop,3,5.3,1.6194,,,2,,
hide,2,4.36,1.4107,,,1,,
scheme,1,4.82,1.6668,,,1,,
ship,7,5.96,1.2282,,,1,,1
earlier,3,5.4,1.2289,,,1,,
footage,4,5.68,1.0583,,,1,,1
abc,1,5.24,1.0012,,,1,,
defend,1,5.22,1.7177,,,1,,
view,2,5.72,1.1256,,,2,,
babies,3,7.46,1.5012,,,1,1,1
likely,8,6.44,1.2149,,,1,,2
diplomat,3,5.28,1.4852,,,1,,
saying,4,5.6,0.8571,,,1,,
practices,1,5.66,1.3188,,,1,,
survived,2,6.88,1.4797,,,1,,1
intelligence,13,7.3,1.1995,,,2,,
service,6,6.0,1.1606,,,1,,1
aides,3,5.92,1.3827,,,1,,
contact,1,6.08,0.9864,,,1,,
agents,4,5.0,1.2936,,,1,1,
half,2,4.6,1.0102,,,1,,
brother,1,7.22,1.2337,,,1,,
began,1,5.98,0.9581,,,1,,
psychiatric,1,4.24,1.3334,,,1,,
africa,10,5.26,2.0782,,,1,2,
died,6,1.56,1.198,,,1,,1
pentagon,8,5.02,1.6098,,,2,,2
communist,3,4.32,1.7431,,,1,,
live,4,6.84,1.5167,,,1,,1
benjamin,1,5.68,1.2196,,,1,,
sought,1,5.06,1.3001,,,1,,
hunting,1,4.1,2.0127,,,1,,
feet,1,5.58,1.2631,,,1,,
mean,4,3.68,1.9213,,,1,,
ready,3,6.58,1.1622,,,1,1,
remains,7,4.42,1.4441,,,1,1,
stuck,2,3.66,1.1178,,,1,,
offensive,3,3.02,1.5583,,,1,,
place,3,5.56,1.198,,,1,1,
names,1,5.32,0.9988,,,1,,
die,3,1.74,1.192,,,1,,1
sergeant,1,5.26,1.2747,,,1,,
trying,5,5.78,1.1657,,,1,,2
closed,3,3.66,1.5986,,,1,,
reorganization,1,5.4,1.4846,,,1,,
assistance,1,5.96,1.428,,,1,,
takes,5,5.04,1.1421,,,1,,
julie,1,5.42,1.1796,,,1,,
satellite,2,5.72,1.3559,,,1,,
reveal,2,5.96,1.3547,,,1,,1
edges,1,5.1,1.5332,,,1,,
digital,1,6.12,1.4234,,,1,,
gulf,3,5.4,1.7143,,,1,1,
republic,2,5.76,1.5851,,,1,,1
race,5,5.76,1.4365,,,1,,
george,3,5.26,1.0654,,,1,1,
occupy,1,5.66,1.5598,,,1,,
clear,1,6.3,1.1294,,,1,,
remarks,2,4.88,1.5732,,,1,,
speaks,1,5.68,1.1856,,,1,,
promise,1,7.18,1.1899,,,1,,
expanding,4,5.72,1.3254,,,1,,
penalty,1,2.84,1.3149,,,1,,
storm,3,4.26,2.0082,,,1,1,
compound,2,5.48,1.2974,,,1,,
lot,1,5.78,1.3746,,,1,,
like,1,7.22,1.2171,,,1,,
bin,1,4.96,1.3087,,,1,,
re-election,2,4.76,1.6971,,,1,,
widely,1,5.62,1.0476,,,1,,
watched,1,5.46,1.2651,,,1,,
pick,1,5.6,0.9689,,,1,,
sullivan,1,5.34,0.8947,,,1,,
largest,7,6.34,1.3793,,,1,,
happens,1,5.2,1.2122,,,1,,
exist,1,5.9,1.6812,,,1,,
require,4,4.44,1.3118,,,1,,
raising,3,6.26,1.2257,,,1,,
drugs,2,2.66,1.6364,,,1,,
america,3,6.76,1.5194,,,1,,
faces,8,6.2,1.4569,,,1,1,1
voters,3,5.58,1.3107,,,1,,
cable,2,5.64,1.5221,,,1,,
eastern,9,5.76,1.4223,,,1,1,
yellow,1,5.8,1.4569,,,1,,
fever,1,2.78,1.5556,,,1,,
block,4,4.02,1.4213,,,1,,2
access,6,5.88,1.2558,,,1,,
scientist,5,6.18,1.2887,,,,1,
edited,1,5.24,1.135,,,,1,
kept,3,5.74,1.1031,,,,1,
guard,3,4.88,1.6243,,,,1,
advocate,1,5.18,1.6622,,,,1,
princess,2,7.08,1.5758,,,,1,
2nd,2,4.88,1.5471,,,,1,
wait,1,3.74,1.209,,,,1,
camps,7,5.56,1.6801,,,,3,1
did,2,5.58,1.1265,,,,1,
count,3,5.5,1.0546,,,,1,
fed,1,5.78,1.4886,,,,1,
book,1,7.24,1.2048,,,,1,
changing,1,5.8,1.4428,,,,1,
mount,1,5.54,1.2651,,,,1,
atomic,2,4.61,1.789,,,,1,
link,3,5.78,1.1119,,,,1,
fact,3,5.9,1.3286,,,,2,1
bold,2,5.66,1.7912,,,,1,
crime,5,2.2,1.2617,,,,1,1
immigration,2,5.2,1.3553,,,,1,
contain,1,5.7,1.1824,,,,1,
keeps,2,5.88,1.3192,,,,1,1
offer,3,6.62,1.028,,,,1,1
question,2,4.98,1.7319,,,,1,1
western,9,6.1,1.359,,,,2,
step,1,5.32,0.8676,,,,1,
aside,1,4.76,0.9161,,,,1,
protest,12,3.56,1.4591,,,,3,
deficit,1,3.08,1.3529,,,,1,
talk,3,6.06,1.0577,,,,1,
youth,2,6.62,1.8832,,,,2,
october,1,5.88,1.4234,,,,1,
pressed,1,4.62,1.3076,,,,1,
ambassador,6,5.78,1.5687,,,,1,1
silent,3,5.12,1.5471,,,,1,
rural,1,5.78,1.6573,,,,1,
victim,1,2.38,1.4126,,,,1,
prisoners,8,2.44,1.4591,,,,2,
appear,5,5.84,0.8172,,,,1,
crown,4,6.62,1.4693,,,,1,
enemies,1,2.44,1.473,,,,1,
mike,1,5.3,1.4463,,,,1,
fate,2,4.78,1.2664,,,,1,
officers,3,4.98,1.672,,,,1,
3rd,2,4.96,1.1945,,,,1,
summit,2,5.52,1.6193,,,,2,
end,6,4.36,1.7351,,,,1,1
tech,1,6.22,1.3293,,,,1,
olympics,2,7.02,1.3476,,,,1,
potential,2,6.68,1.0774,,,,1,
hockey,1,5.42,1.6793,,,,1,
team,8,6.26,1.4259,,,,3,
wanted,1,5.08,1.7825,,,,1,
brought,1,5.9,1.3286,,,,1,
black,4,4.88,1.8366,,,,1,
recent,4,5.56,1.1095,,,,1,
dangerous,2,2.44,1.4591,,,,1,
problem,2,2.98,1.4068,,,,1,
driving,3,6.18,1.6499,,,,1,
gain,1,6.4,1.5386,,,,1,
university,4,6.74,1.3822,,,,1,
iphone,1,6.54,1.854,,,,1,
teachers,1,6.44,1.2961,,,,1,
national,9,5.98,1.1516,,,,1,
stronger,2,7.12,1.0812,,,,1,
unions,1,5.28,1.6542,,,,1,
higher,1,6.46,1.2157,,,,1,
catholic,4,5.3,1.8323,,,,1,1
heard,1,5.36,0.802,,,,1,
adviser,3,5.48,1.821,,,,1,
cabinet,4,5.68,1.1328,,,,1,
undercover,1,5.04,1.6031,,,,1,
surprisingly,1,6.82,1.32,,,,1,
high,7,6.64,1.2081,,,,1,
slavery,1,2.02,1.5842,,,,1,
doing,1,5.5,1.1995,,,,1,
theft,2,2.3,1.374,,,,1,1
cave,1,5.73,1.5913,,,,1,
soccer,4,6.44,1.5407,,,,1,
sharp,1,4.84,1.6946,,,,1,
husband,1,6.62,1.7484,,,,1,
lawyer,2,3.84,1.4194,,,,1,
left,3,4.64,1.4394,,,,1,
judge,7,4.92,1.6015,,,,1,
source,1,5.72,1.2129,,,,1,
sense,1,6.3,1.0351,,,,1,
father,3,7.06,1.7427,,,,1,
skip,1,5.32,1.463,,,,1,
royal,8,5.82,1.6374,,,,1,1
site,2,5.32,0.7939,,,,1,
plays,4,6.72,1.5784,,,,1,
asked,3,5.36,1.2739,,,,1,
record,9,5.78,1.4039,,,,1,1
number,5,5.3,0.9313,,,,1,
fuel,5,5.4,1.178,,,,1,
triple,1,5.98,1.1337,,,,1,
wales,1,5.96,1.4994,,,,1,
fear,3,2.32,1.3005,,,,2,
outside,4,5.8,1.6782,,,,1,
returns,1,5.24,1.5059,,,,1,
met,8,5.82,0.919,,,,1,
secret,6,4.84,1.6081,,,,1,1
abortion,2,2.6,1.5253,,,,1,1
singer,1,6.82,1.4525,,,,1,
conspiracy,1,3.28,1.4574,,,,1,
theories,1,6.06,1.4507,,,,1,
honored,1,7.14,1.2779,,,,1,
funeral,6,2.1,1.5551,,,,1,
tweets,1,5.42,1.9701,,,,1,
rains,1,6.01,1.8722,,,,1,
country,8,6.28,1.7148,,,,1,1
champagne,1,6.82,1.746,,,,1,
roses,1,7.52,1.2493,,,,1,
tips,1,6.28,1.5784,,,,1,
television,5,6.66,1.5858,,,,1,1
period,1,4.72,1.4291,,,,1,
promises,2,6.26,1.5493,,,,1,
funds,4,6.12,1.8254,,,,1,
recovery,1,6.64,1.495,,,,1,
granted,1,6.14,1.8071,,,,1,
spent,2,4.76,1.546,,,,1,
stop,4,3.9,1.3439,,,,1,
pupils,1,5.76,1.4935,,,,1,
class,3,5.52,1.7756,,,,1,
turns,2,5.2,0.9035,,,,1,
witness,1,4.82,1.3656,,,,1,
building,3,5.94,1.1141,,,,1,
guns,1,2.98,2.0151,,,,1,
reporters,3,5.18,1.3506,,,,1,
obtaining,1,5.81,1.3616,,,,1,
governor,14,5.14,1.1608,,,,1,
faith,2,7.08,1.4405,,,,1,
towns,1,6.06,1.1502,,,,1,
quietly,1,5.72,1.4003,,,,1,
break,4,5.04,1.8178,,,,1,
doom,1,3.12,1.9217,,,,1,
paintings,1,6.9,1.594,,,,,1
candidates,1,5.18,1.4803,,,,,1
lead,3,6.28,1.4574,,,,,1
