word,count,happs_score,stddev
seized,1,3.44,1.4591
hong,1,4.86,0.9691
kong,1,5.44,1.1808
hotel,1,6.16,1.5954
taken,1,4.28,1.4714
facebook,1,6.08,1.9361
live,1,6.84,1.5167
benjamin,1,5.68,1.2196
sought,1,5.06,1.3001
deal,2,6.32,1.0774
hostile,1,3.02,1.9737
elections,2,4.48,1.5285
hunting,1,4.1,2.0127
feet,1,5.58,1.2631
mean,1,3.68,1.9213
ready,1,6.58,1.1622
family,1,7.72,1.3099
executed,1,3.94,2.2023
hundreds,1,5.96,1.6655
commander,1,5.26,1.5093
relief,1,6.86,1.6037
blocked,1,3.64,1.4535
remains,1,4.42,1.4441
stuck,1,3.66,1.1178
offensive,1,3.02,1.5583
place,1,5.56,1.198
names,1,5.32,0.9988
department,3,5.26,1.1031
media,4,5.62,1.8058
twitter,1,5.46,1.9082
die,1,1.74,1.192
embassy,1,5.4,1.3401
army,1,4.48,2.0126
sergeant,1,5.26,1.2747
trying,1,5.78,1.1657
aid,1,6.24,1.3637
crimes,1,2.14,1.3704
office,2,5.12,1.6243
closed,1,3.66,1.5986
reorganization,1,5.4,1.4846
plan,1,6.14,1.2779
assistance,1,5.96,1.428
takes,1,5.04,1.1421
aim,1,5.86,1.1068
shot,1,2.5,1.6568
julie,1,5.42,1.1796
satellite,1,5.72,1.3559
images,1,6.34,1.2224
reveal,1,5.96,1.3547
edges,1,5.1,1.5332
ahead,1,6.08,1.3679
digital,1,6.12,1.4234
human,1,6.26,1.6389
moves,1,5.68,0.957
planning,1,6.16,1.4619
strategy,1,6.24,1.2382
gulf,1,5.4,1.7143
countries,1,5.68,0.9781
voices,1,5.56,1.5005
concern,1,4.04,1.6157
held,1,5.28,1.2784
republic,1,5.76,1.5851
mexico,1,5.84,1.7186
race,1,5.76,1.4365
george,1,5.26,1.0654
turning,1,5.32,1.019
taiwan,1,5.36,1.2739
occupy,1,5.66,1.5598
scores,1,5.9,1.1294
win,1,8.12,1.0812
key,1,5.82,1.0631
german,2,5.34,1.394
history,1,5.84,1.5032
wins,2,7.44,1.2643
kills,2,1.78,1.2337
dozens,1,5.7,1.2817
camp,1,6.26,1.5361
wants,1,5.38,1.3231
clear,1,6.3,1.1294
remarks,1,4.88,1.5732
speaks,1,5.68,1.1856
promise,1,7.18,1.1899
security,1,6.1,1.632
indian,2,6.26,1.7706
expanding,1,5.72,1.3254
penalty,1,2.84,1.3149
killing,1,1.7,1.359
cow,1,5.82,1.4665
life,1,7.32,1.6956
prison,1,2.06,1.4765
storm,1,4.26,2.0082
compound,1,5.48,1.2974
lot,1,5.78,1.3746
like,1,7.22,1.2171
bin,1,4.96,1.3087
re-election,1,4.76,1.6971
bid,1,5.26,1.192
widely,1,5.62,1.0476
watched,1,5.46,1.2651
expected,1,5.74,1.1214
pick,1,5.6,0.9689
john,1,5.08,1.1578
sullivan,1,5.34,0.8947
mexican,2,5.4,1.5253
limits,1,4.0,1.1952
global,1,6.0,1.4846
legal,1,5.18,1.746
power,1,6.68,1.4907
largest,1,6.34,1.3793
happens,1,5.2,1.2122
fight,1,2.7,1.7409
exist,1,5.9,1.6812
shooting,1,2.52,1.7407
washington,1,6.04,1.2115
require,1,4.44,1.3118
study,1,6.12,1.6243
raising,1,6.26,1.2257
official,2,5.38,1.028
efforts,1,5.6,1.4569
drugs,1,2.66,1.6364
fears,1,2.68,1.2688
america,1,6.76,1.5194
solution,2,6.84,1.3756
debate,1,4.94,1.5174
backs,2,5.34,1.4373
palestinian,2,4.62,1.6022
away,1,4.22,1.2664
palestinians,1,4.5,1.1995
appears,1,5.68,1.0774
faces,1,6.2,1.4569
voters,1,5.58,1.3107
cable,1,5.64,1.5221
draws,1,6.18,1.32
eastern,1,5.76,1.4223
leaders,1,5.88,1.3192
push,1,4.44,1.473
yellow,1,5.8,1.4569
fever,1,2.78,1.5556
emergency,1,3.06,1.7775
block,1,4.02,1.4213
access,1,5.88,1.2558
city,1,5.76,1.546
tells,1,5.32,1.2688
