word,count,happs_score,stddev
islamic,14,4.66,1.5201
state,52,5.28,0.9697
claims,28,4.72,1.4434
deadly,5,2.9,1.8171
blast,2,4.22,2.1217
center,2,5.3,0.9949
australia,1,6.4,1.5908
claim,10,5.18,1.4941
arrests,2,2.72,1.5913
oil,1,4.88,1.6368
corruption,2,2.14,1.3095
stakes,1,4.78,0.9538
south,5,6.16,1.6081
china,12,5.4,1.7023
sea,4,6.94,1.2843
saudi,2,4.58,1.4299
free,1,7.96,1.261
vast,2,5.64,1.5354
land,1,6.18,1.3354
canada,1,5.98,1.5318
parliament,3,4.98,1.2856
hill,1,5.98,1.3923
afghanistan,4,3.56,1.7861
acts,1,5.48,1.1471
ban,2,2.66,1.3188
temporary,1,4.5,1.3439
sexual,2,6.2,1.4569
surface,1,5.32,1.0774
shines,1,7.6,1.5944
light,1,6.4,1.5119
child,1,7.24,1.5592
abuse,1,1.88,1.2395
priests,1,5.51,2.0117
iraq,1,3.9,1.6568
victory,3,7.98,1.0784
urban,1,5.84,1.5566
tony,1,5.52,1.1822
australian,5,6.26,1.2257
supporter,1,6.76,1.2216
long,1,4.74,1.6637
starts,1,5.96,1.1945
north,8,5.52,1.2162
korea,7,5.34,1.3793
developed,1,6.36,1.4813
hydrogen,1,5.63,1.3798
bomb,1,1.96,1.2771
save,1,6.54,1.1643
british,2,5.66,1.6977
italy,1,6.18,1.4665
attack,7,2.42,1.4299
quiet,1,5.5,1.8098
suicide,2,1.3,0.8391
farmers,1,6.34,1.1886
lady,1,6.6,1.4569
said,2,5.38,0.901
seek,1,5.72,1.1613
diplomatic,1,5.82,1.6374
assault,1,2.56,1.6557
new,4,6.82,1.1373
bad,1,2.64,1.4675
bombing,3,2.24,1.4786
killed,4,1.56,1.2316
pakistan,1,3.94,1.1502
election,4,5.18,1.3506
tensions,2,2.66,1.2554
rise,2,6.36,1.5618
opposition,1,3.48,1.2329
fraud,2,2.3,1.1824
india,3,6.42,1.9804
file,1,5.22,1.2664
rival,1,3.68,1.5043
medicine,1,5.08,1.6884
despite,1,4.48,1.3438
evidence,1,5.64,1.2578
party,6,7.58,1.4581
track,1,5.14,1.143
majority,1,5.9,1.1112
sails,1,6.38,1.3834
near,2,5.72,1.6041
island,3,6.78,1.5425
claimed,3,5.4,1.178
beijing,1,5.24,1.685
terror,1,1.76,1.0012
alert,1,5.28,1.8075
britain,1,5.78,1.8767
raised,1,6.56,1.2316
maximum,1,6.38,1.5238
manchester,1,5.56,1.3273
president,1,5.86,2.1094
calls,1,5.42,1.0319
quit,1,3.9,1.4604
amid,1,5.08,1.14
dutch,1,5.62,1.1761
doctor,1,5.34,1.6239
lawsuit,1,2.96,1.6157
holocaust,1,2.22,1.7876
survivors,1,6.66,1.3342
poland,1,5.88,1.3346
website,1,6.28,1.1613
ties,2,5.24,1.4507
powers,1,6.66,1.3188
turkey,2,6.16,1.8111
narrow,2,4.54,0.9941
hindu,1,5.69,1.8583
group,1,5.92,1.2095
christians,1,6.02,2.0151
tried,1,5.48,1.6443
forced,2,3.16,1.2675
trump,12,5.3,1.7053
campaign,1,5.34,1.5467
trade,3,6.18,1.0039
orders,2,4.24,1.4786
military,4,4.78,1.753
parts,1,5.24,1.1168
sue,1,4.3,2.1595
offers,1,6.48,1.555
progress,2,7.26,1.1572
goal,1,7.02,1.2204
missile,2,3.24,1.8905
test,1,4.06,1.4057
nato,1,4.92,1.7004
checking,1,5.2,1.3702
civilians,1,5.64,1.1386
slow,1,3.78,1.1119
migration,1,5.7,1.374
route,1,5.48,1.2162
thousands,2,6.14,1.0692
lives,1,6.22,1.148
market,1,6.28,1.6041
voice,1,5.76,1.0606
coal,1,4.96,1.7138
just,1,5.76,1.6233
journalist,1,5.54,1.3584
responsibility,1,5.72,1.6542
women,1,7.12,1.4658
film,1,6.56,1.58
dispute,1,3.54,1.7286
chance,1,6.44,1.4165
discuss,8,5.96,1.2282
rape,2,1.44,0.7866
social,1,6.22,1.0359
democrats,1,5.5,1.9923
grand,2,7.06,1.3614
coalition,2,5.46,1.4172
korean,1,5.48,1.4741
discussing,2,5.76,1.7209
crisis,1,2.48,1.6689
visits,1,6.4,1.2936
ireland,1,5.98,1.3626
socks,1,5.06,1.4201
steal,1,2.46,1.6807
iran,3,4.3,1.632
issue,1,4.48,1.4032
americans,1,6.5,1.6933
rising,1,6.54,1.1104
journalists,1,5.2,1.5119
egypt,2,6.26,1.1572
press,1,5.36,1.2249
freedom,1,7.9,1.4178
world,2,6.52,1.6567
general,1,5.32,1.1328
russia,2,5.5,1.374
meeting,2,5.46,1.3433
leader,3,6.38,1.3384
holiday,1,7.68,1.3005
broke,1,2.54,1.2811
ethics,1,6.52,1.3589
report,35,4.76,1.3334
says,25,5.28,1.1959
blogger,1,5.46,1.1287
gets,2,5.84,1.2993
years,2,5.28,1.4714
jail,1,1.76,1.0214
reporting,2,5.12,1.1718
spill,1,4.47,1.6845
chief,1,6.18,1.1551
slave,1,2.06,1.4626
auction,1,5.78,1.5425
raped,2,1.64,1.4251
police,4,4.58,1.8526
read,2,6.52,1.581
latest,1,6.06,1.3614
reconstruction,1,5.8,1.6036
war,4,1.8,1.4142
french,1,5.96,1.5381
government,1,4.64,1.6383
theory,1,5.42,1.4859
plane,1,6.3,1.632
reports,12,5.0,1.5119
big,3,6.22,1.5022
hate,1,2.34,1.8802
citing,1,4.72,1.4434
terrorist,1,1.3,0.9091
attacks,2,2.46,1.4598
shows,3,6.08,1.0467
private,1,5.92,1.3529
amazon,1,6.8,1.5386
tribe,1,5.92,1.3679
members,1,5.66,1.2224
reported,5,5.12,1.2558
brazil,2,6.1,1.359
nuclear,2,3.28,1.7847
heed,1,5.31,1.2111
russians,1,5.2,1.3851
arrested,1,1.64,1.0053
charges,2,3.94,1.5308
helped,1,7.28,1.2943
catch,1,5.74,1.3822
false,1,3.18,1.3506
voting,1,6.02,1.3775
company,1,5.44,1.58
charity,1,6.4,1.906
shut,2,3.56,1.0333
sex,3,7.44,1.6801
levels,1,5.3,0.953
violence,1,1.86,1.05
man,2,5.9,1.4033
charged,2,5.04,1.5903
girl,1,7.0,1.1606
twice,1,5.6,1.1429
night,1,6.22,1.2982
successful,1,8.16,1.0759
launch,1,6.4,1.2936
sanctions,1,3.86,1.7844
attacked,1,2.52,1.555
boat,1,6.08,1.4824
agency,2,5.26,0.9216
worst,2,2.1,1.3439
core,1,5.38,1.0859
helps,1,6.6,1.5649
fund,1,6.04,1.1241
chemical,2,4.18,1.3952
arms,1,5.38,0.9875
used,2,4.6,1.4846
investigate,3,5.1,1.2976
slaughter,1,2.41,1.8362
church,1,5.48,1.8543
england,1,6.28,1.5258
bishop,2,5.3,1.6194
hide,1,4.36,1.4107
brazilian,1,6.06,1.4486
scheme,1,4.82,1.6668
japan,1,6.0,1.3093
ship,1,5.96,1.2282
happened,1,5.02,1.1865
earlier,1,5.4,1.2289
footage,1,5.68,1.0583
iraqi,3,3.96,1.3991
forces,3,4.18,1.5868
abc,1,5.24,1.0012
killings,1,1.8,1.5386
right,1,6.54,1.2651
defend,1,5.22,1.7177
weapons,1,2.4,1.6903
chinese,4,5.64,1.4813
news,1,5.6,1.5518
tell,1,5.42,1.0319
view,2,5.72,1.1256
muslim,1,4.64,1.6995
babies,1,7.46,1.5012
likely,1,6.44,1.2149
rights,1,6.48,1.555
council,1,4.94,1.3157
diplomat,1,5.28,1.4852
israel,3,4.78,1.7296
saying,1,5.6,0.8571
practices,1,5.66,1.3188
children,1,7.12,1.3498
survived,1,6.88,1.4797
american,2,6.74,1.5228
point,1,5.42,0.9055
message,1,6.08,1.122
peace,1,7.86,1.3403
talks,1,5.82,1.207
response,1,5.68,1.2688
intelligence,2,7.3,1.1995
service,1,6.0,1.1606
blocks,1,4.54,1.4172
cnn,1,5.18,1.4525
aides,1,5.92,1.3827
contact,1,6.08,0.9864
agents,1,5.0,1.2936
kim,1,5.22,1.5817
half,1,4.6,1.0102
brother,1,7.22,1.2337
bombs,1,2.86,2.2679
began,1,5.98,0.9581
psychiatric,1,4.24,1.3334
patients,1,3.66,1.4086
africa,1,5.26,2.0782
died,1,1.56,1.198
finds,1,5.94,1.2521
pentagon,2,5.02,1.6098
officials,2,4.76,1.3637
data,1,5.7,1.0738
communist,1,4.32,1.7431
