pub_date,headline,happs_score
2018-10-30,"Chinese Military May Gain From Western University Ties, Report Warns",5.635
2018-10-25,China Mocks Report It Tapped Trump’s iPhone (and Plugs Its Own Competitor),5.473333333333334
2018-10-15,"‘Shocking and Abhorrent’ Abuse Rampant in U.K. Parliament, Report Says",4.5280000000000005
2018-10-11,Germany’s Far-Right AfD Urges Students to Report Biased Teachers,5.615000000000001
2018-10-11,"Quake Hits Indonesia, and Deaths Are Reported",4.424
2018-10-08,"Skripal Poisoning Suspect Is a Russian Military Doctor, Report Says",4.8428571428571425
2018-10-03,What Happened to Jamal Khashoggi? Conflicting Reports Deepen a Mystery,5.113333333333333
2018-09-10,Several Reported Killed in Libya as Gunmen Storm National Oil Company,4.846666666666667
2018-09-04,"U.K. Economy Needs Stronger Unions and Higher Taxes on Rich, Report Says",5.174
2018-08-31,Australia’s Catholic Leaders Reject Call to Report Sex Abuse Heard in Confessions,5.204444444444444
2018-08-28,War Crimes Report on Yemen Accuses Saudi Arabia and U.A.E.,4.208571428571427
2018-08-25,Afghan Security Adviser Quits Amid Reports of Cabinet Shakeup,5.38
2018-08-13,‘No Such Thing’: China Denies U.N. Reports of Uighur Detention Camps,5.212
2018-08-10,U.N. Panel Confronts China Over Reports That It Holds a Million Uighurs in Camps,5.436363636363637
2018-07-24,"North Korea Starts Dismantling Key Missile Facilities, Report Says",5.131428571428572
2018-07-20,"U.K. Is Using Children as Undercover Spies, Report Says",5.371428571428572
2018-07-20,Report Finds Surprisingly High Rate of Slavery in Developed Countries,5.4
2018-07-19,"China Is a Climate Leader but Still Isn’t Doing Enough on Emissions, Report Says",5.328333333333334
2018-07-18,Iran Calls Israel’s Reported Theft of Nuclear Trove ‘Laughably Absurd’,4.2266666666666675
2018-07-01,Thailand Cave Rescuers Report Progress in Search for Soccer Team,5.82625
2018-06-27,U.N. Reports Sharp Increase in Children Killed or Maimed in Conflicts,4.891111111111112
2018-06-27,"Sudan Won’t Execute Woman Who Killed Husband After Reported Rape, Lawyer Says",4.925
2018-06-20,"Horrific Details on Syria Chemical Attacks Left Out, for Now, From U.N. Report",4.7175
2018-06-01,Judge Reports Progress in Hammarskjold Crash Inquiry,4.99
2018-05-26,Trump Falsely Says Times Made Up Source in Report on Korea Summit Meeting,5.509999999999999
2018-05-25,"Aboriginal Youth Are Disproportionately Jailed, Report Finds",5.62
2018-05-21,"Palestinian President, Mahmoud Abbas, Is Reported Hospitalized",4.973333333333334
2018-05-15,Aid Agency Chief Reports ‘Tremendous Sense of Optimism’ in North Korea,5.586666666666667
2018-05-14,"Meghan Markle’s Father Will Skip Royal Wedding, Report Says",5.71
2018-04-20,"Suspects in Attack on Ex-Spy Are in Russia, U.K. Newspaper Reports",4.8825
2018-04-18,"Gunmen Shot at U.N. Team Near Site of Reported Chemical Attack, Official Says",4.96
2018-04-16,Russian Journalist Who Reported on Secretive Paramilitary Dies,4.813333333333333
2018-04-07,Poison Gas Attack Reported by Syrian Anti-Government Activists,3.844
2018-03-20,"Nigeria Failed to Act in Schoolgirl Kidnappings by Boko Haram, Report Says",4.762857142857143
2018-02-08,Iran Plays Down Report That U.S. Secretly Asked for Talks on Prisoners,4.878
2018-02-08,Mexico Reports Record Number of Illegal Taps Into Fuel Pipelines,5.0200000000000005
2018-02-02,Reported Cases of Sexual Abuse Against Men Triple in England and Wales,5.1033333333333335
2018-01-23,"Afghan Pedophiles Get Free Pass From U.S. Military, Report Says",5.833333333333333
2018-01-22,"U.N. Peacekeepers Must ‘Not Fear to Use Force’ to Foil Attacks, Report Says",4.682857142857143
2018-12-18,Outside Hungary’s State Television: A Protest. On Air: Pigeon Talk.,5.47
2018-12-07,"U.N. AIDS Agency Is in ‘State of Crisis’ and Needs New Leader, Report Says",5.2219999999999995
2018-12-02,"Macron Returns to Turmoil, as France Weighs State of Emergency",5.005714285714286
2018-12-01,Macron Inspects Damage After ‘Yellow Vest’ Protests as France Weighs State of Emergency,4.590000000000001
2018-11-16,Greek Leader’s Efforts to Loosen Church-State Ties Are Met With Skepticism,5.514285714285713
2018-11-13,Australia’s Prime Minister ‘Surprised’ by State’s Secret Deal With China,5.557142857142857
2018-11-02,"State Dept. Improperly Seized Passports of Americans in Yemen, Inquiry Finds",5.18
2018-10-27,Dozens Dead in Eastern Syria After Clashes with Islamic State,4.9625
2018-10-27,Italians Protest in Rome About Dismal State of the City,5.2700000000000005
2018-10-17,Queensland Becomes Latest Australian State to Decriminalize Abortion,5.163333333333333
2018-10-01,A Protest Singer Finds Her Voice in Vietnam’s Police State,5.391111111111112
2018-09-28,Journalist Who Spread Conspiracy Theories Will Oversee Italy’s State TV,5.4275
2018-09-23,"Iran’s President Condemns Gulf State, and U.S., After Deadly Attack",4.48
2018-09-13,"Kofi Annan, Former U.N. Chief, Is Honored in State Funeral",4.953333333333334
2018-08-31,China’s State Media: Trump Tweets Come From an ‘Alternative Universe’,5.306666666666667
2018-08-27,North Korean State Media Denounce U.S. as Diplomacy Stalls,5.476666666666667
2018-08-22,Chinese State TV Mocks Trump in Sarcastic Video,5.816666666666667
2018-08-17,Kerala Flooding: Hundreds Killed in Indian State’s Worst Rains Since 1920s,4.661428571428572
2018-07-19,Israeli Law Declares the Country the ‘Nation-State of the Jewish People’,5.2
2018-07-18,"After 20-Year ‘State of War,’ a Flight With Champagne and Roses",5.824999999999999
2018-07-04,Islamic State Says Its Leader’s Son Was Killed in Syria,4.870000000000001
2018-06-23,Iraq Says It Bombed a Meeting of Islamic State Leaders in Syria,5.1160000000000005
2018-06-19,"Amid Border Controversy, State Department Draws Fire for Facebook Travel Tips",5.526000000000001
2018-06-19,U.S. Protester Held in Vietnam Confesses on State Television,5.45
2018-06-17,"Claiming ‘Parallel State’ Cabal, Romania’s Leaders Target Anti-Corruption Prosecutor",5.1000000000000005
2018-06-01,Head of Brazil’s State Oil Company Resigns Amid Period of Unrest,5.154999999999999
2018-05-02,Pompeo Promises to Return ‘Swagger’ to the State Department,5.277142857142858
2018-03-31,Britons Accused of Being Islamic State ‘Beatles’ Call Beheadings ‘Regrettable’,4.896666666666667
2018-03-30,Trump Orders State Dept. to Suspend Funds for Syria Recovery,5.397142857142858
2018-03-22,Journalist Killed in Mexican State of Veracruz,4.703333333333334
2018-03-06,Sri Lanka Declares State of Emergency After Mob Attacks on Muslims,4.279999999999999
2018-03-04,State Dept. Was Granted $120 Million to Fight Russian Meddling. It Has Spent $0.,5.155999999999999
2018-02-21,Ireland Tells State-Run Schools: Stop Steering Pupils to Religion Class,5.351428571428571
2018-02-21,Top Aide to Netanyahu Turns State Witness as Graft Cases Multiply,5.33
2018-02-17,"Earthquake Strikes in Oaxaca State, Mexico, Stirring Fear",3.435
2018-01-18,Building a Mini-State With Avocados and Guns,5.02
2018-01-10,Reuters Reporters Are Charged in Myanmar With Obtaining State Secrets,5.35
2018-01-09,Mexican Governor Says His State Is Being Punished for Corruption Inquiry,4.970000000000001
2018-01-07,"Losing Faith in the State, Some Mexican Towns Quietly Break Away",5.164
2018-01-05,"As a 2-State Solution Loses Steam, a 1-State Plan Gains Traction",5.4628571428571435
2018-01-01,Emboldened Israeli Right Presses Moves to Doom 2-State Solution,5.33
