pub_date,headline,happs_score
2015-06-17,Claims of Syrian Chlorine Bombs Counter News of Progress on Chemical Arms,5.088000000000001
2015-06-12,Germany Drops Inquiry Into Claims U.S. Tapped Angela Merkel’s Phone,5.293333333333334
2015-05-29,ISIS Claims Deadly Car Bombings at Baghdad Hotels,4.853333333333334
2015-05-23,Two Sides Claim Victory as Syrian Troops Flee Hospital,5.1275
2015-05-22,ISIS Claims Responsibility for Bombing at Saudi Mosque,4.563333333333333
2015-05-20,North Korea Claims It Has Built Small Nuclear Warheads,4.977499999999999
2015-05-20,Torture Claims in Tunisia Await Truth Commission,4.9959999999999996
2015-05-16,China Stands by Its Claims Over South China Sea Reefs,5.406666666666666
2015-05-15,Kerry Expected to Bring Up China’s Sea Claims During Visit,5.624444444444445
2015-05-13,"Fearing Bangladeshi Blogger Might Claim Asylum, Sweden Blocked Visit That Could Have Saved His Life",5.685
2015-05-13,Burundi General Claims to Oust President Pierre Nkurunziza,5.22
2015-05-08,France: Claims of Abuse by Troops Prompt an Inquiry,4.454285714285715
2015-05-04,Ex-C.I.A. Official Rebuts Republican Claims on Benghazi Attack in ‘The Great War of Our Time’,4.869999999999999
2015-05-03,Al Qaeda Branch Claims Responsibility for Bangladeshi Blogger’s Killing,4.63
2015-04-27,South Korea’s Premier Resigns After Claims He Took an Illegal Cash Gift,5.517999999999999
2015-04-13,Witnesses to Indian Loggers’ Killing Dispute Police Claims of Self-Defense,4.4375
2015-04-13,Florida Ex-Senator Pursues Claims of Saudi Ties to Sept. 11 Attacks,4.8028571428571425
2015-04-11,Separatists Claim Attack That Killed 20 in Pakistan,3.923333333333334
2015-04-04,Findings Reignite Debate on Claim of Jesus’ Bones,5.22
2015-04-01,Claims of Retaliation in Detention of Chinese Anticorruption Campaigner,5.148000000000001
2015-03-31,Group Linked to Islamic State Claims Responsibility for Tunisia Attack,4.931111111111111
2015-03-31,Iraqi Claims That ‘Tikrit Has Fallen’ Is Disputed,4.796
2015-03-27,North Korea Claims to Have Arrested Two Spies From South,4.973333333333334
2015-03-19,"Militants, ISIS Included, Claim Tunisia Museum Attack",4.76
2015-03-18,Syria: Reports Claim Downing of a U.S. Surveillance Drone,5.09
2015-03-17,Egypt: Militants Claim Ambush,5.18
2015-03-12,A Balancing Act as Iraq Claims Gains in Tikrit,5.3428571428571425
2015-03-09,Putin Contradicts Claims on Annexation of Crimea,5.073333333333333
2015-02-20,"Bombing in Somalia Capital Kills at Least 10 People, and the Shabab Claims Responsibility",4.497999999999999
2015-02-20,Chip Maker to Investigate Claims of Hacking by N.S.A. and British Spy Agencies,5.090909090909092
2015-02-10,Terrorist Claims Return Sept. 11 Suit to Spotlight,4.641666666666667
2015-02-04,Greek Guerrilla Group Claims Responsibility for Attack on Israeli Embassy,5.095555555555555
2015-01-19,Fox News Apologizes for False Claims of Muslim-Only Areas in England and France,5.252727272727272
2015-01-16,Rebels Claim to Have Control of Ukraine Airport,5.202857142857143
2015-01-14,Disputed Claims Over Qaeda Role in Paris Attacks,5.006666666666667
2015-01-13,Libyan Militants Aligned With Islamic State Claim Kidnapping of 21 Egyptian Christians,5.368571428571428
2015-01-12,Murdoch and Fox News Mocked on Twitter for Claims About Muslims,5.188888888888889
2015-01-12,Bitter Cold Claims More Lives in Gaza,4.905714285714285
2015-01-10,Turkey: Leftists Retract Their Claim About an Attack,4.552
2015-01-07,Extremist Group Claims Responsibility for Suicide Attack at Istanbul Police Station,4.437777777777778
2015-01-05,Indian Rape Case Echoes Claims of Tourists as Prey,4.866666666666666
2015-12-18,Obama Discusses Difficulty of Detecting Terrorism at Year-End Conference,4.316666666666666
2015-12-05,Cuba and U.S. to Discuss Settling Claims on Property,5.325714285714286
2015-11-15,Obama and Putin Discuss ISIS and Syria in Informal Conversation,5.722857142857143
2015-10-21,Assad Makes Unannounced Trip to Moscow to Discuss Syria With Putin,5.6085714285714285
2015-10-04,1965: Pope and Lyndon Johnson Discuss Threats to Peace,5.414285714285714
2015-08-14,Obama Is Set to Discuss Rights Issues With China,5.46
2015-07-18,Minister in Germany Discusses Greece Role,5.612
2015-07-16,Tunisia Hosts Security Meeting With Group of 7 to Discuss Terrorism Threat,4.768888888888888
2015-06-15,"Karzai, Vowing That He’s Done, Discusses His Afghanistan Legacy",4.99
2015-06-04,Obama to Meet With Iraqi Prime Minister to Discuss ISIS’ Advance,5.613999999999999
2015-06-02,Americans and Turks Discuss ISIS Threat,5.01
2015-05-04,Chinese Leader and Head of Taiwan’s Kuomintang Discuss Economy and Disaster Response,5.134
2015-04-28,Scientists and Religious Leaders Discuss Climate Change at Vatican,5.64
2015-03-27,U.S. and Syria Discuss Missing Journalist,4.925
2015-03-21,South Korea: Nations to Discuss Disputes,5.775
2015-03-04,Kerry Flies to Saudi Arabia to Discuss Iran Nuclear Talks,4.795999999999999
2015-01-23,"Conflict, and Smiles, as U.S. and Cuba Discuss Ties",5.3066666666666675
2015-01-22,U.S. and Cuba Set to Discuss Diplomatic Ties,5.397142857142858
2015-01-20,"Members of Congress, in Cuba, Discuss Trade but Don’t Meet With Castro",5.572500000000001
2015-12-30,Brussels Police Investigate Reports of Police Orgy Amid Terror Alert,4.54
2015-12-29,"Venezuela: Murder Rate for Year May Be World’s Worst, Report Says",4.8275
2015-12-25,Powerful Syrian Rebel Leader Reported Killed in Airstrike,5.003333333333333
2015-12-23,U.N. Wants Sexual Abuse Reported Immediately,4.848000000000001
2015-12-20,"Landslide Hits Southern City, Sending Hundreds Fleeing, China Reports",5.463333333333334
2015-12-17,Report Criticizes U.N.’s Handling of Child Sex Abuse Allegations,5.054285714285713
2015-12-17,A Guide to the N.C.I.S. Investigative Report,5.212000000000001
2015-12-17,Soldiers Report Abuse by Navy SEALs,4.516
2015-12-17,Full N.C.I.S. Investigative Report,5.49
2015-12-16,"Suspect in Xinjiang Mine Attack Spoke of Jihad, Chinese News Reports Say",4.988
2015-12-13,1890: Reported Battle Between Indians,4.875
2015-12-10,Report Traces Ebola’s Spread in Liberia,5.246666666666667
2015-12-06,"Chinese Businessman Linked to Corruption Scandals Dies in Prison, Reports Say",4.64
2015-12-04,Reported Gains in Afghan Maternal Health Are Found to Be Implausible,5.8775
2015-12-04,U.S. Media Mocked Abroad for Reporting False Name of California Shooting Suspect,4.852
2015-12-03,Conflicting Reports on Taliban Leader’s Status Highlight Fraying Unity,5.775
2015-12-02,Economic Report Adds to Brazil’s Mounting Woes,5.15
2015-11-30,The Findings of China’s Climate Change Report,5.260000000000001
2015-11-29,Chinese Report on Climate Change Depicts Somber Scenarios,5.4639999999999995
2015-11-25,Pakistani Taliban Commander Reported Killed in Drone Strike in Afghanistan,4.351428571428571
2015-11-18,"Police in China Kill 17 Linked to Mine Attack, Report Says",4.868888888888889
2015-11-16,Prominent Iranian Cartoonist Reported Arrested in Tehran,4.548
2015-11-14,Kurds Investigate Reports of Mass Grave of Yazidis in Sinjar,4.782857142857144
2015-11-13,Report Ties Kenyan Army to Militants’ Smuggling,4.865
2015-11-12,"Rights Lawyers in China Routinely Face Abuse, Report Says",5.4
2015-11-03,"China Burns Much More Coal Than Reported, Complicating Climate Talks",5.185
2015-10-29,Delayed Report on Britain’s Role in Iraq War Is Expected in Summer,4.841818181818182
2015-10-29,Turkish Journalists Report Police Raid on Their Own Offices,5.2475000000000005
2015-10-28,Some Chinese Take Aim at Meat Industry After W.H.O. Report on Cancer Risks,4.908333333333334
2015-10-23,"Myanmar’s Jade Trade Is a $31 Billion ‘Heist,’ Report Says",5.7
2015-10-22,A Whiff of Intrigue as Vatican Disputes ‘Unfounded’ Report on Pope Francis’ Health,5.5057142857142845
2015-10-16,Report on Nepal Protests Details Grisly Violence,4.432
2015-10-12,"Amid Report of Jason Rezaian’s Conviction, Iran Hints at Prisoner Exchange",4.705
2015-10-08,"No New Ebola Cases Were Reported in the Past Week, Health Agency Says",5.269090909090909
2015-10-05,Afghan Forces Report Progress in Kunduz as Taliban Press Other Fronts,5.331428571428572
2015-09-22,"Egypt Destroying Far More Homes Than Buffer-Zone Plan Called For, Report Says",5.557777777777778
2015-09-11,"Donations for Refugees Surging, American Charities Report",5.267999999999999
2015-09-10,Report Finds Most Nations Hinder Women,6.008
2015-09-09,Report Renews Hope and Doubt on Missing Students in Mexico,5.186666666666666
2015-09-09,Report Details New Atrocities in Darfur by Sudanese Force,5.3
2015-09-07,Report on Toll From Shandong Blast Is Called ‘Coldblooded’,4.937142857142857
2015-09-03,"Banned Cluster Bombs Were Used in Five Countries, Report Says",4.4975000000000005
2015-08-31,At Least 13 Reported Dead in Yemen Strikes,4.256666666666667
2015-08-30,Sierra Leone Reports Ebola Death,3.27
2015-08-27,"Junaid Hussain, ISIS Recruiter, Reported Killed in Airstrike",4.06
2015-08-26,U.N. Report Details Flow of Foreign Weapons Into South Sudan,5.02
2015-08-24,New Report of ISIS Using Poison Gas in Syria,4.817142857142857
2015-08-19,Wall Street Journal Criticizes Iranian Reports on Its Reporter,5.1274999999999995
2015-08-19,Chinese Report Details Role of Political Connections in Tianjin Blasts,5.336250000000001
2015-08-17,"Shake-Up in Moscow as Railways Chief, a Putin Friend, Is Reported Ousted",5.22
2015-08-14,Russia Denies Reports of Iranian General’s Visit to Moscow,5.177142857142857
2015-08-12,"Reporting From Iran, Jewish Paper Sees No Plot to Destroy Israel",4.86
2015-08-04,"Ebola Cases Fall Sharply, W.H.O. Reports",4.62
2015-07-31,"A Voice From China’s Uighur Homeland, Reporting From the U.S.",5.243333333333333
2015-07-31,"Experimental Ebola Vaccine Tested in Guinea Shows Promise, Report Says",5.4366666666666665
2015-07-28,"In Iran, Jason Rezaian’s Reporting Strengths Led to Suspicion, Then Detention",5.256666666666667
2015-07-24,Thailand Charges 72 With Human Trafficking Crimes Ahead of U.S. Report,4.8342857142857145
2015-07-16,1940: Rome Reports Bombing Haifa,4.74
2015-07-15,Another Ebola Fatality Is Reported in Liberia,5.25
2015-07-10,"North Korea: Pesticide Factory May Have Sinister Purpose, Report Says",5.323333333333333
2015-07-09,ISIS Leaders Reported Killed in Drone Strike in Afghanistan,4.44
2015-07-07,"Global Poverty Drops Sharply, With China Making Big Strides, U.N. Report Says",5.173333333333334
2015-07-02,Liberia Reports New Cases of Ebola,5.3950000000000005
2015-07-02,"TransAsia Pilot Acknowledged Cutting Wrong Engine, Crash Report Says",4.565714285714286
2015-06-30,Liberia: New Ebola Death Is Reported,4.665
2015-06-29,Hong Kong Democracy Activist Reports Being Assaulted on Street,5.5
2015-06-27,"Nepal: Rough Terrain and Bad Weather Led to Helicopter Crash, Report Says",4.7225
2015-06-26,"China Issues Report on U.S. Human Rights Record, in Annual Tit for Tat",5.373333333333333
2015-06-24,Deadly Clash Between Police and Ethnic Uighurs Reported in Xinjiang Region of China,4.974
2015-06-23,Unicef Report Describes Grim Trends for the Poorest Children,5.63
2015-06-22,U.N. Report on Gaza Finds Evidence of War Crimes by Israel and by Palestinian Militants,4.6000000000000005
2015-06-19,China Lets Citizens’ Fingers Do the Talking to Report Graft,5.437499999999999
2015-06-18,"Houses of Parliament Are Crumbling, Report Finds, and There Is No Quick Fix",5.207272727272727
2015-06-17,"Hundreds of Journalists Exiled Globally, Report Says",5.228
2015-06-14,Israel’s Foreign Ministry Issues Report Defending Conduct in Gaza War,4.668888888888889
2015-06-12,"400 Million Lack Basic Health Services, Report Finds",5.603333333333333
2015-06-12,Israeli Report Backs Tactics by Military in Gaza War,4.635555555555555
2015-06-11,Government Report Urges Changes in British Surveillance Law,5.086666666666666
2015-06-09,Canadian Senators’ Expenses Under Investigation After Auditor’s Report,4.603333333333333
2015-06-08,U.N. General Assembly Report on Children and Armed Conflict,5.065
2015-06-08,Obama Administration Criticizes Egypt in Report to Congress,5.231428571428572
2015-06-05,Nepal: More Victims Reported in Helicopter Crash,4.356
2015-06-05,South Korea Reports Nine New Cases in MERS Virus Outbreak,5.1425
2015-06-02,"Canada’s Forced Schooling of Aboriginal Children Was ‘Cultural Genocide,’ Report Finds",5.086666666666667
2015-06-02,African Countries Are Urged to Investigate Reports of Abuse by Peacekeepers,4.792
2015-05-29,Russian Military Insignia Are Reported in Ukraine,5.216
2015-05-28,"Chemical Weapon Stockpiles Greatly Reduced, Treaty Group Reports",5.256666666666667
2015-05-27,U.N. Reports About 200 Million Fewer Hungry People Than in 1990,5.13
2015-05-23,Ukraine: Report Finds War Crimes,3.66
2015-05-21,British Police Find Jimmy Savile Case Has Spurred Reports of Child Sexual Abuse,5.1872727272727275
2015-05-20,"Health Workers and Patients Under Threat in 17 Countries, Report Finds",5.004444444444443
2015-05-13,Camp Taji Incident Report Declassified After 12 Years,5.08
2015-05-12,Kremlin Critic’s Posthumous Report Links Russian Soldiers to Ukraine,5.247999999999999
2015-05-12,"W.H.O. Needs Reforms in Wake of Ebola Crisis, Report Says",5.125714285714286
2015-05-07,W.H.O. Officials Report a Drop in New Ebola Cases,5.171428571428572
2015-05-06,Preliminary Report on the Germanwings Flight 9525 Crash,4.87
2015-05-04,Some Progress Is Reported in Informal Afghan-Taliban Talks,5.6971428571428575
2015-05-03,Nigeria: More Rescues From Boko Haram Reported,5.513333333333333
2015-05-02,South Korean N.Y.U. Student Is Reported Arrested in North Korea,5.168888888888889
2015-05-02,Report of an Inquiry Into a Former President Rattles Brazil,5.1066666666666665
2015-04-28,Dutch Foreign Minister Reports Progress in Inquiry Into Downing of Malaysian Jetliner,5.431111111111111
2015-04-27,United Nations Internal Report on Gaza,5.546666666666667
2015-04-24,"Man Is Arrested for Flying Drone Onto Japanese Leader’s Office Roof, Reports Say",5.1
2015-04-21,"Hundreds of Chinese Cities Don’t Meet Air Standards, Report Finds",5.749999999999999
2015-04-20,"Leader of Militant Group in Russia Is Killed, Reports Say",5.495
2015-04-17,Top Saddam Hussein Aide Reported Killed in Northern Iraq,4.413333333333333
2015-04-17,1915: Italo-Austrian Fight Reported,3.91
2015-04-14,"Nigeria: Militants Have Displaced 800,000 Children, Unicef Reports",5.41
2015-04-14,New Report on Washington Post Writer Seen as Prelude to Espionage Trial,5.418
2015-04-13,"Chinese Official Who Ran Oil Giant Admits Bribetaking, Court Reports",5.0725
2015-04-10,NATO Caps Size of Russia’s Mission After Internal Reports of Espionage,5.1288888888888895
2015-04-08,"Iraq Starts Drive Against ISIS, but Reports on Scale Differ",4.844444444444445
2015-04-06,1915: German Ships Reported Sunk,5.473333333333334
2015-04-04,"Argentina: Britain Spied to Ensure Falklands Security, Report Says",5.384
2015-04-04,France: TV Reports on Hostage Taking Prompt Lawsuit and an Investigation,4.952499999999999
2015-04-02,Report of Missing Israeli in West Bank Proves to Be Hoax,5.028888888888889
2015-04-02,Doubts Intensify About Reports of a Video Made During Germanwings Flight’s Final Moments,5.24
2015-03-31,Lufthansa Says Germanwings Pilot Reported Deep Depression,4.824
2015-03-30,Dozens Are Reported Killed as Saudi-Led Strike Hits Camp for Displaced Yemeni Civilians,4.882
2015-03-27,"Yemenis Share Reports, Rumors and Wry Commentary Online as Bombs Drop",5.025714285714285
2015-03-26,Health Agency Reports Lowest Weekly Total of New Ebola Cases,5.3822222222222225
2015-03-20,Liberia Reports First Ebola Case in Weeks,5.4799999999999995
2015-03-18,Aid Trickles to Vanuatu as Relief Workers Report Vast Cyclone Damage,5.2575
2015-03-18,Syria: Reports Claim Downing of a U.S. Surveillance Drone,5.09
2015-03-17,"Detention of Rights Activists in China Soared in 2014, Report Says",5.408571428571428
2015-03-17,Mexican Journalist Is Fired After Report About First Lady,5.204444444444444
2015-03-13,"Police Failed to Address Sexual Abuse in Northern British City, Report Says",4.681818181818181
2015-03-13,Official Report Describes Blunders in Deadly Police Raid in Philippines,4.911428571428571
2015-03-08,"No Sign of Distress in Malaysia Jet’s Crew, Report Says",4.617142857142857
2015-03-06,Deaths Reported in Syria of Top Figures in Group Affiliated With Al Qaeda,5.186
2015-02-25,"Early Memo Urged Moscow to Annex Crimea, Report Says",5.022857142857142
2015-02-25,"Syria Dropped ‘Barrel Bombs’ Despite Ban, Report Says",4.6
2015-02-24,"Israeli Views on Iran Diverged, Reports Say",5.19
2015-02-22,"Turkish Military Enters Syria to Evacuate Soldiers and Move Tomb’s Remains, Reports Say",5.364444444444444
2015-02-20,"Britain and Europe ‘Sleepwalked’ Into the Ukraine Crisis, Report Says",5.351428571428571
2015-02-18,"Civilian Toll in Afghan War Rose in 2014, U.N. Reports",4.974285714285714
2015-02-17,"Suicide Bomber Kills Up to 8 in Xinjiang, Radio Free Asia Reports",5.051111111111111
2015-02-16,U.N. Delays Release of Report on Possible War Crimes in Sri Lanka,4.497777777777777
2015-02-14,Jordanians See U.S. Reporting Bias in Coverage of Student Killings,4.99625
2015-02-12,China Sentences 27 Linked to Official Who Reported Graft,5.284285714285714
2015-02-11,"President Xi Jinping to Visit U.S. in September, Chinese Agency Reports",5.465
2015-02-10,Agreement on Ukraine Cease-Fire Deal Is Reported,5.7
2015-02-10,"Schoolgirls Are Facing More Threats, U.N. Reports",5.415
2015-02-04,Britain Condemns Leaders in Town of Rotherham for Ignoring Reports of Child Abuse,5.226000000000001
2015-02-03,U.N. Concerned About Reports That Food Aid to Syria Is in ISIS Hands,5.466
2015-01-29,Cuba: Party Paper Reports on Meeting of Fidel Castro and Brazilian Author,5.7333333333333325
2015-01-29,"Canada Agency Monitors File-Sharing, Reports Say",5.445
2015-01-27,Report Sheds Light on Transgender Sex Workers in China,5.834285714285714
2015-01-26,Journalist Who Reported on Argentine Prosecutor’s Death Flees to Israel,4.654285714285714
2015-01-21,Paris Mayor Plans to Sue Fox Over False Reports of ‘No-Go Zones’,5.1
2015-01-21,C.I.A. Report Found Value of Brutal Interrogation Was Inflated,4.966666666666668
2015-01-20,China: W.H.O. Reports 3 Deaths Among Bird Flu Cases in Humans,4.8025
2015-01-19,"Chinese Police Kill 2 Uighurs Fleeing to Vietnam, Reports Say",4.55
2015-01-17,Nigeria: 2 Regions Report New Outbreaks of Bird Flu,5.183333333333334
2015-01-16,1965: Swedes Report Soviet Blast,4.539999999999999
2015-01-16,"Press Freedom in Hong Kong Under Threat, Report Says",5.4625
2015-01-09,Cuba Is Reported to Release 26 Dissidents,5.272
2015-01-07,Reports of Army Deployment in Sri Lanka Investigated Ahead of Election,5.160000000000001
2015-01-07,Reports of Civilian Deaths Prompt Inquiry Into Strikes Against ISIS,4.2925
2015-01-01,"Ebola Still Spreading, W.H.O. Reports",5.07
2015-12-16,Mexico: Bodies Discovered Dumped in Southern State,5.62
2015-12-15,Modi Rival Denounces Raid at Delhi State Government Headquarters,4.779999999999999
2015-12-14,"Islamic State Gains Strength in Yemen, Challenging Al Qaeda",5.808571428571429
2015-12-08,U.S. Seeks to Avoid Ground War Welcomed by Islamic State,4.4725
2015-12-05,Islamic State Says ‘Soldiers of Caliphate’ Attacked in San Bernardino,4.742857142857143
2015-12-03,India: Floods Threaten Southern State,5.46
2015-12-02,"China Calls Hacking of U.S. Workers’ Data a Crime, Not a State Act",5.231111111111112
2015-11-30,Predatory Islamic State Wrings Money From Those It Rules,5.2371428571428575
2015-11-26,"From Indonesia, a Muslim Challenge to the Ideology of the Islamic State",5.134545454545455
2015-11-24,Tunisia Declares State of Emergency After Explosion on Bus,4.565714285714286
2015-11-24,Iranian Hackers Attack State Dept. via Social Media Accounts,4.859999999999999
2015-11-24,John Kerry Adds Voice to Those Urging Bigger Push Against Islamic State in Syria,5.081666666666667
2015-11-21,U.N. Security Council Approves Resolution Urging Countries to Combat Islamic State,5.1274999999999995
2015-11-10,"Maldives Lifts State of Emergency, Heeding International Calls",5.550000000000001
2015-11-09,"Thick Smog in Shenyang, China, Draws Even State Media’s Scorn",5.5
2015-11-08,"Modi Dealt Setback as B.J.P. Loses in Bihar, a Crucial State",4.8
2015-11-06,Chinese State TV Masks Ma Ying-jeou’s Taiwan Flag Pin,5.774285714285715
2015-11-06,State of Emergency in Maldives Is Called ‘Precautionary’,4.926666666666667
2015-11-06,Bosnia and Herzegovina: Islamic State Supporter Is Sentenced,5.085714285714286
2015-11-04,President of Maldives Declares State of Emergency,4.816000000000001
2015-11-03,1915: State Rejects Women’s Suffrage,5.28
2015-10-27,Chinese State Planning Meets ‘Schoolhouse Rock!’ in New Video,5.9799999999999995
2015-10-14,"In China’s State News Media, What Is Said May Not Be What’s Printed",5.264
2015-10-13,Park Geun-hye of South Korea Defends Move to Issue State History Textbooks,5.535555555555557
2015-10-12,"South Korea to Issue State History Textbooks, Rejecting Private Publishers",5.46
2015-10-11,Iraq Says It Hit Convoy of Islamic State Leader Abu Bakr al-Baghdadi,5.005000000000001
2015-10-08,Historian Who Probed Austria’s Nazi Past Begins Sentence for Defrauding State,5.3428571428571425
2015-10-07,"State Rulers in Malaysia Press for Inquiry Into Premier, Najib Razak",5.176666666666667
2015-09-29,Peru: Region in State of Emergency After Deadly Protests at a Mine,4.78
2015-09-26,State Dinner for Xi Jinping Has High-Tech Flavor,5.816666666666666
2015-09-18,The State of Cuba,5.045000000000001
2015-09-15,Syria: Suicide Attacks by Islamic State Target Cadets and a Militia in the North,4.590909090909091
2015-09-11,"Islamic State Ordnance Shows Traces of Chemical Agents, U.S. Says",5.070000000000001
2015-08-29,"In a Venezuelan Border Town, a State of Emergency Is Barely Perceptible",4.842222222222222
2015-08-27,Days of Unrest Turn Deadly in Indian State of Gujarat,5.097499999999999
2015-08-20,The Islamic State Is Forcing Women to Be Sex Slaves,5.264444444444445
2015-08-18,Libya Asks Arab League Countries to Help Battle Islamic State,5.022222222222222
2015-08-18,State Department Fights for Rights of Gay Envoys,4.945714285714286
2015-08-17,Syrian State TV Edits Out Criticism From Visiting U.N. Official,5.265714285714287
2015-08-11,Syria: Islamic State Frees 22 Assyrian Christians,5.32
2015-08-06,State Department Cautions Americans Considering Travel to Iran,5.5857142857142845
2015-08-03,"Millions in Premier’s Accounts Didn’t Come From State Fund, Malaysian Antigraft Body Says",5.655
2015-07-24,Malaysia Suspends 2 Newspapers Covering Scandal at State-Owned Fund,5.1
2015-07-21,ISIS Transforming Into Functioning State That Uses Terror as Tool,4.96
2015-07-19,Egyptian Affiliate of Islamic State Claims Attack on Checkpoints,4.880000000000001
2015-07-04,State of Emergency Is Declared in Tunisia,4.873333333333334
2015-07-01,The Strategy Behind the Islamic State’s Destruction of Ancient Sites,4.897777777777778
2015-06-30,Israel’s Cartoon Diplomacy Equates Iran and Islamic State,5.3999999999999995
2015-06-27,Nigeria: Board of State Oil Company Is Dissolved After Corruption Scandal,4.542222222222223
2015-06-26,Vatican Formally Recognizes Palestinian State by Signing Treaty,5.428
2015-06-22,Computer Failure Leaves State Dept. Unable to Issue Visas,4.680000000000001
2015-06-19,"Iran Still Aids Terrorism and Bolsters Syria’s President, State Department Finds",4.6125
2015-06-13,State Department Memo on the Islamic State Group,5.2275
2015-06-13,Egyptian Doctors Shame Government With Facebook Images of Filthy State-Run Hospitals,4.808
2015-06-11,How Boko Haram Courted and Joined the Islamic State,5.1866666666666665
2015-06-10,Egypt: State Dept. Says It Won’t Meet With Brotherhood Group in Washington,5.6425
2015-06-08,1915: Secretary of State Resigns,5.213333333333334
2015-06-05,"Frenchman in Vegetative State Can Be Taken Off Life Support, Court Rules",5.084444444444445
2015-05-26,Chinese Distiller Sued in Test of State v. Private Ownership,5.38857142857143
2015-05-15,Q. and A.: Nicholas R. Lardy on Markets and the State in China,5.4222222222222225
2015-05-13,Vatican to Recognize Palestinian State in New Treaty,5.642857142857143
2015-04-29,Turkish Mayor Berates State Department’s Marie Harf for Silence on Baltimore Unrest,5.3725000000000005
2015-04-18,Brazil: Phone and Internet Lines Are Cut for a Delinquent Rio State,5.446
2015-04-17,Chinese Journalist Sentenced to 7 Years on Charges of Leaking State Secrets,5.014
2015-04-13,Chinese Journalist to Receive Verdict Friday on Charges of Revealing State Secrets,5.34
